wkt_geom	OBJECTID_1	OBJECTID	DTMN11	FR11	SEC11	SS11	BGRI11	LUG11	LUG11DESIG	OBJECTID_12	ANO	GEO_COD	GEO_COD_DSG	NIVEL	NIVEL_DSG	N_EDIFICIOS_CLASSICOS	N_EDIFICIOS_CLASSICOS_1OU2	N_EDIFICIOS_CLASSICOS_ISOLADOS	N_EDIFICIOS_CLASSICOS_GEMIN	N_EDIFICIOS_CLASSICOS_EMBANDA	N_EDIFICIOS_CLASSICOS_3OUMAIS	N_EDIFICIOS_CLASSICOS_OUTROS	N_EDIFICIOS_EXCLUSIV_RESID	N_EDIFICIOS_PRINCIPAL_RESID	N_EDIFICIOS_PRINCIP_NAO_RESID	N_EDIFICIOS_1OU2_PISOS	N_EDIFICIOS_3OU4_PISOS	F_N_EDIFICIOS_5OU_MAIS_PISOS	N_EDIFICIOS_CONSTR_ANTES_1919	N_EDIFICIOS_CONSTR_1919A1945	N_EDIFICIOS_CONSTR_1946A1960	N_EDIFICIOS_CONSTR_1961A1970	N_EDIFICIOS_CONSTR_1971A1980	N_EDIFICIOS_CONSTR_1981A1990	N_EDIFICIOS_CONSTR_1991A1995	N_EDIFICIOS_CONSTR_1996A2000	N_EDIFICIOS_CONSTR_2001A2005	N_EDIFICIOS_CONSTR_2006A2011	N_EDIFICIOS_ESTRUT_BETAO	N_EDIFICIOS_ESTRUT_COM_PLACA	N_EDIFICIOS_ESTRUT_SEM_PLACA	N_EDIFICIOS_ESTRUT_ADOBE_PEDRA	N_EDIFICIOS_ESTRUT_OUTRA	N_ALOJAMENTOS	N_ALOJAMENTOS_FAMILIARES	N_ALOJAMENTOS_FAM_CLASSICOS	N_ALOJAMENTOS_FAM_N_CLASSICOS	N_ALOJAMENTOS_COLECTIVOS	N_CLASSICOS_RES_HABITUAL	N_ALOJAMENTOS_RES_HABITUAL	N_ALOJAMENTOS_VAGOS	N_RES_HABITUAL_COM_AGUA	N_RES_HABITUAL_COM_RETRETE	N_RES_HABITUAL_COM_ESGOTOS	N_RES_HABITUAL_COM_BANHO	N_RES_HABITUAL_AREA_50	N_RES_HABITUAL_AREA_50_100	N_RES_HABITUAL_AREA_100_200	N_RES_HABITUAL_AREA_200	N_RES_HABITUAL_1_2_DIV	N_RES_HABITUAL_3_4_DIV	N_RES_HABITUAL_ESTAC_1	N_RES_HABITUAL_ESTAC_2	N_RES_HABITUAL_ESTAC_3	N_RES_HABITUAL_PROP_OCUP	N_RES_HABITUAL_ARREND	N_FAMILIAS_CLASSICAS	N_FAMILIAS_INSTITUCIONAIS	N_FAMILIAS_CLASSICAS_1OU2_PESS	N_FAMILIAS_CLASSICAS_3OU4_PESS	N_FAMILIAS_CLASSICAS_NPES65	N_FAMILIAS_CLASSICAS_NPES14	N_FAMILIAS_CLASSIC_SEM_DESEMP	N_FAMILIAS_CLASSIC_1DESEMPREG	N_FAMILIAS_CLASS_2MAIS_DESEMP	N_NUCLEOS_FAMILIARES	N_NUCLEOS_1FILH_NAO_CASADO	N_NUCLEOS_2FILH_NAO_CASADO	N_NUCLEOS_FILH_INF_6ANOS	N_NUCLEOS_FILH_INF_15ANOS	N_NUCLEOS_FILH_MAIS_15ANOS	N_INDIVIDUOS_PRESENT	N_INDIVIDUOS_PRESENT_H	N_INDIVIDUOS_PRESENT_M	N_INDIVIDUOS_RESIDENT	N_INDIVIDUOS_RESIDENT_H	N_INDIVIDUOS_RESIDENT_M	N_INDIVIDUOS_RESIDENT_0A4	N_INDIVIDUOS_RESIDENT_5A9	N_INDIVIDUOS_RESIDENT_10A13	N_INDIVIDUOS_RESIDENT_14A19	N_INDIVIDUOS_RESIDENT_15A19	N_INDIVIDUOS_RESIDENT_20A24	N_INDIVIDUOS_RESIDENT_20A64	N_INDIVIDUOS_RESIDENT_25A64	N_INDIVIDUOS_RESIDENT_65	N_INDIVIDUOS_RESIDENT_H_0A4	N_INDIVIDUOS_RESIDENT_H_5A9	N_INDIVIDUOS_RESIDENT_H_10A13	N_INDIVIDUOS_RESIDENT_H_14A19	N_INDIVIDUOS_RESIDENT_H_15A19	N_INDIVIDUOS_RESIDENT_H_20A24	N_INDIVIDUOS_RESIDENT_H_20A64	N_INDIVIDUOS_RESIDENT_H_25A64	N_INDIVIDUOS_RESIDENT_H_65	N_INDIVIDUOS_RESIDENT_M_0A4	N_INDIVIDUOS_RESIDENT_M_5A9	N_INDIVIDUOS_RESIDENT_M_10A13	N_INDIVIDUOS_RESIDENT_M_14A19	N_INDIVIDUOS_RESIDENT_M_15A19	N_INDIVIDUOS_RESIDENT_M_20A24	N_INDIVIDUOS_RESIDENT_M_20A64	N_INDIVIDUOS_RESIDENT_M_25A64	N_INDIVIDUOS_RESIDENT_M_65	N_INDIV_RESIDENT_N_LER_ESCRV	N_IND_RESIDENT_FENSINO_1BAS	N_IND_RESIDENT_FENSINO_2BAS	N_IND_RESIDENT_FENSINO_3BAS	N_IND_RESIDENT_FENSINO_SEC	N_IND_RESIDENT_FENSINO_POSSEC	N_IND_RESIDENT_FENSINO_SUP	N_IND_RESIDENT_ENSINCOMP_1BAS	N_IND_RESIDENT_ENSINCOMP_2BAS	N_IND_RESIDENT_ENSINCOMP_3BAS	N_IND_RESIDENT_ENSINCOMP_SEC	N_IND_RESIDENT_ENSINCOMP_POSEC	N_IND_RESIDENT_ENSINCOMP_SUP	N_IND_RESID_DESEMP_PROC_1EMPRG	N_IND_RESID_DESEMP_PROC_EMPRG	N_IND_RESID_EMPREGADOS	N_IND_RESID_PENS_REFORM	N_IND_RESID_SEM_ACT_ECON	N_IND_RESID_EMPREG_SECT_PRIM	N_IND_RESID_EMPREG_SECT_SEQ	N_IND_RESID_EMPREG_SECT_TERC	N_IND_RESID_ESTUD_MUN_RESID	N_IND_RESID_TRAB_MUN_RESID
MultiPolygon (((-40941.15529999975115061 164006.94940000027418137, -40956.40969999972730875 164007.75009999983012676, -40971.7571000000461936 164016.31760000064969063, -40984.15359999984502792 164022.65709999948740005, -40987.98330000042915344 164002.0328999999910593, -40989.11110000032931566 163988.87439999915659428, -40989.4869999997317791 163980.9796999990940094, -40989.16990000009536743 163972.10909999907016754, -40985.35309999994933605 163976.29399999976158142, -40975.22659999970346689 163978.93799999915063381, -40971.2618000004440546 163979.97409999929368496, -40961.36019999999552965 163981.97509999945759773, -40956.48350000008940697 163988.08799999952316284, -40945.87100000027567148 163991.21800000034272671, -40936.64539999980479479 163996.72089999914169312, -40941.15529999975115061 164006.94940000027418137)))	210	10778	1312	08	006	01	13120800601	007437	Porto	200308	2011	13120800601		8	Subsecção	3	2	2	0	0	1	0	1	2	0	3	0	0	0	0	0	0	0	3	0	0	0	0	3	0	0	0	0	5	5	5	0	0	4	4	1	4	4	4	4	0	4	0	0	0	4	0	0	0	0	4	4	0	2	2	0	1	2	1	1	2	0	1	0	0	1	10	8	2	10	8	2	0	0	1	0	0	1	9	8	0	0	0	1	0	0	1	7	6	0	0	0	0	0	0	0	2	2	0	0	0	1	0	1	0	0	6	2	2	0	0	0	1	3	1	3	4	0	0	1	2	1
MultiPolygon (((-40506.40820000041276217 164013.27480000071227551, -40571.91660000011324883 164029.71509999968111515, -40596.78029999975115061 164011.04849999956786633, -40638.26099999994039536 163964.40780000016093254, -40548.93670000042766333 163941.98409999907016754, -40523.92669999971985817 163936.26769999973475933, -40506.40820000041276217 164013.27480000071227551)))	211	10779	1312	15	005	03	13121500503	007437	Porto	201153	2011	13121500503		8	Subsecção	3	3	1	0	2	0	0	3	0	0	2	1	0	1	2	0	0	0	0	0	0	0	0	0	2	1	0	0	3	3	3	0	0	3	3	0	3	3	3	3	1	1	0	1	0	2	1	0	0	0	2	3	0	2	1	2	0	3	0	0	1	0	0	0	0	0	6	4	2	6	4	2	0	0	0	0	0	0	3	3	3	0	0	0	0	0	0	2	2	2	0	0	0	0	0	0	1	1	1	1	0	0	0	0	0	0	1	0	0	1	0	3	0	0	4	2	2	0	0	4	0	4
MultiPolygon (((-39458.151999999769032 163950.5823999997228384, -39482.05559999961405993 164015.71240000054240227, -39494.3349999999627471 164011.32640000060200691, -39473.72130000032484531 163955.84589999914169312, -39458.151999999769032 163950.5823999997228384)))	208	10776	1312	14	007	01	13121400701	007437	Porto	201102	2011	13121400701		8	Subsecção	24	24	0	0	24	0	0	24	0	0	24	0	0	12	9	0	0	0	0	0	0	3	0	10	1	13	0	0	24	24	24	0	0	18	18	4	18	18	18	17	7	7	4	0	0	11	0	0	0	3	14	18	0	13	5	7	4	14	4	0	10	5	2	0	4	3	33	12	21	34	13	21	0	2	2	2	1	3	20	17	8	0	1	2	0	0	2	8	6	2	0	1	0	2	1	1	12	11	6	2	2	2	1	1	0	1	12	7	6	3	0	0	1	3	10	10	15	0	0	10	6	8
MultiPolygon (((-41048.7911999998614192 163959.29770000092685223, -41077.70210000034421682 163973.72570000030100346, -41086.71370000019669533 163977.0113999992609024, -41172.95419999957084656 164016.63499999977648258, -41191.66710000019520521 163984.67540000006556511, -41179.7971000000834465 163974.23589999973773956, -41157.51669999957084656 163954.83709999918937683, -41087.6664000004529953 163895.76940000057220459, -41010.55549999978393316 163822.84170000068843365, -40994.09580000024288893 163816.31259999983012676, -40908.03469999972730875 163742.13519999943673611, -40876.86450000014156103 163715.7265000008046627, -40862.214499999769032 163704.38690000027418137, -40846.49440000019967556 163693.53729999996721745, -40831.43429999984800816 163683.07770000025629997, -40807.78440000023692846 163667.03879999928176403, -40781.56400000024586916 163651.19950000010430813, -40769.07450000010430813 163644.81959999911487103, -40747.51559999957680702 163678.91999999992549419, -40739.4434000002220273 163684.75400000065565109, -40752.52230000030249357 163693.81809999980032444, -40782.36120000015944242 163716.09769999980926514, -40818.43400000035762787 163746.39690000005066395, -40861.47350000031292439 163784.02879999950528145, -40879.00090000033378601 163799.42290000058710575, -40893.98240000009536743 163814.13299999944865704, -40907.01599999982863665 163826.92930000089108944, -40962.53629999980330467 163897.68859999999403954, -40989.70239999983459711 163922.19510000012814999, -41020.87629999965429306 163945.3657000008970499, -41048.7911999998614192 163959.29770000092685223)))	209	10777	1312	08	005	03	13120800503	007437	Porto	200300	2011	13120800503		8	Subsecção	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MultiPolygon (((-38352.26260000001639128 164065.72340000048279762, -38404.0906999995931983 164104.7476000003516674, -38405.94759999960660934 164093.47299999929964542, -38398.25779999978840351 164081.87150000035762787, -38396.21179999969899654 164072.61290000006556511, -38392.26779999956488609 164058.21250000037252903, -38390.80279999971389771 164049.68080000020563602, -38390.80279999971389771 164047.4488999992609024, -38391.91870000027120113 164044.54900000058114529, -38403.43900000024586916 164027.26759999990463257, -38412.30750000011175871 164013.96110000088810921, -38415.73330000042915344 164010.35720000043511391, -38435.41019999980926514 163989.65589999966323376, -38436.67810000013560057 163988.46600000001490116, -38438.97900000028312206 163986.30910000018775463, -38457.07809999957680702 163973.52850000001490116, -38493.14230000041425228 163949.38419999927282333, -38535.51609999965876341 163919.93319999985396862, -38582.39879999961704016 163893.21199999935925007, -38589.39940000046044588 163889.21609999984502792, -38577.39979999978095293 163879.28549999929964542, -38531.58640000037848949 163830.37769999913871288, -38517.34790000040084124 163826.04399999976158142, -38502.48950000014156103 163819.85329999960958958, -38475.86849999986588955 163800.0421999990940094, -38431.5471000000834465 163767.06579999998211861, -38349.48950000014156103 163845.16210000030696392, -38334.866499999538064 163877.4488999992609024, -38331.81170000042766333 163886.00760000012814999, -38326.43219999969005585 163909.15770000033080578, -38318.16999999992549419 163949.26920000091195107, -38312.00150000024586916 163979.83300000056624413, -38322.26960000023245811 164033.23980000056326389, -38330.26840000040829182 164049.8101000003516674, -38352.26260000001639128 164065.72340000048279762)))	238	10806	1312	02	045	03	13120204503	007437	Porto	199451	2011	13120204503		8	Subsecção	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MultiPolygon (((-40168.98730000015348196 164054.01029999926686287, -40134.1590999998152256 164088.18249999918043613, -40134.15940000023692846 164113.35449999943375587, -40182.80700000002980232 164081.99100000038743019, -40168.98730000015348196 164054.01029999926686287)))	239	10807	1312	14	001	06	13121400106	007437	Porto	201074	2011	13121400106		8	Subsecção	6	0	0	0	0	6	0	0	6	0	2	1	3	3	0	0	0	2	0	0	0	0	1	3	0	3	0	0	21	21	21	0	0	4	4	14	4	4	4	4	0	2	2	0	2	2	0	0	0	1	3	4	0	4	0	0	0	4	0	0	1	0	0	0	0	0	4	1	3	5	1	4	0	0	0	0	0	0	5	5	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	4	4	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	5	0	0	0	0	5	0	4
MultiPolygon (((-38033.67100000008940697 164005.94050000049173832, -37974.56039999984204769 164089.7135000005364418, -37990.48859999980777502 164074.85899999924004078, -38003.01099999994039536 164068.29619999974966049, -38031.55260000005364418 164050.67669999971985817, -38037.62920000031590462 164045.66789999976754189, -38043.15390000026673079 164039.10410000011324883, -38050.51939999964088202 164020.2767999991774559, -38062.48880000039935112 164009.04820000007748604, -38071.51229999959468842 164004.21230000071227551, -38096.82210000045597553 163993.57459999993443489, -38100.56089999992400408 163990.00469999946653843, -38102.19180000014603138 163986.30690000019967556, -38105.25050000008195639 163970.81450000032782555, -38107.08540000021457672 163962.08180000074207783, -38112.38700000010430813 163949.32929999940097332, -38116.26080000028014183 163944.61150000058114529, -38125.68209999985992908 163938.36590000055730343, -38127.22209999989718199 163933.73570000007748604, -38128.85190000012516975 163926.07589999958872795, -38128.44209999963641167 163918.17630000039935112, -38125.35170000046491623 163909.98630000092089176, -38123.07189999986439943 163907.82660000026226044, -38121.31159999966621399 163903.67659999988973141, -38119.8311999998986721 163895.76700000092387199, -38119.45079999975860119 163877.23709999956190586, -38118.25069999974220991 163861.26700000092387199, -38117.06030000001192093 163852.67730000056326389, -38115.19780000019818544 163847.23120000027120113, -38110.07019999995827675 163832.23750000074505806, -38110.0598999997600913 163832.20749999955296516, -38101.52440000046044588 163843.63049999997019768, -38066.79030000045895576 163879.55130000039935112, -38082.16179999988526106 163892.70069999992847443, -38082.83800000045448542 163916.14980000071227551, -38077.77039999980479479 163931.51820000074803829, -38066.95990000013262033 163943.40080000087618828, -38051.42069999966770411 163951.32249999977648258, -38027.77280000038444996 163959.24440000019967556, -38033.67100000008940697 164005.94050000049173832)))	236	10804	1312	03	054	06	13120305406	007437	Porto	199773	2011	13120305406		8	Subsecção	6	1	0	0	1	5	0	1	5	0	0	1	5	0	0	0	0	0	4	2	0	0	0	6	0	0	0	0	102	102	102	0	0	76	76	4	76	76	76	75	0	10	57	9	0	22	58	13	1	64	6	76	0	41	34	13	15	67	9	0	61	23	15	5	15	27	178	86	92	189	91	98	7	5	6	17	15	12	134	122	20	3	3	2	8	7	6	67	61	8	4	2	4	9	8	6	67	61	12	0	6	3	5	16	1	17	9	16	26	35	4	86	1	8	110	21	50	2	22	86	39	70
MultiPolygon (((-40106.84379999991506338 163943.64970000088214874, -40115.5530000003054738 163996.25149999931454659, -40117.74199999962002039 164011.02590000070631504, -40116.10059999953955412 164054.2561000008136034, -40112.07730000000447035 164103.39320000074803829, -40134.06159999966621399 164034.49469999969005585, -40141.27190000005066395 164003.36480000056326389, -40152.33739999961107969 164001.82469999976456165, -40152.81730000022798777 163989.00520000047981739, -40148.38499999977648258 163946.45399999991059303, -40135.79930000007152557 163919.64130000025033951, -40139.62899999972432852 163907.602700000628829, -40144.67269999999552965 163901.91180000081658363, -40157.40309999976307154 163895.29389999993145466, -40178.00009999983012676 163885.5669999998062849, -40191.52440000046044588 163872.90130000002682209, -40206.64969999995082617 163868.55220000073313713, -40216.14020000025629997 163857.49950000084936619, -40223.24679999984800816 163852.37460000067949295, -40234.70930000022053719 163848.10859999991953373, -40229.30929999984800816 163830.71240000054240227, -40184.35340000037103891 163842.90159999951720238, -40183.45849999971687794 163853.98020000010728836, -40179.11380000039935112 163857.10810000076889992, -40157.21889999974519014 163871.01190000027418137, -40136.71279999986290932 163876.22499999962747097, -40124.42839999962598085 163879.14010000042617321, -40114.75079999957233667 163881.69910000078380108, -40103.10730000026524067 163883.97819999977946281, -40064.92310000024735928 163896.96330000087618828, -40065.95509999990463257 163901.1311000008136034, -40077.24770000018179417 163910.88649999909102917, -40096.38810000009834766 163928.84549999982118607, -40106.84379999991506338 163943.64970000088214874)))	237	10805	1312	14	004	01	13121400401	007437	Porto	201086	2011	13121400401		8	Subsecção	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MultiPolygon (((-39834.39089999999850988 164062.68410000018775463, -39873.92229999974370003 164082.44869999960064888, -39901.12179999984800816 164050.60060000047087669, -39927.15149999968707561 164031.04399999976158142, -39963.40570000000298023 164006.37839999981224537, -39884.88009999971836805 164012.5994000006467104, -39872.53170000016689301 164013.73450000025331974, -39854.63650000002235174 164013.23880000039935112, -39834.39089999999850988 164062.68410000018775463)))	234	10802	1312	14	005	01	13121400501	007437	Porto	201091	2011	13121400501		8	Subsecção	9	0	0	0	0	5	4	3	5	1	4	4	1	2	7	0	0	0	0	0	0	0	0	0	3	6	0	0	22	20	20	0	2	7	7	10	7	7	7	5	3	3	1	0	1	4	0	0	0	0	7	9	1	7	2	4	2	7	1	1	4	2	0	1	2	0	39	19	20	36	16	20	1	1	0	0	0	2	10	8	24	1	0	0	0	0	1	6	5	9	0	1	0	0	0	1	4	3	15	3	1	0	0	0	0	0	13	5	6	2	0	5	1	2	2	26	29	0	1	1	1	1
MultiPolygon (((-40454.192200000397861 164079.15890000015497208, -40469.21949999965727329 164079.59569999948143959, -40480.32710000034421682 164080.25249999947845936, -40495.71239999961107969 164083.16709999926388264, -40506.40820000041276217 164013.27480000071227551, -40523.92669999971985817 163936.26769999973475933, -40529.04320000018924475 163913.77649999968707561, -40531.36000000033527613 163903.37490000016987324, -40493.88650000002235174 163891.35999999940395355, -40489.43580000009387732 163903.43950000032782555, -40484.27319999970495701 163914.040200000628829, -40467.58509999979287386 163937.34750000014901161, -40456.03000000026077032 163970.58530000038444996, -40410.23139999993145466 164014.50919999927282333, -40439.34839999955147505 164034.97499999962747097, -40445.88829999975860119 164059.50789999961853027, -40454.192200000397861 164079.15890000015497208)))	235	10803	1312	15	005	01	13121500501	007437	Porto	201151	2011	13121500501		8	Subsecção	43	23	1	0	22	18	2	38	5	0	26	15	2	0	38	0	0	0	1	1	0	2	1	5	38	0	0	0	118	116	116	0	2	85	85	29	85	84	85	81	39	34	12	0	14	43	1	0	0	12	63	85	0	54	25	39	16	60	20	5	57	26	8	9	16	26	227	90	137	197	81	116	12	8	4	12	10	9	111	102	50	4	3	3	6	5	4	51	47	14	8	5	1	6	5	5	60	55	36	6	6	3	6	3	0	4	76	29	32	18	1	9	3	27	54	64	87	0	4	50	26	44
MultiPolygon (((-40168.98730000015348196 164054.01029999926686287, -40182.80700000002980232 164081.99100000038743019, -40232.83939999993890524 164048.41559999994933605, -40229.59250000026077032 164040.87590000033378601, -40225.69359999988228083 164030.59740000031888485, -40223.21260000020265579 164022.09080000035464764, -40215.16380000021308661 164007.83650000020861626, -40168.98730000015348196 164054.01029999926686287)))	232	10800	1312	14	001	07	13121400107	007437	Porto	201075	2011	13121400107		8	Subsecção	8	2	1	0	1	6	0	0	6	2	0	3	5	8	0	0	0	0	0	0	0	0	0	0	0	8	0	0	26	26	26	0	0	1	1	24	1	1	1	1	1	0	0	0	1	0	0	0	0	0	0	1	0	1	0	0	0	0	1	0	0	0	0	0	0	0	1	0	1	1	0	1	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
MultiPolygon (((-37049.48049999959766865 164034.26070000045001507, -37070.58669999986886978 164051.6898999996483326, -37099.94969999976456165 164081.42950000055134296, -37106.51740000024437904 164082.38749999925494194, -37113.0921000000089407 164080.13250000029802322, -37162.90180000010877848 164062.74489999935030937, -37231.54959999956190586 164039.36449999921023846, -37235.09339999966323376 164038.33249999955296516, -37239.46019999962300062 164036.28460000082850456, -37243.49199999962002039 164032.34669999964535236, -37251.0494999997317791 164015.80629999935626984, -37257.22109999973326921 164003.84479999914765358, -37247.68149999994784594 163998.58300000056624413, -37192.98560000024735928 163971.04539999924600124, -37169.63360000029206276 163960.49499999918043613, -37160.97389999963343143 163958.51810000091791153, -37145.1096000000834465 163954.897299999371171, -37132.18310000002384186 163953.41650000028312206, -37123.97350000031292439 163952.4765000008046627, -37096.8667000001296401 163953.83860000036656857, -37087.03010000009089708 163954.64269999973475933, -37074.07890000008046627 163981.36470000073313713, -37049.48049999959766865 164034.26070000045001507)))	233	10801	1312	03	052	10	13120305210	007437	Porto	199758	2011	13120305210		8	Subsecção	5	5	0	0	5	0	0	5	0	0	1	4	0	5	0	0	0	0	0	0	0	0	0	0	0	5	0	0	5	5	5	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MultiPolygon (((-40200.17250000033527613 163920.94419999979436398, -40207.51929999981075525 163934.21260000020265579, -40216.05009999964386225 163949.67380000092089176, -40218.18310000002384186 163957.13849999941885471, -40231.24450000002980232 163949.14059999957680702, -40236.64719999954104424 163943.66779999993741512, -40227.98039999976754189 163930.08039999939501286, -40230.94629999995231628 163926.81550000049173832, -40236.0400000000372529 163922.87659999914467335, -40247.44840000011026859 163915.81269999966025352, -40263.17769999988377094 163909.16169999912381172, -40275.48110000044107437 163908.85160000063478947, -40293.72730000037699938 163904.02449999935925007, -40285.90350000001490116 163888.46820000000298023, -40250.56599999964237213 163891.97360000014305115, -40236.84269999992102385 163896.62570000067353249, -40225.66519999969750643 163903.58349999971687794, -40211.78490000031888485 163913.42039999924600124, -40200.17250000033527613 163920.94419999979436398)))	230	10798	1312	14	004	02	13121400402	007437	Porto	201087	2011	13121400402		8	Subsecção	23	9	1	0	8	14	0	11	12	0	9	14	0	23	0	0	0	0	0	0	0	0	0	0	0	0	23	0	68	68	68	0	0	30	30	37	30	30	30	29	9	17	4	0	2	23	0	0	0	8	21	31	0	19	12	15	4	26	5	0	18	7	3	0	4	7	65	28	37	69	31	38	0	1	3	5	4	3	42	39	18	0	0	1	1	1	2	21	19	8	0	1	2	4	3	1	21	20	10	6	3	1	6	2	0	1	25	10	13	4	0	3	1	4	30	18	29	0	2	28	12	22
MultiPolygon (((-38977.05790000036358833 163938.39699999988079071, -38987.08469999954104424 163964.44400000013411045, -39020.5094999996945262 164081.97709999978542328, -39080.66849999967962503 164047.03319999948143959, -39071.97769999969750643 164037.50359999947249889, -38977.05790000036358833 163938.39699999988079071)))	231	10799	1312	02	047	03	13120204703	007437	Porto	199457	2011	13120204703		8	Subsecção	22	18	2	0	16	4	0	21	1	0	5	17	0	0	19	0	0	3	0	0	0	0	0	3	0	17	2	0	38	38	38	0	0	25	25	11	25	25	25	25	2	11	11	1	0	10	0	1	0	10	15	25	0	17	7	16	4	22	3	0	19	6	1	2	3	5	56	25	31	56	26	30	1	3	1	2	1	1	26	25	23	0	2	1	0	0	1	11	10	12	1	1	0	2	1	0	15	15	11	0	2	1	1	1	0	2	17	2	8	11	0	13	0	3	15	25	32	0	1	14	7	11
MultiPolygon (((-40529.04320000018924475 163913.77649999968707561, -40592.96250000037252903 163914.46550000086426735, -40646.06620000023394823 163918.93150000087916851, -40662.14549999963492155 163921.48120000027120113, -40667.46119999978691339 163882.40890000015497208, -40654.61139999981969595 163882.93950000032782555, -40646.85140000004321337 163882.40939999930560589, -40639.35140000004321337 163881.05939999967813492, -40626.7914000004529953 163872.50019999966025352, -40613.39149999991059303 163866.35050000064074993, -40599.75150000024586916 163864.75049999915063381, -40593.07160000037401915 163863.1306999996304512, -40589.32160000037401915 163861.53099999949336052, -40574.86129999998956919 163860.19140000082552433, -40562.83169999998062849 163860.72130000032484531, -40551.64030000008642673 163861.00060000084340572, -40551.62770000007003546 163861.00530000030994415, -40545.15500000026077032 163863.3953000009059906, -40532.27759999968111515 163866.48939999938011169, -40522.46509999968111515 163873.28030000068247318, -40493.88650000002235174 163891.35999999940395355, -40531.36000000033527613 163903.37490000016987324, -40529.04320000018924475 163913.77649999968707561)))	228	10796	1312	15	005	05	13121500505	007437	Porto	201155	2011	13121500505		8	Subsecção	28	12	0	0	12	15	1	28	0	0	17	11	0	0	21	1	0	0	0	5	0	1	0	0	28	0	0	0	86	85	85	0	1	38	38	28	37	36	37	36	19	10	8	1	6	18	0	1	0	6	32	38	1	25	11	20	5	29	6	3	29	15	4	4	6	14	107	39	68	100	41	59	5	1	3	3	3	5	52	47	36	2	0	2	1	1	3	28	25	8	3	1	1	2	2	2	24	22	28	10	1	2	3	2	0	0	47	11	13	5	0	3	3	9	25	39	54	0	3	22	11	17
MultiPolygon (((-40293.72730000037699938 163904.02449999935925007, -40302.91509999986737967 163922.6546000000089407, -40385.91069999989122152 163843.89699999988079071, -40385.87370000034570694 163843.88580000028014183, -40377.28330000024288893 163841.47589999996125698, -40365.70349999982863665 163838.25650000013411045, -40346.07930000033229589 163837.03940000012516975, -40346.03369999956339598 163837.03710000030696392, -40337.31400000024586916 163845.60689999908208847, -40330.81429999973624945 163850.03710000030696392, -40307.46839999966323376 163874.79050000011920929, -40285.90350000001490116 163888.46820000000298023, -40293.72730000037699938 163904.02449999935925007)))	229	10797	1312	14	004	03	13121400403	007437	Porto	201088	2011	13121400403		8	Subsecção	29	11	0	0	11	18	0	15	14	0	11	18	0	26	0	0	0	0	0	0	0	0	3	0	2	0	27	0	98	98	98	0	0	26	26	67	26	26	26	23	14	5	6	1	11	10	0	0	0	2	24	26	0	17	9	11	3	18	6	2	16	6	3	1	3	8	55	19	36	56	21	35	1	0	2	5	5	3	34	31	14	0	0	0	2	2	2	13	11	6	1	0	2	3	3	1	21	20	8	8	1	0	5	1	0	1	23	12	4	3	1	2	3	7	14	16	29	0	4	10	8	9
