fid,OBJECTID,BGRI2021,DT21,DTMN21,DTMNFR21,DTMNFRSEC21,SECNUM21,SSNUM21,SECSSNUM21,SUBSECCAO,NUTS1,NUTS2,NUTS3,N_EDIFICIOS_CLASSICOS,N_EDIFICIOS_CLASS_CONST_1_OU_2_ALOJ,N_EDIFICIOS_CLASS_CONST_3_OU_MAIS_ALOJAMENTOS,N_EDIFICIOS_EXCLUSIV_RESID,N_EDIFICIOS_1_OU_2_PISOS,N_EDIFICIOS_3_OU_MAIS_PISOS,N_EDIFICIOS_CONSTR_ANTES_1945,N_EDIFICIOS_CONSTR_1946_1980,N_EDIFICIOS_CONSTR_1981_2000,N_EDIFICIOS_CONSTR_2001_2010,N_EDIFICIOS_CONSTR_2011_2021,N_EDIFICIOS_COM_NECESSIDADES_REPARACAO,N_ALOJAMENTOS_TOTAL,N_ALOJAMENTOS_FAMILIARES,N_ALOJAMENTOS_FAM_CLASS_RHABITUAL,N_ALOJAMENTOS_FAM_CLASS_VAGOS_OU_RESID_SECUNDARIA,N_RHABITUAL_ACESSIVEL_CADEIRAS_RODAS,N_RHABITUAL_COM_ESTACIONAMENTO,N_RHABITUAL_PROP_OCUP,N_RHABITUAL_ARRENDADOS,N_AGREGADOS_DOMESTICOS_PRIVADOS,N_ADP_1_OU_2_PESSOAS,N_ADP_3_OU_MAIS_PESSOAS,N_NUCLEOS_FAMILIARES,N_NUCLEOS_FAMILIARES_COM_FILHOS_TENDO_O_MAIS_NOVO_MENOS_DE_25,N_INDIVIDUOS,N_INDIVIDUOS_H,N_INDIVIDUOS_M,N_INDIVIDUOS_0_14,N_INDIVIDUOS_15_24,N_INDIVIDUOS_25_64,N_INDIVIDUOS_65_OU_MAIS,SHAPE_Length,SHAPE_Area
"298","164756","13121703201","13","1312","131217","131217032","032","01","03201","13121703201","1","11",11A,10,4,6,9,4,6,0,10,0,0,0,2,31,31,17,14,1,0,2,15,17,14,3,6,5,27,10,17,3,4,12,8,204.281928441239,1863.6902645996
"299","164757","13121702902","13","1312","131217","131217029","029","02","02902","13121702902","1","11",11A,9,0,7,5,0,9,8,1,0,0,0,1,29,27,14,13,0,0,5,8,14,11,3,10,1,70,24,46,1,1,17,51,374.446206404735,7499.04011200575
"300","164772","13121705105","13","1312","131217","131217051","051","05","05105","13121705105","1","11",11A,62,59,3,62,55,7,60,2,0,0,0,61,79,79,60,19,1,1,1,57,60,45,15,28,15,111,52,59,15,10,59,27,1493.37343659617,74996.9454998829
"301","164773","13121705106","13","1312","131217","131217051","051","06","05106","13121705106","1","11",11A,33,31,2,33,32,1,33,0,0,0,0,29,41,41,29,12,1,0,1,25,29,21,8,14,5,61,30,31,7,8,35,11,384.481974492066,5382.65072625871
"302","164774","13121703202","13","1312","131217","131217032","032","02","03202","13121703202","1","11",11A,32,17,15,29,18,14,4,21,7,0,0,4,87,87,53,34,5,1,4,47,53,42,11,32,8,112,52,60,8,7,52,45,389.600208701512,5844.29761804745
"303","164775","13121705107","13","1312","131217","131217051","051","07","05107","13121705107","1","11",11A,16,16,0,16,16,0,16,0,0,0,0,16,17,17,9,8,1,0,1,7,9,9,0,6,1,16,6,10,0,3,4,9,241.292720539296,1963.72004616101
"304","164776","13121704701","13","1312","131217","131217047","047","01","04701","13121704701","1","11",11A,12,1,11,9,0,12,10,0,0,0,2,7,40,40,19,21,1,1,3,16,19,14,5,12,4,41,19,22,4,3,22,12,449.788393928125,8988.86834606124
"305","164777","13121704702","13","1312","131217","131217047","047","02","04702","13121704702","1","11",11A,11,0,11,9,0,11,9,0,0,1,1,7,60,60,14,46,1,0,4,10,14,9,5,9,5,32,14,18,4,2,16,10,374.025438267182,4853.42867018062
"306","164778","13121702903","13","1312","131217","131217029","029","03","02903","13121702903","1","11",11A,37,9,28,33,3,34,36,1,0,0,0,15,129,129,72,57,4,0,8,58,72,52,20,33,16,138,57,81,10,14,69,45,489.182092208919,9236.57054403246
"307","164779","13121704703","13","1312","131217","131217047","047","03","04703","13121704703","1","11",11A,22,9,13,21,3,19,14,4,0,0,4,17,62,62,43,19,2,0,13,29,43,26,17,28,12,97,46,51,11,7,54,25,653.558893930765,14958.3621607096
"308","164780","13121705108","13","1312","131217","131217051","051","08","05108","13121705108","1","11",11A,5,5,0,5,2,3,2,0,1,2,0,3,6,6,5,1,0,1,2,1,5,2,3,5,3,14,8,6,3,1,9,1,302.36431330643,3876.96483348905
"309","164781","13121704704","13","1312","131217","131217047","047","04","04704","13121704704","1","11",11A,3,0,3,2,0,3,3,0,0,0,0,2,8,8,2,6,0,0,0,2,2,1,1,1,1,5,3,2,2,0,2,1,307.364954669576,2605.96182741005
"310","164782","13121704705","13","1312","131217","131217047","047","05","04705","13121704705","1","11",11A,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,384.920193202641,7611.73219249295
"311","164783","13120200101","13","1312","131202","131202001","001","01","00101","13120200101","1","11",11A,35,25,10,33,25,10,12,18,3,0,2,11,63,63,41,22,4,2,10,28,41,34,7,27,9,81,35,46,9,3,40,29,537.509549562239,11112.2205030426
"312","164784","13121703203","13","1312","131217","131217032","032","03","03203","13121703203","1","11",11A,22,17,5,21,14,8,8,11,3,0,0,2,49,49,32,17,3,2,7,23,32,24,8,19,2,68,34,34,2,5,34,27,224.861439572823,2832.93315735558
"313","165056","13121705104","13","1312","131217","131217051","051","04","05104","13121705104","1","11",11A,25,12,13,23,14,11,23,1,0,1,0,4,60,60,38,22,5,0,9,29,38,30,8,21,9,73,41,32,5,7,42,19,367.271169913427,6782.87294872858
"314","165057","13121000202","13","1312","131210","131210002","002","02","00202","13121000202","1","11",11A,4,0,4,4,0,4,0,0,4,0,0,4,56,56,49,7,32,48,43,4,49,28,21,41,17,131,52,79,12,23,46,50,344.171109936422,6932.19816347599
"315","165058","13120301002","13","1312","131203","131203010","010","02","01002","13120301002","1","11",11A,8,8,0,8,8,0,5,0,3,0,0,8,8,8,6,2,4,2,5,0,6,3,3,4,0,13,6,7,0,0,8,5,179.443406008265,1896.7781224873
"316","165059","13121602507","13","1312","131216","131216025","025","07","02507","13121602507","1","11",11A,24,23,1,24,21,3,0,0,16,8,0,1,29,29,27,2,14,27,25,1,27,14,13,24,11,77,34,43,12,11,41,13,711.956368322718,23590.3206485694
"317","165060","13121001401","13","1312","131210","131210014","014","01","01401","13121001401","1","11",11A,73,56,17,70,56,17,27,37,9,0,0,57,139,139,92,47,6,6,24,61,92,70,22,54,20,173,76,97,14,18,94,47,715.121904825022,12147.1224179515
"318","165061","13121704901","13","1312","131217","131217049","049","01","04901","13121704901","1","11",11A,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,303.24816678545,5574.99253833115
"319","165062","13120202007","13","1312","131202","131202020","020","07","02007","13120202007","1","11",11A,15,14,0,14,7,8,0,7,6,1,1,8,15,15,12,3,6,12,9,1,12,8,4,7,2,26,9,17,0,4,11,11,522.456049206887,15232.8305006981
"320","165063","13120301004","13","1312","131203","131203010","010","04","01004","13120301004","1","11",11A,4,4,0,4,4,0,3,0,0,1,0,4,4,4,3,1,3,3,2,1,3,2,1,2,1,7,5,2,1,1,3,2,166.932500787698,1167.94436106812
"321","165064","13120200904","13","1312","131202","131202009","009","04","00904","13120200904","1","11",11A,35,17,15,30,10,25,11,15,5,2,2,15,130,127,89,38,10,17,33,51,92,72,20,45,20,186,90,96,14,16,106,50,1095.43349118803,68406.734070472
"322","165065","13121704902","13","1312","131217","131217049","049","02","04902","13121704902","1","11",11A,10,6,3,10,5,5,1,7,2,0,0,4,25,24,17,7,4,13,12,2,17,14,3,9,4,42,17,25,4,2,17,19,288.674740517899,5116.69265105174
"323","165066","13120201102","13","1312","131202","131202011","011","02","01102","13120201102","1","11",11A,15,0,15,12,0,15,0,7,8,0,0,0,292,292,245,47,152,172,90,149,245,191,54,127,52,458,200,258,46,38,221,153,832.52271074046,26760.784461139
"324","165067","13120301005","13","1312","131203","131203010","010","05","01005","13120301005","1","11",11A,7,7,0,7,7,0,7,0,0,0,0,7,7,7,5,2,3,2,3,1,5,4,1,3,1,9,5,4,1,1,4,3,171.184174901138,1725.49116985246
"325","165068","13121704903","13","1312","131217","131217049","049","03","04903","13121704903","1","11",11A,6,6,0,6,4,2,4,2,0,0,0,5,6,6,5,1,1,2,2,3,5,4,1,3,0,11,5,6,0,1,3,7,191.858381055575,2070.36274180411
"326","165069","13121705109","13","1312","131217","131217051","051","09","05109","13121705109","1","11",11A,9,6,2,9,6,3,4,2,0,3,0,7,23,22,9,13,0,0,0,8,9,7,2,5,2,34,7,27,6,12,7,9,747.761693885357,22231.4961072502
"327","165070","13120200102","13","1312","131202","131202001","001","02","00102","13120200102","1","11",11A,30,29,1,30,30,0,30,0,0,0,0,26,36,36,29,7,0,0,4,20,29,20,9,20,9,64,28,36,10,7,34,13,1841.51494914415,117939.807884588
"328","165071","13121705110","13","1312","131217","131217051","051","10","05110","13121705110","1","11",11A,11,8,2,10,7,4,6,3,1,1,0,8,17,15,13,2,2,0,5,7,14,10,4,9,5,50,20,30,4,1,25,20,565.373550381611,10045.7280763751
"329","165072","13121705111","13","1312","131217","131217051","051","11","05111","13121705111","1","11",11A,7,1,5,4,1,6,6,0,1,0,0,0,29,28,9,19,0,1,6,3,9,7,2,5,2,40,25,15,1,8,22,9,343.065318081193,4805.74865620252
"330","165073","13121703204","13","1312","131217","131217032","032","04","03204","13121703204","1","11",11A,11,5,6,10,4,7,6,3,1,1,0,4,25,25,8,17,1,1,0,8,8,6,2,4,1,18,7,11,2,0,8,8,180.940313784674,1807.56512767391
"331","165074","13121700903","13","1312","131217","131217009","009","03","00903","13121700903","1","11",11A,3,2,1,2,0,3,1,1,0,1,0,2,15,15,14,1,10,2,7,7,14,7,7,10,6,35,16,19,7,1,23,4,592.836393497315,12104.9514552202
"332","165075","13121703208","13","1312","131217","131217032","032","08","03208","13121703208","1","11",11A,8,8,0,8,8,0,1,7,0,0,0,1,10,10,6,4,0,0,2,4,6,6,0,5,0,11,5,6,0,0,5,6,128.955812587107,807.295569796078
"333","165076","13121701401","13","1312","131217","131217014","014","01","01401","13121701401","1","11",11A,10,7,3,10,5,5,8,1,0,1,0,4,21,21,16,5,0,0,6,9,16,6,10,12,9,44,22,22,10,6,22,6,169.838966209828,1173.09671522027
"334","165077","13121703209","13","1312","131217","131217032","032","09","03209","13121703209","1","11",11A,11,8,3,11,6,5,4,6,0,0,1,1,20,20,12,8,0,0,0,11,12,10,2,6,3,24,10,14,1,6,12,5,251.801560764354,1501.27406866476
"335","165078","13121700907","13","1312","131217","131217009","009","07","00907","13121700907","1","11",11A,11,11,0,11,11,0,10,0,0,1,0,0,11,11,11,0,3,0,4,7,11,9,2,8,2,23,12,11,1,2,13,7,118.780190922124,580.135828207375
"336","165079","13121703210","13","1312","131217","131217032","032","10","03210","13121703210","1","11",11A,15,15,0,15,15,0,0,12,3,0,0,8,19,19,17,2,4,0,3,14,17,15,2,6,2,29,13,16,0,2,12,15,197.568204084394,1077.63569950508
"337","165080","13121700908","13","1312","131217","131217009","009","08","00908","13121700908","1","11",11A,12,12,0,12,12,0,11,0,0,1,0,2,12,12,6,6,0,0,1,5,6,6,0,1,0,9,2,7,0,0,5,4,107.943909637918,472.391214550809
"338","165081","13121701004","13","1312","131217","131217010","010","04","01004","13121701004","1","11",11A,7,4,3,7,2,5,3,1,1,1,1,5,19,19,12,7,2,0,2,10,12,6,6,11,5,33,15,18,3,5,20,5,306.217050113667,3784.09480820473
"339","165082","13120202301","13","1312","131202","131202023","023","01","02301","13120202301","1","11",11A,2,2,0,2,1,1,2,0,0,0,0,1,2,2,1,1,1,1,1,0,1,0,1,1,0,3,1,2,0,0,1,2,2206.33251652616,204284.76862638
"340","165083","13121700909","13","1312","131217","131217009","009","09","00909","13121700909","1","11",11A,16,16,0,16,16,0,15,0,1,0,0,2,16,16,12,4,0,0,3,8,12,9,3,6,2,24,11,13,4,0,9,11,135.916986164136,676.039805164683
"341","165084","13121701402","13","1312","131217","131217014","014","02","01402","13121701402","1","11",11A,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,382.638350693277,6493.10555214758
"342","165085","13120200105","13","1312","131202","131202001","001","05","00105","13120200105","1","11",11A,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,442.503609477652,8814.41261045296
"343","165086","13121701403","13","1312","131217","131217014","014","03","01403","13121701403","1","11",11A,43,22,21,34,13,30,25,5,1,2,10,27,131,131,75,56,13,8,13,60,75,57,18,37,11,152,86,66,9,12,96,35,568.14148367543,17684.7906146877
"344","165087","13121700910","13","1312","131217","131217009","009","10","00910","13121700910","1","11",11A,17,17,0,17,16,1,13,0,0,3,1,4,18,18,12,6,1,0,3,9,12,11,1,7,3,21,12,9,0,4,12,5,158.038324583032,829.945425199064
"345","165088","13121703211","13","1312","131217","131217032","032","11","03211","13121703211","1","11",11A,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1185.07317294379,35581.3629922956
"346","165089","13121703501","13","1312","131217","131217035","035","01","03501","13121703501","1","11",11A,3,1,2,3,1,2,0,0,3,0,0,0,8,8,7,1,0,0,0,5,7,6,1,5,0,14,8,6,0,0,6,8,168.87384775883,1423.99100826496
"347","165090","13121704708","13","1312","131217","131217047","047","08","04708","13121704708","1","11",11A,11,2,9,8,2,9,9,1,1,0,0,7,35,35,17,18,0,0,0,16,17,16,1,5,1,24,11,13,1,1,11,11,626.481198330974,13790.0635808363
"348","165091","13120302601","13","1312","131203","131203026","026","01","02601","13120302601","1","11",11A,8,8,0,8,8,0,8,0,0,0,0,6,8,8,1,7,0,0,1,0,1,1,0,0,0,1,0,1,0,0,1,0,298.297585642315,4682.7126548177
"349","165092","13121700911","13","1312","131217","131217009","009","11","00911","13121700911","1","11",11A,30,15,15,28,13,17,27,1,0,1,1,11,100,100,52,48,7,3,8,42,52,44,8,25,7,93,41,52,6,6,56,25,441.623992799607,8556.93300270463
"350","165093","13121703502","13","1312","131217","131217035","035","02","03502","13121703502","1","11",11A,19,15,4,17,7,12,0,14,0,4,1,16,34,34,18,16,0,0,4,12,18,12,6,12,3,39,20,19,2,2,27,8,293.535957240911,4130.25070158897
"351","165094","13120200201","13","1312","131202","131202002","002","01","00201","13120200201","1","11",11A,243,215,28,241,196,47,219,20,0,3,1,156,388,388,259,129,30,29,69,176,259,205,54,145,47,493,230,263,39,39,265,150,895.543131939048,32650.9750682821
"352","165099","13120302203","13","1312","131203","131203022","022","03","02203","13120302203","1","11",11A,1,0,1,0,0,1,0,1,0,0,0,1,15,15,13,2,2,0,0,13,13,8,5,10,5,37,18,19,12,2,11,12,441.472063135287,9979.67780676496
"353","165100","13121000204","13","1312","131210","131210002","002","04","00204","13121000204","1","11",11A,16,10,6,16,5,11,2,6,0,7,1,3,71,71,67,4,15,64,63,2,67,31,36,54,33,172,87,85,25,23,97,27,541.233419564732,18407.6946068087
"354","165101","13121102503","13","1312","131211","131211025","025","03","02503","13121102503","1","11",11A,37,33,4,37,18,19,4,28,1,1,3,18,62,62,53,9,13,33,34,16,53,32,21,39,17,131,62,69,22,16,61,32,474.321298988125,12035.4877308762
"355","165102","13121702604","13","1312","131217","131217026","026","04","02604","13121702604","1","11",11A,44,41,2,44,37,7,0,40,3,1,0,44,63,62,40,22,7,23,23,14,40,21,19,28,15,100,47,53,16,8,43,33,725.430498402062,22767.2020760279
"356","165103","13120202015","13","1312","131202","131202020","020","15","02015","13120202015","1","11",11A,17,17,0,17,13,4,2,14,1,0,0,7,17,17,12,5,4,10,11,1,12,5,7,10,5,34,13,21,3,5,18,8,408.138961074617,9299.05891815906
"357","165104","13121601004","13","1312","131216","131216010","010","04","01004","13121601004","1","11",11A,42,42,0,42,34,8,4,14,12,9,3,2,43,43,34,9,19,32,31,1,34,12,22,31,14,98,51,47,12,8,49,29,1663.0343845554,68537.6487015306
"358","165105","13121102804","13","1312","131211","131211028","028","04","02804","13121102804","1","11",11A,70,68,1,70,68,2,44,20,6,0,0,67,79,78,59,19,19,13,35,22,59,33,26,48,24,178,64,114,21,12,81,64,860.960560352384,46651.8214888924
"359","165106","13120302003","13","1312","131203","131203020","020","03","02003","13120302003","1","11",11A,16,13,3,16,13,3,6,6,4,0,0,0,61,61,56,5,9,12,10,46,56,30,26,46,18,145,60,85,17,13,72,43,551.855884147623,14245.644102052
"360","165107","13121100301","13","1312","131211","131211003","003","01","00301","13121100301","1","11",11A,15,0,15,14,0,15,0,0,15,0,0,5,277,277,238,39,179,234,177,35,238,153,85,153,77,548,259,289,75,56,286,131,728.696452887605,23929.2734629101
"361","165108","13121000104","13","1312","131210","131210001","001","04","00104","13121000104","1","11",11A,24,14,9,23,5,19,5,16,0,3,0,9,86,85,60,25,8,22,32,27,60,37,23,41,22,163,74,89,19,22,95,27,818.162995756468,33689.388280043
"362","166993","13121103008","13","1312","131211","131211030","030","08","03008","13121103008","1","11",11A,25,7,18,24,7,18,6,19,0,0,0,14,191,191,188,3,6,3,3,184,188,131,57,118,54,407,181,226,62,31,202,112,901.983613114699,22788.1002546849
"363","166994","13121100404","13","1312","131211","131211004","004","04","00404","13121100404","1","11",11A,31,31,0,31,25,6,1,24,2,0,4,18,32,32,25,7,8,17,22,3,25,11,14,21,10,71,29,42,9,8,33,21,486.137308659334,5843.52860123022
"364","166995","13121000404","13","1312","131210","131210004","004","04","00404","13121000404","1","11",11A,41,23,18,36,23,18,3,29,0,6,3,6,262,262,236,26,45,111,101,126,236,124,112,167,98,596,269,327,99,71,306,120,868.12494013254,35816.6341498508
"365","166996","13121601008","13","1312","131216","131216010","010","08","01008","13121601008","1","11",11A,22,20,2,22,15,7,15,4,0,2,1,14,50,50,30,20,21,18,13,13,30,15,15,22,12,82,41,41,13,15,35,19,3061.1769383999,128448.907398991
"366","166997","13121002103","13","1312","131210","131210021","021","03","02103","13121002103","1","11",11A,33,28,4,32,4,29,8,21,4,0,0,9,47,46,36,10,13,35,26,8,36,22,14,26,12,105,64,41,6,14,60,25,806.95914250756,40414.6386684861
"367","166998","13121601907","13","1312","131216","131216019","019","07","01907","13121601907","1","11",11A,38,36,1,38,4,34,0,14,17,7,0,1,42,41,38,3,12,38,33,2,38,20,18,27,13,114,51,63,17,11,46,40,870.314559592297,33994.0094515373
"368","166999","13121000503","13","1312","131210","131210005","005","03","00503","13121000503","1","11",11A,25,16,9,24,7,18,9,15,1,0,0,16,62,62,47,15,11,9,21,23,47,32,15,28,14,101,49,52,19,9,42,31,538.111553993421,16969.856536372
"369","167000","13121102510","13","1312","131211","131211025","025","10","02510","13121102510","1","11",11A,6,0,6,6,0,6,0,6,0,0,0,0,56,56,54,2,2,0,0,51,54,32,22,38,19,140,57,83,18,18,71,33,376.571337679707,7784.204294979
"370","167001","13120302114","13","1312","131203","131203021","021","14","02114","13120302114","1","11",11A,1,1,0,1,1,0,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,0,0,0,1,0,1,0,0,0,1,184.750818885511,1662.44682425292
"371","167002","13121002104","13","1312","131210","131210021","021","04","02104","13121002104","1","11",11A,32,3,29,31,3,29,2,17,12,1,0,22,269,269,226,43,49,129,158,50,226,161,65,154,43,495,204,291,38,28,235,194,811.919075065146,27624.5832530148
"372","167003","13120301802","13","1312","131203","131203018","018","02","01802","13120301802","1","11",11A,6,0,6,6,0,6,0,6,0,0,0,6,48,48,47,1,8,2,1,45,47,24,23,37,23,126,54,72,30,13,54,29,295.881317349331,3385.17515794829
"373","167004","13121003804","13","1312","131210","131210038","038","04","03804","13121003804","1","11",11A,22,20,2,22,18,4,14,5,3,0,0,22,33,33,17,16,3,12,12,4,17,13,4,15,5,40,18,22,4,2,15,19,531.46556465285,15304.082497845
"374","167005","13121103303","13","1312","131211","131211033","033","03","03303","13121103303","1","11",11A,5,0,5,5,0,5,0,5,0,0,0,0,69,69,66,3,26,62,56,7,66,38,28,51,26,170,75,95,33,13,75,49,388.862123171811,6676.14417999661
"375","167006","13120302115","13","1312","131203","131203021","021","15","02115","13120302115","1","11",11A,26,25,1,26,24,2,1,25,0,0,0,21,30,30,23,7,7,9,20,3,23,16,7,13,3,47,23,24,1,3,24,19,387.729178270498,6626.95341471463
"376","167007","13121001107","13","1312","131210","131210011","011","07","01107","13121001107","1","11",11A,14,14,0,14,14,0,0,14,0,0,0,7,15,15,11,4,3,5,6,1,11,8,3,8,3,22,9,13,3,1,5,13,348.69072529738,3088.71323209771
"377","167008","13121001108","13","1312","131210","131210011","011","08","01108","13121001108","1","11",11A,12,12,0,12,12,0,0,11,1,0,0,3,12,12,10,2,4,7,9,0,10,9,1,4,0,15,5,10,0,0,3,12,225.507559981419,3120.3423259846
"378","165334","13121601401","13","1312","131216","131216014","014","01","01401","13121601401","1","11",11A,10,10,0,10,10,0,8,1,1,0,0,6,12,12,9,3,4,3,7,1,9,5,4,5,2,21,13,8,3,1,9,8,255.38850818692,3491.93157338321
"379","165335","13121701705","13","1312","131217","131217017","017","05","01705","13121701705","1","11",11A,1,0,0,1,0,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,34,5,29,0,0,4,30,744.298947152058,20057.7894862978
"380","165336","13121802217","13","1312","131218","131218022","022","17","02217","13121802217","1","11",11A,29,29,0,29,29,0,1,24,1,1,2,0,29,29,20,9,2,0,7,13,20,11,9,18,9,49,20,29,4,7,25,13,278.259857859238,4085.31046973474
"381","165337","13121802218","13","1312","131218","131218022","022","18","02218","13121802218","1","11",11A,17,17,0,17,16,1,4,10,3,0,0,3,18,18,12,6,0,2,4,7,12,8,4,9,2,25,11,14,1,1,9,14,243.063320496816,2927.7617261712
"382","165338","13121602217","13","1312","131216","131216022","022","17","02217","13121602217","1","11",11A,26,26,0,26,25,1,25,1,0,0,0,20,26,26,16,10,4,7,12,2,16,8,8,16,9,44,19,25,5,7,25,7,633.715722904775,22491.2680411575
"383","165339","13120302703","13","1312","131203","131203027","027","03","02703","13120302703","1","11",11A,57,56,1,56,56,1,52,1,3,1,0,50,65,65,46,19,12,0,17,27,46,30,16,30,10,107,52,55,10,9,52,36,350.150836397781,7239.84446380524
"384","165340","13121701103","13","1312","131217","131217011","011","03","01103","13121701103","1","11",11A,16,2,13,8,0,16,2,14,0,0,0,8,83,82,47,35,5,1,18,28,47,32,15,30,13,114,56,58,14,9,65,26,443.375342978337,11791.2128984914
"385","165341","13121801601","13","1312","131218","131218016","016","01","01601","13121801601","1","11",11A,2,0,2,1,0,2,0,1,1,0,0,1,190,190,124,66,67,55,40,73,124,114,10,35,11,186,89,97,6,18,137,25,457.558239182213,8937.17027964685
"386","165342","13120301204","13","1312","131203","131203012","012","04","01204","13120301204","1","11",11A,13,13,0,13,13,0,8,5,0,0,0,4,13,13,8,5,1,2,3,4,8,7,1,6,1,15,5,10,1,0,7,7,394.914520866028,10336.9735781624
"387","165343","13120302616","13","1312","131203","131203026","026","16","02616","13120302616","1","11",11A,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1635.41562429004,42487.4312882144
"388","165344","13121701104","13","1312","131217","131217011","011","04","01104","13121701104","1","11",11A,6,0,5,1,0,6,1,5,0,0,0,0,47,46,35,11,3,0,6,28,36,26,10,15,5,74,32,42,6,8,44,16,412.699502986231,9240.41921575915
"389","165345","13121601402","13","1312","131216","131216014","014","02","01402","13121601402","1","11",11A,14,11,3,14,6,8,7,1,4,2,0,8,69,69,56,13,43,51,36,14,56,37,19,44,18,130,62,68,17,10,60,43,474.871475787637,13873.6889533397
"390","165346","13120200504","13","1312","131202","131202005","005","04","00504","13120200504","1","11",11A,5,3,2,3,3,2,5,0,0,0,0,2,7,7,4,3,1,1,2,2,4,3,1,2,1,7,5,2,0,1,6,0,358.9980072912,2641.24728624272
"391","165347","13121802219","13","1312","131218","131218022","022","19","02219","13121802219","1","11",11A,1,1,0,1,0,1,1,0,0,0,0,0,1,1,1,0,0,1,1,0,1,1,0,1,0,2,1,1,0,0,2,0,324.153447113586,6427.08246497738
"392","165348","13120301206","13","1312","131203","131203012","012","06","01206","13120301206","1","11",11A,31,31,0,31,31,0,18,13,0,0,0,11,32,32,21,11,3,7,7,11,21,14,7,18,2,47,23,24,2,0,24,21,510.283533006866,10791.4172330856
"393","165349","13121601602","13","1312","131216","131216016","016","02","01602","13121601602","1","11",11A,11,0,11,11,0,11,0,11,0,0,0,11,144,144,128,16,24,2,94,26,128,83,45,91,27,299,141,158,24,28,134,113,565.029231264955,21385.5751402179
"394","165350","13120302617","13","1312","131203","131203026","026","17","02617","13120302617","1","11",11A,4,4,0,4,4,0,4,0,0,0,0,4,5,5,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1213.52426298455,62794.0296206708
"395","165351","13121801304","13","1312","131218","131218013","013","04","01304","13121801304","1","11",11A,29,21,8,28,19,10,4,19,4,2,0,27,129,129,95,34,52,69,41,47,95,73,22,51,20,188,87,101,27,7,115,39,730.553510016306,35502.9436877822
"396","165352","13121802220","13","1312","131218","131218022","022","20","02220","13121802220","1","11",11A,3,3,0,3,1,2,1,0,1,1,0,1,4,4,2,2,0,1,1,1,2,2,0,1,1,3,3,0,0,1,1,1,608.638230417207,23069.8163537632
"397","165353","13121800113","13","1312","131218","131218001","001","13","00113","13121800113","1","11",11A,4,0,4,4,0,4,0,0,4,0,0,4,60,60,58,2,43,25,48,6,58,23,35,56,26,170,79,91,18,19,100,33,317.945001176118,4730.49649403478
"398","165354","13120200505","13","1312","131202","131202005","005","05","00505","13120200505","1","11",11A,13,7,6,12,6,7,4,5,0,4,0,4,105,105,89,16,26,81,69,14,89,61,28,47,30,181,78,103,34,13,121,13,738.729137574065,21929.3815951232
