WKT,fid,OBJECTID,BGRI2021,DT21,DTMN21,DTMNFR21,DTMNFRSEC21,SECNUM21,SSNUM21,SECSSNUM21,SUBSECCAO,NUTS1,NUTS2,NUTS3,N_EDIFICIOS_CLASSICOS,N_EDIFICIOS_CLASS_CONST_1_OU_2_ALOJ,N_EDIFICIOS_CLASS_CONST_3_OU_MAIS_ALOJAMENTOS,N_EDIFICIOS_EXCLUSIV_RESID,N_EDIFICIOS_1_OU_2_PISOS,N_EDIFICIOS_3_OU_MAIS_PISOS,N_EDIFICIOS_CONSTR_ANTES_1945,N_EDIFICIOS_CONSTR_1946_1980,N_EDIFICIOS_CONSTR_1981_2000,N_EDIFICIOS_CONSTR_2001_2010,N_EDIFICIOS_CONSTR_2011_2021,N_EDIFICIOS_COM_NECESSIDADES_REPARACAO,N_ALOJAMENTOS_TOTAL,N_ALOJAMENTOS_FAMILIARES,N_ALOJAMENTOS_FAM_CLASS_RHABITUAL,N_ALOJAMENTOS_FAM_CLASS_VAGOS_OU_RESID_SECUNDARIA,N_RHABITUAL_ACESSIVEL_CADEIRAS_RODAS,N_RHABITUAL_COM_ESTACIONAMENTO,N_RHABITUAL_PROP_OCUP,N_RHABITUAL_ARRENDADOS,N_AGREGADOS_DOMESTICOS_PRIVADOS,N_ADP_1_OU_2_PESSOAS,N_ADP_3_OU_MAIS_PESSOAS,N_NUCLEOS_FAMILIARES,N_NUCLEOS_FAMILIARES_COM_FILHOS_TENDO_O_MAIS_NOVO_MENOS_DE_25,N_INDIVIDUOS,N_INDIVIDUOS_H,N_INDIVIDUOS_M,N_INDIVIDUOS_0_14,N_INDIVIDUOS_15_24,N_INDIVIDUOS_25_64,N_INDIVIDUOS_65_OU_MAIS,SHAPE_Length,SHAPE_Area
"MULTIPOLYGON (((-39896.508 166982.1602,-39884.4821 166941.073100001,-39908.9679 166929.233100001,-39952.315 166933.6742,-40002.577 166959.089199999,-40033.1051 166997.598200001,-40086.4362 167041.7764,-40115.2542 167065.6479,-40108.4325 167160.6822,-40047.7103 167175.025800001,-39960.6274 167195.431500001,-39896.508 166982.1602)))","21","72","13121000912","13","1312","131210","131210009","009","12","00912","13121000912","1","11",11A,26,22,4,24,23,3,22,2,2,0,0,11,77,77,36,41,15,23,18,14,36,26,10,25,10,77,36,41,6,8,44,19,795.535813707437,37644.012776311
"MULTIPOLYGON (((-41400.7983 167198.828400001,-41398.2612 167189.4443,-41394.8181 167176.708900001,-41385.6768 167120.139900001,-41379.3156 167077.3007,-41375.8179 167054.858100001,-41375.3555 167051.891100001,-41370.0144 167020.081800001,-41365.6039 166993.6921,-41350.852 166900.343900001,-41345.9549 166870.800100001,-41344.8297 166864.011499999,-41344.8517 166864.008099999,-41405.7619 166854.624399999,-41449.2169 166846.8939,-41480.1083 167029.436799999,-41510.049 167190.873500001,-41474.6513 167197.2709,-41403.9148 167205.680500001,-41400.7983 167198.828400001)))","22","73","13121103207","13","1312","131211","131211032","032","07","03207","13121103207","1","11",11A,28,17,10,27,8,20,3,17,7,1,0,16,170,169,147,22,61,137,114,21,147,93,54,106,47,350,159,191,46,29,171,104,909.436441586118,37515.9950886219
"MULTIPOLYGON (((-39136.1452 167164.062799999,-39129.5983 167147.1745,-39172.6843 167128.5341,-39199.0178 167187.9176,-39155.1629 167207.914,-39136.1452 167164.062799999)))","23","74","13121001306","13","1312","131210","131210013","013","06","01306","13121001306","1","11",11A,10,10,0,10,10,0,0,10,0,0,0,2,10,10,6,4,2,6,5,0,6,4,2,6,1,15,7,8,2,0,7,6,226.014783471816,3129.23816102416
"MULTIPOLYGON (((-37955.2726 166882.3199,-37998.7257 166773.9629,-38003.3812 166744.110099999,-38041.7807 166751.4136,-38050.0413 166755.657400001,-38055.3992 166764.367,-38055.3584 166784.7842,-38009.5935 166904.0647,-37955.2726 166882.3199)))","24","233","13120301808","13","1312","131203","131203018","018","08","01808","13120301808","1","11",11A,25,25,0,25,24,1,17,1,4,3,0,10,25,25,18,7,9,12,15,2,18,10,8,13,5,47,23,24,5,3,24,15,412.246556467946,8666.20143456018
"MULTIPOLYGON (((-42323.9493 166857.0999,-42392.7608 166806.7488,-42394.1887 166802.6689,-42393.0697 166795.963199999,-42390.9317 166787.499600001,-42385.6647 166764.5337,-42381.3987 166752.2073,-42377.9698 166742.830700001,-42376.9168 166733.770099999,-42377.7597 166730.610300001,-42380.0766 166726.6064,-42384.0773 166723.4464,-42409.6291 166711.7555,-42415.7486 166709.99,-42421.0606 166708.4574,-42424.2735 166719.743899999,-42431.2725 166744.329700001,-42439.0814 166771.238399999,-42440.6163 166775.064300001,-42447.9331 166783.641799999,-42468.1534 166806.261399999,-42450.0284 166823.67,-42433.2033 166839.830600001,-42424.2748 166848.0415,-42379.5552 166889.168500001,-42358.7742 166905.2892,-42323.9493 166857.0999)))","25","234","13121103010","13","1312","131211","131211030","030","10","03010","13121103010","1","11",11A,9,2,7,9,2,7,1,0,8,0,0,9,58,58,56,2,0,0,37,19,56,24,32,44,14,153,69,84,13,16,57,67,531.974408987626,11374.3213498504
"MULTIPOLYGON (((-44582.0979 166904.1395,-44579.106 166903.9256,-44574.1162 166903.568700001,-44571.5404 166903.3847,-44575.3716 166836.344599999,-44579.4554 166834.1127,-44585.9201 166830.7797,-44593.5297 166826.8577,-44605.5691 166820.652799999,-44600.7501 166905.472100001,-44582.0979 166904.1395)))","26","235","13121600301","13","1312","131216","131216003","003","01","00301","13121600301","1","11",11A,3,0,3,3,0,3,0,0,3,0,0,0,24,24,22,2,11,21,17,4,22,16,6,15,6,47,26,21,5,5,20,17,215.422126130736,2227.63959511469
"MULTIPOLYGON (((-44624.871 166907.194599999,-44619.3133 166906.798699999,-44610.9466 166906.2009,-44600.7501 166905.472100001,-44605.5691 166820.652799999,-44609.4589 166818.6478,-44635.9396 166807.255899999,-44629.7408 166907.5425,-44624.871 166907.194599999)))","27","236","13121600302","13","1312","131216","131216003","003","02","00302","13121600302","1","11",11A,4,0,4,4,0,4,0,0,4,0,0,0,40,40,38,2,18,37,28,6,38,20,18,23,14,89,38,51,15,7,51,16,247.70187155941,2720.23081858083
"MULTIPOLYGON (((-44642.0363 166908.337300001,-44635.1356 166907.928400001,-44629.7408 166907.5425,-44635.9396 166807.255899999,-44640.5424 166805.275900001,-44641.8704 166804.7049,-44648.6021 166803.9388,-44656.1327 166803.082699999,-44664.7853 166803.6165,-44664.3674 166813.4911,-44662.3923 166899.3543,-44665.1932 166903.145099999,-44666.3462 166905.452,-44666.1412 166909.764799999,-44642.0363 166908.337300001)))","28","237","13121600303","13","1312","131216","131216003","003","03","00303","13121600303","1","11",11A,5,0,5,5,0,5,0,0,5,0,0,0,44,44,43,1,28,43,36,3,43,24,19,27,16,96,49,47,10,12,57,17,273.805295599078,3213.50823850271
"MULTIPOLYGON (((-39036.9677 166910.7293,-39040.1461 166870.423900001,-39072.9877 166872.9946,-39069.6333 166913.459100001,-39036.9677 166910.7293)))","29","238","13121000603","13","1312","131210","131210006","006","03","00603","13121000603","1","11",11A,8,8,0,8,7,1,0,8,0,0,0,5,8,8,7,1,1,1,4,2,7,3,4,4,4,16,7,9,3,2,9,2,146.755345798027,1331.40927493181
"MULTIPOLYGON (((-41807.3817 166913.217700001,-41803.1838 166906.7941,-41798.4929 166894.4427,-41794.049 166880.362400001,-41792.535 166873.5537,-41794.7629 166872.160700001,-41796.2438 166870.9257,-41797.7257 166865.490900001,-41798.7125 166857.0912,-41798.5615 166850.444499999,-41790.8466 166825.4747,-41779.4998 166796.1941,-41748.8652 166704.2655,-41796.5175 166745.3489,-41862.5494 166822.069599999,-41874.5553 166859.7513,-41865.4007 166872.9494,-41859.9691 166885.548,-41854.0435 166896.170600001,-41843.427 166905.3104,-41834.7865 166910.9933,-41828.8608 166913.711300001,-41821.9481 166915.193399999,-41814.0474 166915.193499999,-41807.3817 166913.217700001)))","30","239","13121103204","13","1312","131211","131211032","032","04","03204","13121103204","1","11",11A,4,2,2,4,2,2,0,3,0,1,0,3,29,29,23,6,10,13,15,7,23,19,4,13,4,45,15,30,6,1,25,13,520.783597334587,10784.3134038817
"MULTIPOLYGON (((-39101.04 166914.207900001,-39102.4868 166895.2356,-39103.8405 166877.3323,-39105.1523 166860.03,-39107.0719 166834.776,-39139.3466 166837.1347,-39138.4589 166863.353700001,-39137.8631 166880.96,-39137.2014 166900.5032,-39136.6446 166916.956599999,-39101.04 166914.207900001)))","31","240","13121000604","13","1312","131210","131210006","006","04","00604","13121000604","1","11",11A,12,12,0,12,12,0,7,5,0,0,0,3,24,24,19,5,6,1,5,12,19,14,5,7,4,35,12,23,5,4,12,14,227.599534504821,2713.57763690111
"MULTIPOLYGON (((-40744.4156 166803.9592,-40835.1809 166739.2903,-40866.0564 166914.021600001,-40854.4589 166917.0997,-40744.4156 166803.9592)))","32","241","13121002301","13","1312","131210","131210023","023","01","02301","13121002301","1","11",11A,43,34,9,42,32,11,3,29,10,1,0,22,98,98,71,27,16,19,38,29,71,51,20,41,13,142,65,77,10,9,70,53,458.714104783424,9753.54735815745
"MULTIPOLYGON (((-43796.4426 166903.548599999,-43714.0618 166854.6272,-43670.8995 166828.950099999,-43657.969 166825.3354,-43636.7339 166817.996099999,-43641.9495 166796.827,-43666.9714 166802.579299999,-43671.8822 166804.368100001,-43673.668 166791.049699999,-43674.5999 166785.808900001,-43675.4938 166780.3981,-43687.2218 166729.244100001,-43727.2702 166738.418,-43741.4776 166741.672599999,-43776.9881 166748.7007,-43781.758 166763.4409,-43792.8237 166784.6028,-43800.7404 166794.8982,-43819.7437 166917.386600001,-43796.4426 166903.548599999)))","33","242","13121102613","13","1312","131211","131211026","026","13","02613","13121102613","1","11",11A,5,1,4,5,1,4,0,4,0,0,1,4,31,31,26,5,2,1,20,6,26,12,14,19,11,65,31,34,8,10,36,11,606.632332131951,17175.0946377526
"MULTIPOLYGON (((-38046.381 166918.734099999,-38009.5935 166904.0647,-38055.3584 166784.7842,-38055.3992 166764.367,-38050.0413 166755.657400001,-38041.7807 166751.4136,-38003.3812 166744.110099999,-38008.4247 166712.044299999,-38059.1316 166720.809699999,-38116.6178 166737.6172,-38116.7192 166737.6469,-38113.3259 166746.525599999,-38112.4874 166748.7195,-38097.6386 166787.8193,-38046.5021 166918.7787,-38046.381 166918.734099999)))","34","243","13120301809","13","1312","131203","131203018","018","09","01809","13120301809","1","11",11A,14,14,0,14,8,6,9,4,1,0,0,1,14,14,12,2,4,12,12,0,12,7,5,10,6,27,10,17,4,2,13,8,584.694577169993,10166.4195447649
"MULTIPOLYGON (((-39877.1148 166980.7206,-39827.116 166977.2687,-39824.0861 166974.6778,-39805.298 166976.406099999,-39805.2977 166953.666,-39809.2364 166937.8346,-39811.7932 166933.716700001,-39816.2059 166926.608899999,-39818.0238 166921.7151,-39819.8416 166911.351399999,-39821.6594 166902.4288,-39826.5081 166889.187200001,-39835.2956 166881.1274,-39848.9319 166870.7655,-39884.4821 166941.073100001,-39896.508 166982.1602,-39877.1148 166980.7206)))","35","244","13121000907","13","1312","131210","131210009","009","07","00907","13121000907","1","11",11A,12,5,7,9,7,5,5,7,0,0,0,12,26,26,17,9,1,3,4,13,17,14,3,12,3,32,14,18,3,0,13,16,334.281240382318,6214.58733234574
"MULTIPOLYGON (((-39746.6306 166982.5469,-39730.2673 166981.395300001,-39712.0861 166979.378699999,-39697.8437 166977.939,-39730.5688 166929.554300001,-39738.5773 166920.296499999,-39762.0831 166903.343800001,-39842.2641 166860.1151,-39848.9319 166870.7655,-39835.2956 166881.1274,-39826.5081 166889.187200001,-39821.6594 166902.4288,-39819.8416 166911.351399999,-39818.0238 166921.7151,-39816.2059 166926.608899999,-39811.7932 166933.716700001,-39809.2364 166937.8346,-39805.2977 166953.666,-39805.298 166976.406099999,-39793.9015 166977.6483,-39775.7203 166978.2246,-39771.1755 166982.8335,-39760.872 166983.1226,-39746.6306 166982.5469)))","36","245","13121000908","13","1312","131210","131210009","009","08","00908","13121000908","1","11",11A,38,28,10,35,29,9,21,16,0,1,0,29,70,70,44,26,4,4,22,19,44,28,16,30,8,100,49,51,7,8,50,35,433.258763495152,8090.15479674666
"MULTIPOLYGON (((-44451.3002 166962.611300001,-44434.6777 166940.1906,-44423.742 166919.4877,-44483.4501 166886.732,-44531.8887 166860.157400001,-44541.4372 166854.918400001,-44554.3596 166847.829500001,-44575.3716 166836.344599999,-44571.5404 166903.3847,-44550.9133 166901.9112,-44532.669 166900.6086,-44529.6382 166900.3916,-44526.8783 166900.206700001,-44518.2727 166899.631899999,-44483.1792 166897.071599999,-44478.2471 166974.451300001,-44474.9734 166985.0329,-44451.3002 166962.611300001)))","37","246","13121600305","13","1312","131216","131216003","003","05","00305","13121600305","1","11",11A,3,0,3,3,0,3,0,0,3,0,0,0,20,20,20,0,8,20,16,1,20,15,5,12,4,42,18,24,6,0,22,14,501.207999757805,6623.01520154774
"MULTIPOLYGON (((-44528.86 166983.231,-44525.3411 166983.021,-44522.3132 166982.859099999,-44487.5658 166981.001800001,-44474.9734 166985.0329,-44478.2471 166974.451300001,-44483.1792 166897.071599999,-44518.2727 166899.631899999,-44526.8783 166900.206700001,-44529.6382 166900.3916,-44532.669 166900.6086,-44550.9133 166901.9112,-44571.5404 166903.3847,-44574.1162 166903.568700001,-44568.9102 166984.9232,-44567.4003 166985.5342,-44528.86 166983.231)))","38","247","13121600306","13","1312","131216","131216003","003","06","00306","13121600306","1","11",11A,15,0,15,14,15,0,0,0,15,0,0,0,59,59,53,6,4,53,46,3,53,33,20,36,20,119,56,63,16,11,67,25,356.117191896525,7579.27044281113
"MULTIPOLYGON (((-40653.391 166938.772399999,-40645.3892 166918.735300001,-40643.1779 166880.5309,-40656.7041 166866.998199999,-40666.2889 166880.8025,-40733.1306 166944.479699999,-40682.1242 166982.993100001,-40669.1588 166986.6931,-40653.391 166938.772399999)))","39","248","13121000701","13","1312","131210","131210007","007","01","00701","13121000701","1","11",11A,21,20,1,21,20,1,19,1,0,1,0,14,29,29,16,13,4,0,1,14,16,15,1,8,1,26,11,15,1,1,18,6,315.945808899175,5329.49098337541
"MULTIPOLYGON (((-40126.4557 166977.018300001,-40114.8851 166965.061,-40030.4402 166901.7531,-40038.2208 166891.7333,-40068.1851 166857.5122,-40081.4843 166842.3925,-40098.1494 166823.445,-40128.1137 166789.2248,-40153.9163 166759.4736,-40191.4291 166716.773600001,-40216.5398 166690.259299999,-40220.1517 166701.2257,-40220.3127 166701.7147,-40250.5124 166799.9352,-40254.0274 166812.0897,-40260.7193 166835.226600001,-40264.5384 166856.057700001,-40266.3695 166878.628799999,-40264.5029 166909.843499999,-40255.0922 166987.036599999,-40126.4557 166977.018300001)))","40","358","13121000801","13","1312","131210","131210008","008","01","00801","13121000801","1","11",11A,49,29,20,49,8,41,18,17,0,10,4,32,340,340,219,121,107,158,92,108,219,159,60,112,54,429,202,227,55,39,264,71,837.384661746845,40647.5070639462
"MULTIPOLYGON (((-39066.5038 166951.2116,-39069.6333 166913.459100001,-39072.9877 166872.9946,-39076.3422 166832.531199999,-39107.0719 166834.776,-39105.1523 166860.03,-39103.8405 166877.3323,-39102.4868 166895.2356,-39101.04 166914.207900001,-39096.0679 166979.6743,-39094.979 166986.894,-39063.2754 166990.1691,-39066.5038 166951.2116)))","41","359","13121000607","13","1312","131210","131210006","006","07","00607","13121000607","1","11",11A,29,29,0,29,26,3,0,29,0,0,0,7,30,30,26,4,6,13,15,6,26,13,13,18,7,66,34,32,10,6,36,14,373.47932607609,4867.63901583134
"MULTIPOLYGON (((-44659.0312 166987.2225,-44648.2067 166986.477700001,-44621.1839 166984.620300001,-44615.1712 166984.2064,-44574.9699 166981.4432,-44572.185 166981.2513,-44570.0191 166983.9312,-44568.9102 166984.9232,-44574.1162 166903.568700001,-44579.106 166903.9256,-44582.0979 166904.1395,-44600.7501 166905.472100001,-44610.9466 166906.2009,-44619.3133 166906.798699999,-44624.871 166907.194599999,-44629.7408 166907.5425,-44635.1356 166907.928400001,-44642.0363 166908.337300001,-44666.1412 166909.764799999,-44682.3885 166910.726399999,-44717.7173 166949.633099999,-44671.7917 166992.822,-44659.0312 166987.2225)))","42","360","13121600307","13","1312","131216","131216003","003","07","00307","13121600307","1","11",11A,17,0,17,17,16,1,0,0,17,0,0,0,68,68,63,5,4,63,55,3,63,34,29,48,22,154,73,81,23,13,91,27,411.547880035572,9919.931788105
"MULTIPOLYGON (((-43888.1031 166955.865700001,-43819.7437 166917.386600001,-43800.7404 166794.8982,-43792.8237 166784.6028,-43781.758 166763.4409,-43776.9881 166748.7007,-43790.9744 166747.3805,-43827.4119 166756.8564,-43830.7008 166757.155300001,-43835.4825 166756.258300001,-43838.7714 166753.8663,-43840.5642 166747.885600001,-43853.3741 166691.357799999,-43855.016 166685.085100001,-43922.6252 166701.031199999,-43940.7536 166615.5386,-43952.355 166602.8759,-43968.8091 166585.781400001,-43979.9885 166573.647700001,-43992.6178 166564.9669,-43993.4938 166565.800799999,-43998.1506 166565.2808,-44003.2654 166564.515699999,-44010.291 166563.839600001,-44019.3296 166562.8795,-44023.1384 166559.090600001,-44023.4684 166558.704600001,-44042.5664 166539.3631,-44059.8145 166526.4234,-44063.7883 166524.396400001,-44078.9496 166516.213500001,-44095.8598 166508.171599999,-44096.3237 166507.989600001,-44114.7149 166505.394400001,-44129.6812 166504.2191,-44139.7078 166504.685,-44148.4314 166505.3928,-44155.7401 166507.751499999,-44160.9709 166509.874399999,-44173.1474 166515.2629,-44076.999 166663.209100001,-43949.8435 166862.737600001,-44010.0695 166901.843599999,-44007.9902 166905.043099999,-43990.5611 166931.1735,-43980.5715 166946.6129,-43980.5648 166946.623500001,-43965.0127 166971.293199999,-43954.3431 166993.9131,-43888.1031 166955.865700001)))","43","361","13121102614","13","1312","131211","131211026","026","14","02614","13121102614","1","11",11A,10,1,9,6,1,9,0,6,3,1,0,10,99,99,81,18,21,65,52,21,81,56,25,52,21,174,77,97,21,16,86,51,1489.77301406529,74144.5828073138
"MULTIPOLYGON (((-40341.1752 166971.3517,-40321.6278 166946.908,-40296.0476 166914.823799999,-40287.9169 166911.367,-40264.5029 166909.843499999,-40266.3695 166878.628799999,-40264.5384 166856.057700001,-40260.7193 166835.226600001,-40254.0274 166812.0897,-40250.5124 166799.9352,-40220.3127 166701.7147,-40220.1517 166701.2257,-40246.6606 166705.441099999,-40262.5629 166707.9597,-40271.3576 166711.464400001,-40293.1797 166719.7357,-40358.5071 166745.2675,-40368.6876 166745.486300001,-40380.4001 166741.543299999,-40384.5768 166737.8653,-40385.8728 166736.724400001,-40389.5885 166725.8037,-40392.6873 166717.952,-40412.3858 166663.0079,-40408.7438 166649.1205,-40390.8735 166640.8202,-40389.8966 166640.4322,-40361.2019 166629.033600001,-40353.682 166626.046399999,-40362.2484 166603.520199999,-40372.4297 166576.744100001,-40371.8667 166574.1162,-40370.5527 166572.0513,-40367.9258 166570.362400001,-40356.7383 166565.785800001,-40327.4154 166553.789799999,-40289.8499 166538.4211,-40302.9149 166494.2366,-40384.5568 166538.3354,-40467.2506 166582.850199999,-40494.0617 166612.475500001,-40607.3519 166728.106799999,-40624.8376 166777.3155,-40640.2254 166820.453400001,-40656.7041 166866.998199999,-40643.1779 166880.5309,-40633.3464 166887.641799999,-40614.0524 166901.5966,-40574.7474 166930.029100001,-40561.1361 166940.415,-40559.4342 166941.946900001,-40557.0513 166943.0799,-40554.3305 166943.9899,-40538.7632 166947.6381,-40536.5203 166948.164100001,-40493.5802 166948.8038,-40454.805 166952.4364,-40445.1125 166959.5483,-40390.0283 166999.2437,-40341.1752 166971.3517)))","44","362","13121003907","13","1312","131210","131210039","039","07","03907","13121003907","1","11",11A,132,103,28,131,96,36,67,56,7,2,0,40,278,277,211,66,35,42,75,122,211,154,57,121,42,441,193,248,30,46,239,126,1740.12067286243,111283.847776482
"MULTIPOLYGON (((-39498.7863 166954.271500001,-39491.8525 166940.962200001,-39484.3805 166915.6643,-39473.7505 166873.768100001,-39473.6944 166858.774700001,-39563.0084 166859.871099999,-39651.8932 166826.6088,-39660.5448 166825.1657,-39677.506 166826.397399999,-39677.021 166827.0714,-39645.909 166879.380799999,-39588.3135 166970.5472,-39572.3805 166997.977399999,-39554.1073 166998.4967,-39518.138 167008.286,-39498.7863 166954.271500001)))","45","363","13121000909","13","1312","131210","131210009","009","09","00909","13121000909","1","11",11A,13,2,11,9,2,11,3,9,1,0,0,5,53,53,41,12,2,2,22,18,41,25,16,23,7,93,35,58,4,17,41,31,623.790025830197,19438.3350228999
"MULTIPOLYGON (((-40209.5983 163649.225,-40208.6359 163643.062799999,-40202.063 163625.7842,-40200.604 163621.7761,-40211.3481 163619.0208,-40222.0768 163616.524499999,-40231.2582 163613.8969,-40233.1134 163624.446799999,-40235.7942 163631.499399999,-40238.4006 163633.580399999,-40239.2299 163644.448799999,-40230.0436 163649.6149,-40209.5983 163649.225)))","46","155091","13121705207","13","1312","131217","131217052","052","07","05207","13121705207","1","11",11A,12,7,5,12,3,9,11,1,0,0,0,11,26,26,22,4,0,0,0,22,22,14,8,21,8,56,25,31,2,8,28,18,124.126154162581,970.600095336486
"MULTIPOLYGON (((-40272.2395 163646.144200001,-40270.6596 163641.2774,-40265.003 163642.0052,-40238.4006 163633.580399999,-40235.7942 163631.499399999,-40233.1134 163624.446799999,-40247.4823 163623.901,-40256.604 163624.6406,-40260.5485 163619.71,-40269.4236 163613.546700001,-40266.5213 163596.897299999,-40275.4489 163595.6862,-40282.087 163631.231699999,-40284.7589 163640.9362,-40285.9689 163645.504,-40273.3965 163649.711100001,-40272.2395 163646.144200001)))","47","155092","13121705208","13","1312","131217","131217052","052","08","05208","13121705208","1","11",11A,9,4,5,8,1,8,8,1,0,0,0,9,30,30,29,1,0,0,0,29,29,26,3,15,3,47,20,27,0,4,29,14,184.123509469541,1130.20044002935
"MULTIPOLYGON (((-40621.2137 163669.1141,-40606.9372 163654.0779,-40593.9785 163636.776799999,-40586.7297 163625.2424,-40579.0249 163612.776,-40555.3948 163594.6731,-40557.8247 163594.052100001,-40560.9215 163593.378,-40564.9603 163592.84,-40569.3352 163592.8399,-40573.98 163593.243799999,-40580.5767 163594.253699999,-40586.2315 163595.398600001,-40593.9052 163599.438300001,-40654.9599 163636.220899999,-40661.3787 163638.808700001,-40641.8198 163667.368799999,-40633.9283 163679.803400001,-40621.2137 163669.1141)))","48","155093","13121705209","13","1312","131217","131217052","052","09","05209","13121705209","1","11",11A,1,0,1,1,0,1,1,0,0,0,0,1,7,7,2,5,0,0,0,2,2,1,1,1,1,4,2,2,1,0,2,1,284.453207931149,3378.64665014779
"MULTIPOLYGON (((-40119.6284 163676.498299999,-40102.5702 163673.9267,-40095.6324 163672.263800001,-40088.2617 163669.734,-40079.1921 163666.1513,-40065.9866 163656.502900001,-40055.5226 163643.4058,-40040.7323 163632.208699999,-40040.7027 163632.1863,-40045.9191 163625.7754,-40060.4245 163626.5832,-40071.249 163626.005,-40086.3303 163624.4889,-40090.7321 163623.8388,-40112.5682 163619.420700001,-40114.7481 163622.3215,-40140.8729 163617.7893,-40152.0571 163615.6537,-40156.3423 163625.3028,-40166.6969 163629.122199999,-40182.947 163629.2686,-40194.2196 163628.243899999,-40202.063 163625.7842,-40208.6359 163643.062799999,-40209.5983 163649.225,-40230.0436 163649.6149,-40229.7755 163655.3605,-40221.3385 163661.2062,-40208.9619 163668.590600001,-40183.2587 163681.5001,-40173.7582 163683.9112,-40119.6284 163676.498299999)))","49","155094","13121705210","13","1312","131217","131217052","052","10","05210","13121705210","1","11",11A,29,16,13,26,11,18,20,9,0,0,0,28,74,74,56,18,2,0,19,35,56,36,20,36,15,126,56,70,9,16,61,40,436.868887318193,7994.99563562712
"MULTIPOLYGON (((-40661.3787 163638.808700001,-40654.9599 163636.220899999,-40593.9052 163599.438300001,-40586.2315 163595.398600001,-40580.5767 163594.253699999,-40573.98 163593.243799999,-40569.3352 163592.8399,-40564.9603 163592.84,-40560.9215 163593.378,-40557.8247 163594.052100001,-40555.3948 163594.6731,-40550.1389 163587.7554,-40546.975 163585.532600001,-40541.4553 163583.7147,-40535.9355 163582.300899999,-40520.7211 163575.2974,-40512.6094 163570.1687,-40517.258 163554.8653,-40521.7137 163538.981799999,-40501.6995 163536.067199999,-40494.0218 163535.090399999,-40459.8623 163539.002800001,-40434.3985 163548.353800001,-40413.5025 163557.899700001,-40407.6498 163562.2136,-40387.2427 163565.5788,-40386.5438 163565.7828,-40365.4207 163569.9759,-40328.9753 163571.5384,-40303.4755 163576.762599999,-40292.53 163579.8696,-40272.841 163582.7563,-40219.733 163590.5426,-40193.0854 163594.4495,-40189.4489 163595.223200001,-40133.3371 163607.1609,-40076.7567 163618.6873,-40051.6188 163623.7544,-40047.506 163624.6205,-40045.9191 163625.7754,-40040.7027 163632.1863,-40034.0425 163631.056600001,-40014.5329 163625.9802,-40014.4966 163625.970699999,-40014.4827 163625.9671,-39989.2463 163521.690300001,-40000.9804 163517.9987,-40074.309 163495.1577,-40087.4292 163491.497400001,-40211.6265 163456.774900001,-40280.5058 163447.3836,-40509.5424 163416.0288,-40550.3217 163427.3377,-40674.3912 163461.804099999,-40720.7009 163474.652899999,-40838.4204 163517.08,-40769.0745 163644.819599999,-40747.5156 163678.92,-40739.4434 163684.754,-40661.3787 163638.808700001)))","50","155095","13121705211","13","1312","131217","131217052","052","11","05211","13121705211","1","11",11A,1,0,0,1,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,15,2,13,0,0,0,15,1994.10416545679,115173.820909146
"MULTIPOLYGON (((-40306.068 163639.224,-40298.778 163604.339500001,-40330.7913 163609.6205,-40354.2629 163606.471799999,-40374.5857 163599.0297,-40403.782 163593.0187,-40419.0356 163585.6765,-40432.0507 163648.681700001,-40416.3844 163656.909600001,-40334.5473 163692.0144,-40325.8907 163695.6524,-40306.068 163639.224)))","51","155096","13121705212","13","1312","131217","131217052","052","12","05212","13121705212","1","11",11A,16,1,15,14,0,16,3,11,1,1,0,13,90,90,50,40,2,0,3,44,50,35,15,33,6,104,45,59,4,8,55,37,400.424257665401,8815.50761020382
"MULTIPOLYGON (((-40289.6033 163693.638,-40287.2252 163679.807600001,-40287.0641 163660.8454,-40285.9689 163645.504,-40284.7589 163640.9362,-40282.087 163631.231699999,-40275.4489 163595.6862,-40272.841 163582.7563,-40292.53 163579.8696,-40295.654 163592.886,-40298.778 163604.339500001,-40306.068 163639.224,-40325.8907 163695.6524,-40318.1841 163699.360400001,-40293.5283 163710.246300001,-40289.6033 163693.638)))","52","155097","13121705213","13","1312","131217","131217052","052","13","05213","13121705213","1","11",11A,5,0,5,2,0,5,3,0,1,0,1,4,16,16,13,3,0,0,0,12,13,9,4,7,2,28,16,12,2,2,11,13,305.692398124362,3140.54188470189
"MULTIPOLYGON (((-40250.9142 163699.8576,-40233.6377 163695.6458,-40197.4492 163688.207699999,-40173.7582 163683.9112,-40183.2587 163681.5001,-40208.9619 163668.590600001,-40221.3385 163661.2062,-40229.7755 163655.3605,-40230.0436 163649.6149,-40239.2299 163644.448799999,-40238.4006 163633.580399999,-40265.003 163642.0052,-40270.6596 163641.2774,-40272.2395 163646.144200001,-40273.3965 163649.711100001,-40285.9689 163645.504,-40287.0641 163660.8454,-40287.2252 163679.807600001,-40289.6033 163693.638,-40293.5283 163710.246300001,-40250.9142 163699.8576)))","53","155098","13121705214","13","1312","131217","131217052","052","14","05214","13121705214","1","11",11A,13,5,8,13,5,8,11,2,0,0,0,11,43,43,27,16,0,0,7,19,27,18,9,17,5,56,33,23,4,2,32,18,334.273859274193,4467.74804633043
