OBJECTID_1,OBJECTID,DTMN11,FR11,SEC11,SS11,BGRI11,LUG11,LUG11DESIG,OBJECTID_12,ANO,GEO_COD,GEO_COD_DSG,NIVEL,NIVEL_DSG,N_EDIFICIOS_CLASSICOS,N_EDIFICIOS_CLASSICOS_1OU2,N_EDIFICIOS_CLASSICOS_ISOLADOS,N_EDIFICIOS_CLASSICOS_GEMIN,N_EDIFICIOS_CLASSICOS_EMBANDA,N_EDIFICIOS_CLASSICOS_3OUMAIS,N_EDIFICIOS_CLASSICOS_OUTROS,N_EDIFICIOS_EXCLUSIV_RESID,N_EDIFICIOS_PRINCIPAL_RESID,N_EDIFICIOS_PRINCIP_NAO_RESID,N_EDIFICIOS_1OU2_PISOS,N_EDIFICIOS_3OU4_PISOS,F_N_EDIFICIOS_5OU_MAIS_PISOS,N_EDIFICIOS_CONSTR_ANTES_1919,N_EDIFICIOS_CONSTR_1919A1945,N_EDIFICIOS_CONSTR_1946A1960,N_EDIFICIOS_CONSTR_1961A1970,N_EDIFICIOS_CONSTR_1971A1980,N_EDIFICIOS_CONSTR_1981A1990,N_EDIFICIOS_CONSTR_1991A1995,N_EDIFICIOS_CONSTR_1996A2000,N_EDIFICIOS_CONSTR_2001A2005,N_EDIFICIOS_CONSTR_2006A2011,N_EDIFICIOS_ESTRUT_BETAO,N_EDIFICIOS_ESTRUT_COM_PLACA,N_EDIFICIOS_ESTRUT_SEM_PLACA,N_EDIFICIOS_ESTRUT_ADOBE_PEDRA,N_EDIFICIOS_ESTRUT_OUTRA,N_ALOJAMENTOS,N_ALOJAMENTOS_FAMILIARES,N_ALOJAMENTOS_FAM_CLASSICOS,N_ALOJAMENTOS_FAM_N_CLASSICOS,N_ALOJAMENTOS_COLECTIVOS,N_CLASSICOS_RES_HABITUAL,N_ALOJAMENTOS_RES_HABITUAL,N_ALOJAMENTOS_VAGOS,N_RES_HABITUAL_COM_AGUA,N_RES_HABITUAL_COM_RETRETE,N_RES_HABITUAL_COM_ESGOTOS,N_RES_HABITUAL_COM_BANHO,N_RES_HABITUAL_AREA_50,N_RES_HABITUAL_AREA_50_100,N_RES_HABITUAL_AREA_100_200,N_RES_HABITUAL_AREA_200,N_RES_HABITUAL_1_2_DIV,N_RES_HABITUAL_3_4_DIV,N_RES_HABITUAL_ESTAC_1,N_RES_HABITUAL_ESTAC_2,N_RES_HABITUAL_ESTAC_3,N_RES_HABITUAL_PROP_OCUP,N_RES_HABITUAL_ARREND,N_FAMILIAS_CLASSICAS,N_FAMILIAS_INSTITUCIONAIS,N_FAMILIAS_CLASSICAS_1OU2_PESS,N_FAMILIAS_CLASSICAS_3OU4_PESS,N_FAMILIAS_CLASSICAS_NPES65,N_FAMILIAS_CLASSICAS_NPES14,N_FAMILIAS_CLASSIC_SEM_DESEMP,N_FAMILIAS_CLASSIC_1DESEMPREG,N_FAMILIAS_CLASS_2MAIS_DESEMP,N_NUCLEOS_FAMILIARES,N_NUCLEOS_1FILH_NAO_CASADO,N_NUCLEOS_2FILH_NAO_CASADO,N_NUCLEOS_FILH_INF_6ANOS,N_NUCLEOS_FILH_INF_15ANOS,N_NUCLEOS_FILH_MAIS_15ANOS,N_INDIVIDUOS_PRESENT,N_INDIVIDUOS_PRESENT_H,N_INDIVIDUOS_PRESENT_M,N_INDIVIDUOS_RESIDENT,N_INDIVIDUOS_RESIDENT_H,N_INDIVIDUOS_RESIDENT_M,N_INDIVIDUOS_RESIDENT_0A4,N_INDIVIDUOS_RESIDENT_5A9,N_INDIVIDUOS_RESIDENT_10A13,N_INDIVIDUOS_RESIDENT_14A19,N_INDIVIDUOS_RESIDENT_15A19,N_INDIVIDUOS_RESIDENT_20A24,N_INDIVIDUOS_RESIDENT_20A64,N_INDIVIDUOS_RESIDENT_25A64,N_INDIVIDUOS_RESIDENT_65,N_INDIVIDUOS_RESIDENT_H_0A4,N_INDIVIDUOS_RESIDENT_H_5A9,N_INDIVIDUOS_RESIDENT_H_10A13,N_INDIVIDUOS_RESIDENT_H_14A19,N_INDIVIDUOS_RESIDENT_H_15A19,N_INDIVIDUOS_RESIDENT_H_20A24,N_INDIVIDUOS_RESIDENT_H_20A64,N_INDIVIDUOS_RESIDENT_H_25A64,N_INDIVIDUOS_RESIDENT_H_65,N_INDIVIDUOS_RESIDENT_M_0A4,N_INDIVIDUOS_RESIDENT_M_5A9,N_INDIVIDUOS_RESIDENT_M_10A13,N_INDIVIDUOS_RESIDENT_M_14A19,N_INDIVIDUOS_RESIDENT_M_15A19,N_INDIVIDUOS_RESIDENT_M_20A24,N_INDIVIDUOS_RESIDENT_M_20A64,N_INDIVIDUOS_RESIDENT_M_25A64,N_INDIVIDUOS_RESIDENT_M_65,N_INDIV_RESIDENT_N_LER_ESCRV,N_IND_RESIDENT_FENSINO_1BAS,N_IND_RESIDENT_FENSINO_2BAS,N_IND_RESIDENT_FENSINO_3BAS,N_IND_RESIDENT_FENSINO_SEC,N_IND_RESIDENT_FENSINO_POSSEC,N_IND_RESIDENT_FENSINO_SUP,N_IND_RESIDENT_ENSINCOMP_1BAS,N_IND_RESIDENT_ENSINCOMP_2BAS,N_IND_RESIDENT_ENSINCOMP_3BAS,N_IND_RESIDENT_ENSINCOMP_SEC,N_IND_RESIDENT_ENSINCOMP_POSEC,N_IND_RESIDENT_ENSINCOMP_SUP,N_IND_RESID_DESEMP_PROC_1EMPRG,N_IND_RESID_DESEMP_PROC_EMPRG,N_IND_RESID_EMPREGADOS,N_IND_RESID_PENS_REFORM,N_IND_RESID_SEM_ACT_ECON,N_IND_RESID_EMPREG_SECT_PRIM,N_IND_RESID_EMPREG_SECT_SEQ,N_IND_RESID_EMPREG_SECT_TERC,N_IND_RESID_ESTUD_MUN_RESID,N_IND_RESID_TRAB_MUN_RESID
"1381","15323","1312","10","030","06","13121003006","007437",Porto,"200505","2011","13121003006",,"8",Subsecção,"6","6","0","6","0","0","0","6","0","0","6","0","0","0","5","0","0","0","0","0","0","0","1","0","5","1","0","0","6","6","6","0","0","4","4","0","4","4","4","4","0","1","2","1","0","2","2","1","0","4","0","4","0","2","1","1","3","3","1","0","4","1","1","1","3","1","13","6","7","13","6","7","1","3","0","2","1","0","6","6","1","1","1","0","1","0","0","2","2","1","0","2","0","1","1","0","4","4","0","0","3","0","1","1","0","1","0","2","5","0","0","2","0","1","4","2","3","0","1","3","7","2"
"1382","15324","1312","10","036","03","13121003603","007437",Porto,"200529","2011","13121003603",,"8",Subsecção,"8","8","0","0","8","0","0","8","0","0","8","0","0","0","0","7","1","0","0","0","0","0","0","7","1","0","0","0","8","8","8","0","0","8","8","0","8","8","8","8","0","1","3","4","0","0","4","3","1","7","0","8","0","4","4","6","1","7","1","0","7","5","1","0","1","5","23","10","13","21","9","12","0","0","1","2","1","1","10","9","8","0","0","1","1","1","1","4","3","3","0","0","0","1","0","0","6","6","5","0","0","1","2","0","0","1","1","2","1","2","1","14","0","1","7","8","11","0","2","5","4","5"
"1383","15325","1312","01","001","05","13120100105","007437",Porto,"199214","2011","13120100105",,"8",Subsecção,"11","0","0","0","0","11","0","11","0","0","0","11","0","0","0","0","10","1","0","0","0","0","0","0","11","0","0","0","99","99","99","0","0","94","94","3","94","94","94","93","27","61","6","0","3","42","1","1","1","0","94","99","0","39","36","39","37","64","22","13","95","43","24","16","35","56","331","161","170","343","171","172","19","19","27","37","31","22","192","170","49","8","10","11","23","21","13","102","89","17","11","9","16","14","10","9","90","81","32","45","24","29","22","5","0","0","126","65","31","7","0","0","12","38","58","74","164","0","22","36","78","38"
"1384","15326","1312","10","031","02","13121003102","007437",Porto,"200512","2011","13121003102",,"8",Subsecção,"16","5","2","2","1","11","0","16","0","0","5","9","2","0","0","5","1","5","1","1","3","0","0","16","0","0","0","0","94","94","94","0","0","60","60","3","60","60","60","60","9","21","29","1","1","30","17","12","3","38","18","62","0","44","17","23","9","50","12","0","40","13","9","5","9","17","125","48","77","134","54","80","5","6","3","5","5","11","88","77","27","3","2","1","3","3","5","38","33","7","2","4","2","2","2","6","50","44","20","0","5","0","6","6","0","9","22","13","16","23","1","45","3","9","62","27","46","0","10","52","23","35"
"1385","15327","1312","10","018","06","13121001806","007437",Porto,"200449","2011","13121001806",,"8",Subsecção,"12","8","2","6","0","4","0","11","1","0","8","2","2","0","1","7","3","1","0","0","0","0","0","11","0","0","0","1","60","60","60","0","0","49","49","10","49","49","49","49","33","11","2","3","0","42","4","0","4","5","43","50","0","36","14","25","9","36","11","3","32","17","6","3","9","18","96","36","60","99","38","61","2","2","6","5","5","7","55","48","29","2","1","3","1","1","3","24","21","7","0","1","3","4","4","4","31","27","22","6","4","2","2","5","0","2","36","12","14","7","1","9","2","15","27","31","45","0","5","22","17","23"
"1386","15328","1312","10","030","05","13121003005","007437",Porto,"200504","2011","13121003005",,"8",Subsecção,"6","6","0","6","0","0","0","4","2","0","6","0","0","0","5","1","0","0","0","0","0","0","0","0","5","1","0","0","6","6","6","0","0","5","5","1","5","5","5","5","0","0","4","1","0","0","3","1","0","5","0","5","0","4","1","2","0","5","0","0","5","1","1","0","0","2","12","6","6","12","6","6","0","0","0","2","2","0","7","7","3","0","0","0","1","1","0","4","4","1","0","0","0","1","1","0","3","3","2","0","0","0","1","0","0","1","2","3","3","2","0","2","0","0","4","5","8","0","0","4","2","2"
"1387","15329","1312","11","015","02","13121101502","007437",Porto,"200756","2011","13121101502",,"8",Subsecção,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1388","15330","1312","10","036","02","13121003602","007437",Porto,"200528","2011","13121003602",,"8",Subsecção,"8","8","0","0","8","0","0","8","0","0","8","0","0","0","0","7","1","0","0","0","0","0","0","8","0","0","0","0","8","8","8","0","0","6","6","2","6","6","6","6","0","2","3","1","0","0","3","0","0","6","0","6","0","3","2","5","1","6","0","0","6","3","3","0","1","5","17","6","11","17","6","11","0","0","1","1","1","1","9","8","6","0","0","0","0","0","1","5","4","1","0","0","1","1","1","0","4","4","5","0","0","1","0","2","0","0","7","0","4","1","0","5","0","0","3","9","13","0","1","2","3","3"
"1389","15331","1312","10","024","15","13121002415","007437",Porto,"200489","2011","13121002415",,"8",Subsecção,"7","7","1","6","0","0","0","7","0","0","3","4","0","0","4","0","0","0","0","0","1","1","1","2","2","3","0","0","7","7","7","0","0","6","6","1","6","6","6","6","0","0","5","1","0","2","3","3","0","6","0","6","0","1","5","1","3","5","1","0","6","4","1","1","3","3","15","6","9","18","8","10","1","0","2","2","2","0","11","11","2","0","0","0","1","1","0","6","6","1","1","0","2","1","1","0","5","5","1","0","0","1","2","1","0","2","1","2","1","3","0","10","0","1","6","4","8","0","1","5","6","4"
"1390","15332","1312","10","037","01","13121003701","007437",Porto,"200532","2011","13121003701",,"8",Subsecção,"40","19","0","1","18","14","7","39","1","0","24","12","4","0","1","10","1","1","3","5","0","0","19","37","0","0","0","3","191","191","191","0","0","139","139","38","139","139","139","139","2","68","63","6","0","66","51","28","1","70","66","139","0","72","63","45","30","118","20","1","105","50","22","14","30","53","331","152","179","344","160","184","13","13","14","23","20","18","219","201","62","6","8","7","11","10","9","105","96","23","7","5","7","12","10","9","114","105","39","4","10","8","12","13","1","15","71","35","47","48","3","94","3","19","151","79","128","0","12","139","57","105"
"1391","15333","1312","01","003","01","13120100301","007437",Porto,"199221","2011","13120100301",,"8",Subsecção,"29","22","8","0","14","7","0","29","0","0","24","5","0","0","0","0","4","7","9","6","1","0","2","16","12","0","0","1","59","59","59","0","0","47","47","11","46","46","46","45","9","23","10","5","1","25","17","6","1","31","14","48","0","25","19","20","11","41","6","1","38","18","8","4","9","22","120","49","71","125","53","72","4","6","2","11","9","7","73","66","29","3","2","0","5","3","2","29","27","14","1","4","2","6","6","5","44","39","15","5","5","1","5","4","0","8","33","12","13","23","3","25","4","4","43","35","60","0","10","33","21","22"
"1392","15334","1312","03","004","01","13120300401","007437",Porto,"199483","2011","13120300401",,"8",Subsecção,"29","25","6","13","6","4","0","29","0","0","21","8","0","5","7","0","0","10","6","1","0","0","0","1","17","6","5","0","46","46","46","0","0","44","44","2","44","42","44","36","24","11","7","2","5","19","5","4","0","7","34","44","0","26","18","17","5","34","8","2","33","17","4","1","5","16","97","45","52","99","46","53","0","4","3","2","2","5","65","60","25","0","4","0","1","1","3","32","29","9","0","0","3","1","1","2","33","31","16","9","6","2","2","0","0","3","45","9","10","7","0","7","1","11","35","27","45","1","8","26","11","21"
"1393","15335","1312","10","036","01","13121003601","007437",Porto,"200527","2011","13121003601",,"8",Subsecção,"10","10","0","7","3","0","0","10","0","0","10","0","0","0","0","5","4","0","1","0","0","0","0","9","1","0","0","0","10","10","10","0","0","6","6","3","6","6","6","6","1","1","4","0","0","1","1","1","1","6","0","6","0","4","2","1","0","5","1","0","2","0","2","0","0","2","13","7","6","14","7","7","0","0","0","1","1","1","12","11","1","0","0","0","1","1","0","6","6","0","0","0","0","0","0","1","6","5","1","0","0","0","0","1","0","1","4","1","3","0","0","6","0","1","5","5","8","0","0","5","2","3"
"1394","15336","1312","10","033","02","13121003302","007437",Porto,"200517","2011","13121003302",,"8",Subsecção,"23","0","0","0","0","23","0","23","0","0","0","22","1","0","0","0","0","0","0","0","23","0","0","23","0","0","0","0","184","184","184","0","0","181","181","3","181","181","181","180","15","143","23","0","2","126","0","0","0","2","178","181","0","94","75","80","25","134","41","6","165","85","22","6","24","91","443","199","244","475","216","259","6","6","14","19","15","34","326","292","104","5","2","7","11","8","18","152","134","39","1","4","7","8","7","16","174","158","65","18","9","7","17","11","1","19","203","76","79","59","2","16","6","48","176","142","215","0","41","135","57","132"
"1395","15337","1312","11","017","01","13121101701","007437",Porto,"200770","2011","13121101701",,"8",Subsecção,"50","36","1","5","30","14","0","49","1","0","38","4","8","1","29","5","0","5","1","0","0","5","4","15","9","26","0","0","191","191","191","0","0","162","162","23","162","159","162","157","13","68","80","1","4","53","96","12","2","128","27","164","0","94","66","32","57","142","22","0","118","44","27","36","57","24","391","191","200","390","190","200","32","30","17","17","15","10","250","240","44","16","17","9","8","7","4","119","115","21","16","13","8","9","8","6","131","125","23","6","24","9","16","15","0","25","45","31","55","71","4","104","2","20","207","48","80","0","25","182","93","132"
"1396","15338","1312","10","030","10","13121003010","007437",Porto,"200509","2011","13121003010",,"8",Subsecção,"5","0","0","0","0","5","0","5","0","0","0","5","0","0","0","0","5","0","0","0","0","0","0","0","5","0","0","0","60","60","59","1","0","54","55","2","54","54","54","52","35","18","1","0","7","34","0","0","0","1","52","55","0","39","13","37","8","42","12","1","30","12","3","2","6","12","109","55","54","115","58","57","2","3","2","6","4","4","54","50","48","1","2","1","6","4","4","30","26","18","1","1","1","0","0","0","24","24","30","10","6","2","3","1","0","1","56","14","10","9","1","0","2","13","22","56","69","0","3","19","13","14"
"1397","15339","1312","01","004","02","13120100402","007437",Porto,"199229","2011","13120100402",,"8",Subsecção,"4","0","0","0","0","4","0","4","0","0","0","4","0","0","0","0","0","4","0","0","0","0","0","4","0","0","0","0","36","36","36","0","0","34","34","2","34","34","34","34","6","22","6","0","2","16","0","0","0","0","34","34","0","12","17","16","12","20","11","3","31","17","5","4","11","19","102","47","55","111","49","62","5","10","6","8","5","8","59","51","23","4","4","1","5","3","2","26","24","9","1","6","5","3","2","6","33","27","14","10","7","5","5","3","0","2","41","24","11","4","0","2","2","17","23","23","45","0","5","18","25","14"
"1398","15340","1312","10","008","09","13121000809","007437",Porto,"200400","2011","13121000809",,"8",Subsecção,"9","9","0","0","9","0","0","9","0","0","7","2","0","6","0","2","1","0","0","0","0","0","0","0","1","5","3","0","10","10","10","0","0","2","2","1","2","1","2","1","1","0","1","0","1","0","0","0","0","0","2","2","0","1","1","2","0","2","0","0","2","2","0","0","0","2","14","9","5","5","2","3","0","0","0","0","0","0","1","1","4","0","0","0","0","0","0","0","0","2","0","0","0","0","0","0","1","1","2","0","0","0","0","0","0","0","3","1","0","0","0","1","0","0","1","4","4","0","0","1","0","1"
"1399","15341","1312","10","024","14","13121002414","007437",Porto,"200488","2011","13121002414",,"8",Subsecção,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1400","15342","1312","10","028","03","13121002803","007437",Porto,"200498","2011","13121002803",,"8",Subsecção,"6","0","0","0","0","6","0","6","0","0","0","6","0","0","0","0","0","0","0","6","0","0","0","6","0","0","0","0","48","48","48","0","0","48","48","0","48","48","48","48","7","33","8","0","2","34","0","0","0","1","46","48","0","23","20","14","10","37","10","1","45","15","9","2","9","17","122","61","61","134","66","68","3","5","6","3","2","8","96","88","21","2","4","1","1","1","4","49","45","9","1","1","5","2","1","4","47","43","12","4","6","4","2","2","0","2","58","21","23","15","1","3","1","11","49","34","58","0","15","34","16","35"
"1401","15343","1312","10","024","13","13121002413","007437",Porto,"200487","2011","13121002413",,"8",Subsecção,"24","24","1","22","1","0","0","24","0","0","24","0","0","0","19","0","0","3","0","0","0","1","1","0","7","17","0","0","24","24","24","0","0","23","23","1","23","23","23","23","3","11","9","0","0","9","12","4","0","18","2","25","0","15","9","13","6","22","3","0","18","5","4","2","6","7","62","30","32","62","30","32","2","2","3","4","4","3","34","31","17","0","2","3","2","2","1","16","15","7","2","0","0","2","2","2","18","16","10","0","2","1","2","2","1","7","19","6","8","15","2","8","2","1","24","18","28","0","6","18","11","13"
"1402","15344","1312","01","001","04","13120100104","007437",Porto,"199213","2011","13120100104",,"8",Subsecção,"18","18","0","0","18","0","0","18","0","0","18","0","0","0","0","0","0","0","18","0","0","0","0","18","0","0","0","0","18","18","18","0","0","18","18","0","18","18","18","18","0","4","14","0","0","2","10","0","0","18","0","18","0","10","8","9","1","15","3","0","19","5","2","0","1","7","42","21","21","47","24","23","0","1","0","1","1","2","29","27","16","0","1","0","1","1","1","14","13","8","0","0","0","0","0","1","15","14","8","3","1","0","0","1","0","1","26","4","5","6","0","1","0","3","16","21","27","0","5","11","3","13"
"1403","15345","1312","10","035","01","13121003501","007437",Porto,"200520","2011","13121003501",,"8",Subsecção,"34","12","4","2","6","8","14","34","0","0","26","8","0","0","2","18","6","8","0","0","0","0","0","9","7","10","8","0","92","92","92","0","0","73","73","17","72","71","73","68","23","40","10","0","5","25","1","0","2","4","66","73","0","41","24","35","12","51","12","10","60","27","11","10","13","34","201","88","113","200","91","109","10","6","3","13","13","10","127","117","41","6","4","2","3","3","5","60","55","16","4","2","1","10","10","5","67","62","25","13","8","2","9","7","0","2","83","32","30","14","0","3","2","30","41","62","108","0","7","34","30","28"
"1404","15346","1312","10","034","01","13121003401","007437",Porto,"200519","2011","13121003401",,"8",Subsecção,"20","2","0","0","2","18","0","20","0","0","2","0","18","0","0","0","5","4","3","0","0","0","8","20","0","0","0","0","280","280","280","0","0","210","210","29","210","210","210","209","6","100","103","1","3","103","58","45","8","157","44","210","0","157","52","68","38","194","13","3","121","44","17","21","37","31","436","195","241","413","180","233","24","11","11","14","11","21","259","238","94","14","8","6","5","4","12","109","97","38","10","3","5","9","7","9","150","141","56","1","11","5","9","12","0","25","42","34","60","65","5","162","8","12","187","95","157","0","30","157","66","117"
"1405","15347","1312","01","001","03","13120100103","007437",Porto,"199212","2011","13120100103",,"8",Subsecção,"30","13","1","1","11","16","1","26","4","0","13","16","1","0","0","0","1","5","19","0","0","0","5","19","11","0","0","0","135","134","134","0","1","114","114","17","114","114","114","114","1","50","62","1","0","23","24","14","0","99","13","115","1","52","57","34","26","95","19","1","106","51","16","10","26","50","341","151","190","351","161","190","10","14","12","20","16","19","212","193","83","3","8","6","8","7","11","103","92","33","7","6","6","12","9","8","109","101","50","18","13","7","15","10","1","15","103","47","57","56","3","28","5","16","131","108","159","0","23","108","56","82"
"1406","15348","1312","10","030","04","13121003004","007437",Porto,"200503","2011","13121003004",,"8",Subsecção,"11","11","0","11","0","0","0","11","0","0","11","0","0","0","11","0","0","0","0","0","0","0","0","0","11","0","0","0","11","11","11","0","0","10","10","1","10","10","10","10","0","3","7","0","0","1","7","2","0","8","1","10","0","7","2","7","3","10","0","0","9","5","0","1","3","2","19","11","8","23","12","11","1","1","1","0","0","0","11","11","9","1","1","1","0","0","0","5","5","4","0","0","0","0","0","0","6","6","5","0","1","1","0","0","0","1","5","1","3","4","0","6","0","0","9","9","11","0","1","8","2","4"
"1407","15349","1312","10","024","11","13121002411","007437",Porto,"200485","2011","13121002411",,"8",Subsecção,"23","23","0","23","0","0","0","23","0","0","21","2","0","0","14","1","0","0","6","2","0","0","0","2","8","13","0","0","23","23","23","0","0","17","17","6","17","17","17","17","0","8","7","2","0","4","11","3","1","17","0","17","0","6","10","7","7","14","3","0","13","7","4","3","7","7","45","19","26","47","20","27","3","1","3","3","2","0","27","27","10","1","1","2","0","0","0","14","14","2","2","0","1","3","2","0","13","13","8","0","2","2","2","1","0","2","13","6","6","6","0","11","1","2","16","13","20","0","3","13","7","8"
"1408","15350","1312","10","024","12","13121002412","007437",Porto,"200486","2011","13121002412",,"8",Subsecção,"22","22","0","22","0","0","0","22","0","0","22","0","0","0","15","0","0","0","1","2","0","4","0","3","4","15","0","0","22","22","22","0","0","15","15","7","15","15","15","15","0","6","8","1","0","4","8","2","0","13","2","15","0","5","10","7","4","15","0","0","13","9","3","2","4","8","41","23","18","41","23","18","3","0","2","3","3","2","23","21","10","3","0","0","2","2","2","15","13","3","0","0","2","1","1","0","8","8","7","1","0","2","0","3","0","3","10","0","7","8","1","10","0","0","22","9","14","0","1","21","9","15"
"1409","15351","1312","10","018","05","13121001805","007437",Porto,"200448","2011","13121001805",,"8",Subsecção,"12","8","1","7","0","3","1","12","0","0","8","1","3","0","2","7","0","0","0","0","0","3","0","12","0","0","0","0","50","49","49","0","1","33","33","7","33","33","33","33","0","12","19","2","0","9","26","4","2","33","0","33","1","21","12","13","5","28","4","1","25","8","6","2","5","10","104","41","63","102","40","62","2","2","0","6","4","3","47","44","45","1","1","0","6","4","1","21","20","11","1","1","0","0","0","2","26","24","34","3","1","0","3","2","0","6","20","6","7","16","0","36","1","5","36","44","54","0","4","32","10","22"
"1410","15352","1312","10","033","01","13121003301","007437",Porto,"200516","2011","13121003301",,"8",Subsecção,"4","0","0","0","0","4","0","4","0","0","0","4","0","0","0","0","0","0","0","0","4","0","0","4","0","0","0","0","32","32","32","0","0","32","32","0","32","32","32","32","0","6","26","0","0","0","0","0","0","0","32","32","0","8","10","20","9","21","8","3","37","17","7","1","9","24","135","77","58","132","74","58","1","4","3","15","12","9","82","73","27","1","2","3","12","9","5","44","39","12","0","2","0","3","3","4","38","34","15","8","3","3","7","7","0","5","52","18","29","13","2","3","3","12","40","39","66","0","7","33","26","32"
"1411","15353","1312","10","028","02","13121002802","007437",Porto,"200497","2011","13121002802",,"8",Subsecção,"25","15","1","8","6","10","0","24","1","0","16","9","0","0","4","0","18","2","1","0","0","0","0","25","0","0","0","0","64","64","64","0","0","53","53","5","53","53","53","53","5","35","11","2","0","28","8","4","0","35","17","53","0","33","20","34","5","46","7","0","36","17","3","1","4","16","118","54","64","115","51","64","1","3","1","2","2","4","55","51","53","1","1","0","0","0","2","27","25","22","0","2","1","2","2","2","28","26","31","4","3","0","1","1","0","5","24","12","24","22","2","20","1","6","40","47","63","0","3","37","7","30"
"1412","15354","1312","10","030","03","13121003003","007437",Porto,"200502","2011","13121003003",,"8",Subsecção,"8","8","0","8","0","0","0","8","0","0","8","0","0","0","8","0","0","0","0","0","0","0","0","0","8","0","0","0","8","8","8","0","0","5","5","2","5","5","5","5","1","0","4","0","0","1","3","1","0","4","0","5","0","3","1","3","1","5","0","0","5","1","0","1","1","1","13","5","8","14","6","8","3","0","0","0","0","1","6","5","5","0","0","0","0","0","1","3","2","3","3","0","0","0","0","0","3","3","2","0","0","0","0","0","0","1","0","3","2","1","0","5","0","0","5","3","6","0","0","5","2","4"
"1413","15355","1312","10","018","04","13121001804","007437",Porto,"200447","2011","13121001804",,"8",Subsecção,"11","10","3","0","7","1","0","11","0","0","10","1","0","2","2","1","2","3","0","0","0","0","1","9","0","0","0","2","17","17","17","0","0","15","15","1","15","15","15","14","2","3","4","6","1","5","4","4","4","12","3","15","0","9","5","8","3","15","0","0","12","6","4","2","3","7","35","14","21","38","15","23","2","1","1","2","2","6","22","16","10","1","0","1","0","0","3","8","5","5","1","1","0","2","2","3","14","11","5","2","1","1","0","1","0","6","6","0","3","8","0","15","0","0","17","8","17","0","3","14","10","11"
"1414","15356","1312","11","004","07","13121100407","007437",Porto,"200717","2011","13121100407",,"8",Subsecção,"2","2","2","0","0","0","0","2","0","0","2","0","0","0","1","0","0","0","0","0","1","0","0","0","0","2","0","0","2","2","2","0","0","1","1","1","1","1","1","1","0","0","0","1","0","0","0","1","0","1","0","1","0","1","0","0","0","1","0","0","1","0","0","0","0","0","2","1","1","2","1","1","0","0","0","0","0","0","2","2","0","0","0","0","0","0","0","1","1","0","0","0","0","0","0","0","1","1","0","0","0","0","0","0","0","0","0","0","1","0","0","1","0","0","1","0","1","0","0","1","0","1"
"1415","15357","1312","11","013","02","13121101302","007437",Porto,"200749","2011","13121101302",,"8",Subsecção,"30","30","23","3","4","0","0","29","1","0","30","0","0","5","22","2","0","0","0","0","1","0","0","2","3","25","0","0","32","32","32","0","0","26","26","5","26","26","26","23","19","5","1","1","5","17","0","1","0","8","15","26","0","21","5","10","4","23","2","1","13","6","0","2","3","3","43","16","27","45","18","27","1","2","1","0","0","3","30","27","11","1","0","0","0","0","2","12","10","5","0","2","1","0","0","1","18","17","6","3","1","1","1","1","0","0","21","6","7","2","1","1","0","4","12","15","25","0","1","11","6","11"
"1416","15358","1312","03","003","07","13120300307","007437",Porto,"199479","2011","13120300307",,"8",Subsecção,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1417","15359","1312","10","032","01","13121003201","007437",Porto,"200513","2011","13121003201",,"8",Subsecção,"13","4","0","4","0","9","0","10","3","0","5","8","0","0","3","3","2","4","1","0","0","0","0","10","0","0","3","0","54","54","54","0","0","31","31","8","31","31","31","31","3","8","18","2","1","5","14","0","0","14","16","33","0","22","11","18","3","30","2","1","21","7","2","1","2","8","89","44","45","69","31","38","1","1","1","3","3","5","35","30","28","1","1","0","1","1","2","19","17","9","0","0","1","2","2","3","16","13","19","0","1","0","4","2","1","2","16","10","11","7","0","21","0","4","21","28","41","0","3","18","10","15"
