WKT,OBJECTID_1,OBJECTID,DTMN11,FR11,SEC11,SS11,BGRI11,LUG11,LUG11DESIG,OBJECTID_12,ANO,GEO_COD,GEO_COD_DSG,NIVEL,NIVEL_DSG,N_EDIFICIOS_CLASSICOS,N_EDIFICIOS_CLASSICOS_1OU2,N_EDIFICIOS_CLASSICOS_ISOLADOS,N_EDIFICIOS_CLASSICOS_GEMIN,N_EDIFICIOS_CLASSICOS_EMBANDA,N_EDIFICIOS_CLASSICOS_3OUMAIS,N_EDIFICIOS_CLASSICOS_OUTROS,N_EDIFICIOS_EXCLUSIV_RESID,N_EDIFICIOS_PRINCIPAL_RESID,N_EDIFICIOS_PRINCIP_NAO_RESID,N_EDIFICIOS_1OU2_PISOS,N_EDIFICIOS_3OU4_PISOS,F_N_EDIFICIOS_5OU_MAIS_PISOS,N_EDIFICIOS_CONSTR_ANTES_1919,N_EDIFICIOS_CONSTR_1919A1945,N_EDIFICIOS_CONSTR_1946A1960,N_EDIFICIOS_CONSTR_1961A1970,N_EDIFICIOS_CONSTR_1971A1980,N_EDIFICIOS_CONSTR_1981A1990,N_EDIFICIOS_CONSTR_1991A1995,N_EDIFICIOS_CONSTR_1996A2000,N_EDIFICIOS_CONSTR_2001A2005,N_EDIFICIOS_CONSTR_2006A2011,N_EDIFICIOS_ESTRUT_BETAO,N_EDIFICIOS_ESTRUT_COM_PLACA,N_EDIFICIOS_ESTRUT_SEM_PLACA,N_EDIFICIOS_ESTRUT_ADOBE_PEDRA,N_EDIFICIOS_ESTRUT_OUTRA,N_ALOJAMENTOS,N_ALOJAMENTOS_FAMILIARES,N_ALOJAMENTOS_FAM_CLASSICOS,N_ALOJAMENTOS_FAM_N_CLASSICOS,N_ALOJAMENTOS_COLECTIVOS,N_CLASSICOS_RES_HABITUAL,N_ALOJAMENTOS_RES_HABITUAL,N_ALOJAMENTOS_VAGOS,N_RES_HABITUAL_COM_AGUA,N_RES_HABITUAL_COM_RETRETE,N_RES_HABITUAL_COM_ESGOTOS,N_RES_HABITUAL_COM_BANHO,N_RES_HABITUAL_AREA_50,N_RES_HABITUAL_AREA_50_100,N_RES_HABITUAL_AREA_100_200,N_RES_HABITUAL_AREA_200,N_RES_HABITUAL_1_2_DIV,N_RES_HABITUAL_3_4_DIV,N_RES_HABITUAL_ESTAC_1,N_RES_HABITUAL_ESTAC_2,N_RES_HABITUAL_ESTAC_3,N_RES_HABITUAL_PROP_OCUP,N_RES_HABITUAL_ARREND,N_FAMILIAS_CLASSICAS,N_FAMILIAS_INSTITUCIONAIS,N_FAMILIAS_CLASSICAS_1OU2_PESS,N_FAMILIAS_CLASSICAS_3OU4_PESS,N_FAMILIAS_CLASSICAS_NPES65,N_FAMILIAS_CLASSICAS_NPES14,N_FAMILIAS_CLASSIC_SEM_DESEMP,N_FAMILIAS_CLASSIC_1DESEMPREG,N_FAMILIAS_CLASS_2MAIS_DESEMP,N_NUCLEOS_FAMILIARES,N_NUCLEOS_1FILH_NAO_CASADO,N_NUCLEOS_2FILH_NAO_CASADO,N_NUCLEOS_FILH_INF_6ANOS,N_NUCLEOS_FILH_INF_15ANOS,N_NUCLEOS_FILH_MAIS_15ANOS,N_INDIVIDUOS_PRESENT,N_INDIVIDUOS_PRESENT_H,N_INDIVIDUOS_PRESENT_M,N_INDIVIDUOS_RESIDENT,N_INDIVIDUOS_RESIDENT_H,N_INDIVIDUOS_RESIDENT_M,N_INDIVIDUOS_RESIDENT_0A4,N_INDIVIDUOS_RESIDENT_5A9,N_INDIVIDUOS_RESIDENT_10A13,N_INDIVIDUOS_RESIDENT_14A19,N_INDIVIDUOS_RESIDENT_15A19,N_INDIVIDUOS_RESIDENT_20A24,N_INDIVIDUOS_RESIDENT_20A64,N_INDIVIDUOS_RESIDENT_25A64,N_INDIVIDUOS_RESIDENT_65,N_INDIVIDUOS_RESIDENT_H_0A4,N_INDIVIDUOS_RESIDENT_H_5A9,N_INDIVIDUOS_RESIDENT_H_10A13,N_INDIVIDUOS_RESIDENT_H_14A19,N_INDIVIDUOS_RESIDENT_H_15A19,N_INDIVIDUOS_RESIDENT_H_20A24,N_INDIVIDUOS_RESIDENT_H_20A64,N_INDIVIDUOS_RESIDENT_H_25A64,N_INDIVIDUOS_RESIDENT_H_65,N_INDIVIDUOS_RESIDENT_M_0A4,N_INDIVIDUOS_RESIDENT_M_5A9,N_INDIVIDUOS_RESIDENT_M_10A13,N_INDIVIDUOS_RESIDENT_M_14A19,N_INDIVIDUOS_RESIDENT_M_15A19,N_INDIVIDUOS_RESIDENT_M_20A24,N_INDIVIDUOS_RESIDENT_M_20A64,N_INDIVIDUOS_RESIDENT_M_25A64,N_INDIVIDUOS_RESIDENT_M_65,N_INDIV_RESIDENT_N_LER_ESCRV,N_IND_RESIDENT_FENSINO_1BAS,N_IND_RESIDENT_FENSINO_2BAS,N_IND_RESIDENT_FENSINO_3BAS,N_IND_RESIDENT_FENSINO_SEC,N_IND_RESIDENT_FENSINO_POSSEC,N_IND_RESIDENT_FENSINO_SUP,N_IND_RESIDENT_ENSINCOMP_1BAS,N_IND_RESIDENT_ENSINCOMP_2BAS,N_IND_RESIDENT_ENSINCOMP_3BAS,N_IND_RESIDENT_ENSINCOMP_SEC,N_IND_RESIDENT_ENSINCOMP_POSEC,N_IND_RESIDENT_ENSINCOMP_SUP,N_IND_RESID_DESEMP_PROC_1EMPRG,N_IND_RESID_DESEMP_PROC_EMPRG,N_IND_RESID_EMPREGADOS,N_IND_RESID_PENS_REFORM,N_IND_RESID_SEM_ACT_ECON,N_IND_RESID_EMPREG_SECT_PRIM,N_IND_RESID_EMPREG_SECT_SEQ,N_IND_RESID_EMPREG_SECT_TERC,N_IND_RESID_ESTUD_MUN_RESID,N_IND_RESID_TRAB_MUN_RESID
"MULTIPOLYGON (((-35409.1877 164949.254899999,-35396.0785 164973.104800001,-35391.6184 164978.2546,-35387.5893 165013.7543,-35386.1225 165114.658199999,-35386.122 165114.693,-35388.8709 165113.7095,-35398.6134 165110.976600001,-35428.4751 165099.5579,-35439.3165 165091.530099999,-35460.0485 165073.6897,-35469.559 165064.77,-35488.294 165045.500700001,-35491.2418 165033.916200001,-35513.7818 165025.204399999,-35546.3123 165012.1357,-35584.4775 164998.5551,-35622.5146 164968.062100001,-35628.9182 164948.0759,-35637.1137 164929.115599999,-35645.1493 164921.754799999,-35651.916 164916.721,-35681.0745 164891.630799999,-35693.2519 164882.494100001,-35698.4276 164879.067199999,-35701.4725 164877.211300001,-35717.3037 164867.930600001,-35726.7633 164864.5427,-35730.8612 164876.3292,-35735.9861 164885.0408,-35741.3648 164887.8597,-35761.214 164889.963500001,-35780.991 164876.426899999,-35807.1927 164856.854599999,-35906.1662 164826.8762,-35941.8446 164818.421399999,-35938.8804 164781.492900001,-35932.4566 164764.876599999,-35926.2827 164748.0363,-35921.5128 164737.2687,-35919.3928 164728.985099999,-35917.6258 164717.885500001,-35917.9798 164712.583699999,-35919.5697 164710.4298,-35929.9922 164704.3,-35941.6516 164696.3473,-35943.7715 164692.5374,-35943.5945 164691.3774,-35942.8875 164689.886499999,-35937.7647 164685.7447,-35931.9349 164682.265900001,-35923.4553 164679.782,-35909.2709 164677.3522,-35904.52 164676.0353,-35898.7223 164672.989399999,-35892.3625 164669.510600001,-35887.0637 164665.368799999,-35883.1769 164661.724,-35882.1569 164659.749,-35882.2339 164657.679099999,-35882.8428 164655.9662,-35884.7447 164654.6812,-35903.0869 164652.528200001,-35920.9331 164652.0491,-35937.3634 164653.325,-35945.9751 164654.812899999,-35958.1576 164658.479699999,-35988.7513 164670.914,-35998.722 164678.7787,-36012.4334 164676.863700001,-36031.7235 164675.193600001,-36038.4082 164672.421700001,-36055.2274 164661.82,-36089.7405 164621.295499999,-36076.9331 164622.897500001,-36074.1842 164624.372400001,-36069.2485 164629.9452,-36060.198 164639.7169,-36054.8522 164643.0748,-36048.6675 164645.435699999,-36041.1529 164646.6437,-36037.248 164646.5637,-36017.0829 164641.747,-36018.1298 164638.0392,-36021.7825 164626.237600001,-36027.6822 164615.56,-36038.3596 164601.511499999,-36045.3832 164590.833900001,-36049.322 164583.1292,-36050.1258 164566.242900001,-36046.9088 164546.944700001,-36041.2797 164501.9145,-36034.7599 164495.326199999,-36035.5402 164505.2061,-36038.4005 164522.8961,-36039.6905 164536.955600001,-36039.6908 164548.115700001,-36037.6114 164565.0151,-36033.7219 164575.9552,-36028.3817 164584.0756,-36016.5524 164591.295399999,-35964.5934 164605.3157,-35964.5531 164605.3266,-35937.6931 164597.797499999,-35909.8334 164584.428099999,-35903.8733 164578.678300001,-35895.6831 164577.678300001,-35891.3335 164578.048800001,-35884.1638 164581.208900001,-35877.154 164585.709,-35857.9343 164603.2391,-35842.915 164619.619200001,-35838.9153 164623.619100001,-35827.3654 164632.179400001,-35821.3854 164637.489600001,-35814.5259 164645.989499999,-35808.176 164653.6797,-35801.1661 164658.5195,-35793.9165 164661.489600001,-35792.9766 164661.8595,-35785.6264 164663.709799999,-35773.2767 164664.9903,-35766.9266 164664.7105,-35754.3969 164665.0505,-35748.3771 164666.2107,-35726.4775 164677.9608,-35722.5079 164682.5809,-35712.478 164695.2612,-35702.2888 164704.7915,-35692.9489 164717.1414,-35680.2398 164738.171,-35677.3995 164742.851500001,-35657.0311 164787.4509,-35646.0116 164799.1416,-35640.3417 164805.9813,-35620.9623 164824.5418,-35614.4527 164836.5414,-35610.6028 164843.0714,-35594.0733 164862.6019,-35586.7137 164873.4816,-35577.034 164881.321599999,-35570.5143 164888.6721,-35566.6844 164893.5118,-35557.6352 164905.142,-35547.2654 164912.4221,-35533.2355 164918.142100001,-35523.3758 164921.792400001,-35507.7959 164933.692600001,-35501.5661 164936.9427,-35492.7362 164941.5032,-35491.8763 164941.753,-35440.0776 164956.0943,-35438.0576 164956.6642,-35409.1877 164949.254899999)))","315","10968","1312","03","047","01","13120304701","007437",Porto,"199728","2011","13120304701",,"8",Subsecção,"28","28","9","19","0","0","0","28","0","0","28","0","0","15","9","2","1","0","0","1","0","0","0","11","0","10","1","6","28","28","27","1","0","17","18","10","15","16","16","14","11","4","2","0","3","14","2","0","0","3","12","18","0","14","4","8","3","14","4","0","14","5","1","1","3","4","37","16","21","37","17","20","1","1","1","1","1","3","24","21","9","0","1","1","0","0","2","12","10","3","1","0","0","1","1","1","12","11","6","2","1","1","0","2","0","1","17","4","3","3","0","0","0","4","8","16","22","0","2","6","4","5"
"MULTIPOLYGON (((-38971.4135 165117.3475,-38982.4571 165119.054400001,-38986.3735 165086.3706,-38991.6289 165042.5184,-38957.9704 165048.2083,-38946.9345 165113.562799999,-38971.4135 165117.3475)))","316","10969","1312","02","023","03","13120202303","007437",Porto,"199383","2011","13120202303",,"8",Subsecção,"4","0","0","0","0","4","0","3","1","0","0","0","4","0","0","4","0","0","0","0","0","0","0","0","4","0","0","0","41","41","41","0","0","30","30","1","30","30","30","30","1","25","3","1","0","26","4","1","1","23","7","30","0","22","8","15","2","29","1","0","19","7","2","0","2","8","57","22","35","59","25","34","0","1","1","1","1","3","36","33","20","0","0","0","0","0","3","19","16","6","0","1","1","1","1","0","17","17","14","0","1","1","0","0","0","6","13","5","8","13","0","16","0","1","24","25","32","0","6","18","6","15"
"MULTIPOLYGON (((-45601.6204 165014.9737,-45682.0068 165119.5107,-45703.2058 165115.0615,-45702.6611 165022.0548,-45662.4014 164968.3608,-45601.6204 165014.9737)))","317","10970","1312","05","007","04","13120500704","007437",Porto,"199941","2011","13120500704",,"8",Subsecção,"28","22","0","0","22","6","0","27","1","0","18","8","2","0","6","13","3","1","1","0","4","0","0","6","15","7","0","0","50","50","50","0","0","35","35","12","35","35","35","35","0","8","15","12","0","11","3","8","4","20","9","35","0","19","15","15","4","34","1","0","24","10","4","2","4","11","79","35","44","83","36","47","2","1","3","4","4","4","48","44","25","1","1","1","1","1","2","22","20","10","1","0","2","3","3","2","26","24","15","1","0","2","1","3","0","3","14","5","11","12","0","36","1","0","37","24","39","1","1","35","11","24"
"MULTIPOLYGON (((-37486.7692 165079.6558,-37467.2141 165087.556600001,-37431.9367 165099.725299999,-37431.8138 165105.944,-37432.4319 165125.235300001,-37472.7651 165121.0832,-37484.1496 165118.055299999,-37491.4563 165111.680500001,-37495.455 165106.2487,-37488.0261 165083.7256,-37486.7692 165079.6558)))","318","10971","1312","03","043","04","13120304304","007437",Porto,"199711","2011","13120304304",,"8",Subsecção,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"MULTIPOLYGON (((-39031.494 165126.6358,-39038.8507 165127.772700001,-39040.6415 165115.418199999,-39041.3024 165110.125399999,-39040.5094 165107.611500001,-39038.3925 165104.7006,-39031.9127 165100.5988,-39024.77 165097.357,-39017.6283 165094.1152,-39010.6915 165090.353399999,-39003.1118 165086.241599999,-38992.8953 165086.705600001,-38991.8153 165086.6066,-38986.3735 165086.3706,-38982.4571 165119.054400001,-38997.0075 165121.304199999,-39031.494 165126.6358)))","319","10972","1312","02","023","02","13120202302","007437",Porto,"199382","2011","13120202302",,"8",Subsecção,"3","0","0","0","0","3","0","3","0","0","0","3","0","0","0","0","3","0","0","0","0","0","0","0","3","0","0","0","24","24","24","0","0","19","19","2","19","19","19","19","3","16","0","0","0","5","0","0","0","7","12","19","0","13","4","12","2","17","2","0","12","5","2","0","2","8","45","19","26","42","17","25","0","2","1","5","4","1","18","17","16","0","1","1","2","2","0","8","8","5","0","1","0","3","2","1","10","9","11","1","4","0","2","1","0","1","18","12","6","1","0","0","1","1","10","17","26","0","2","8","7","7"
"MULTIPOLYGON (((-37495.455 165106.2487,-37516.5863 165128.3937,-37534.9753 165103.932600001,-37548.4166 165089.7861,-37549.0615 165084.2323,-37547.2305 165076.5426,-37535.5228 165050.057700001,-37498.2442 165029.0997,-37490.7075 165029.0438,-37480.127 165031.036800001,-37454.0022 165039.8146,-37406.0804 165051.589299999,-37397.4158 165057.044199999,-37382.4006 165076.135500001,-37380.6207 165081.4803,-37409.9375 165079.8102,-37423.4089 165077.0832,-37461.8371 165064.543500001,-37466.0969 165064.2305,-37471.3507 165064.444499999,-37476.4895 165065.837400001,-37482.3143 165070.5502,-37485.5122 165075.585,-37486.7692 165079.6558,-37488.0261 165083.7256,-37495.455 165106.2487)))","320","10973","1312","03","042","05","13120304205","007437",Porto,"199705","2011","13120304205",,"8",Subsecção,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"MULTIPOLYGON (((-41931.4461 165080.2443,-41929.5627 165129.416300001,-41958.5152 165111.5416,-41964.0773 165038.5175,-41947.3009 165031.720100001,-41947.891 165037.9418,-41946.2495 165080.667099999,-41931.4461 165080.2443)))","321","10974","1312","07","004","04","13120700404","007437",Porto,"200228","2011","13120700404",,"8",Subsecção,"2","0","0","0","0","2","0","2","0","0","0","2","0","0","0","2","0","0","0","0","0","0","0","2","0","0","0","0","40","40","39","1","0","35","36","3","35","35","35","35","11","24","0","0","2","17","0","0","1","9","25","36","0","17","14","21","9","28","7","1","28","11","8","2","8","21","97","38","59","107","44","63","6","3","7","9","8","5","55","50","27","1","1","3","5","5","3","23","20","11","5","2","4","4","3","2","32","30","16","7","3","6","7","5","0","2","46","13","14","9","1","4","3","6","29","33","52","0","1","28","23","22"
"MULTIPOLYGON (((-43256.504 165055.5348,-43247.801 165117.2283,-43237.1757 165136.7697,-43274.182 165127.6625,-43343.0238 165109.6271,-43375.3712 165096.2402,-43411.7315 165077.1614,-43375.0655 165015.5997,-43340.0095 164956.739800001,-43319.2812 164934.532099999,-43285.6108 164952.4158,-43273.3234 164955.709899999,-43262.2534 165014.7885,-43256.504 165055.5348)))","322","10975","1312","06","016","06","13120601606","007437",Porto,"200113","2011","13120601606",,"8",Subsecção,"11","6","2","0","4","5","0","5","6","0","5","2","4","1","0","1","0","1","3","2","1","1","1","9","1","1","0","0","98","98","98","0","0","69","69","14","69","69","69","69","4","27","36","2","0","35","48","6","3","43","17","70","0","43","21","15","12","58","12","0","44","13","8","5","12","17","173","90","83","171","90","81","5","9","3","15","13","11","119","108","20","2","3","2","8","6","8","65","57","10","3","6","1","7","7","3","54","51","10","1","7","4","4","7","0","12","12","12","33","31","2","63","3","9","81","21","59","1","6","74","34","60"
"MULTIPOLYGON (((-39067.5055 165132.203400001,-39102.1091 165137.553,-39104.9372 165061.699,-39105.4749 165035.62,-39106.1167 165020.2776,-39041.5146 165030.536599999,-39038.1919 165049.5228,-39032.6386 165088.1613,-39029.5968 165092.9242,-39024.77 165097.357,-39031.9127 165100.5988,-39038.3925 165104.7006,-39040.5094 165107.611500001,-39041.3024 165110.125399999,-39040.6415 165115.418199999,-39038.8507 165127.772700001,-39067.5055 165132.203400001)))","323","10976","1312","02","026","02","13120202602","007437",Porto,"199388","2011","13120202602",,"8",Subsecção,"4","0","0","0","0","4","0","4","0","0","0","4","0","0","0","1","2","1","0","0","0","0","0","0","4","0","0","0","40","40","40","0","0","35","35","4","35","35","35","35","15","17","3","0","0","19","0","0","0","8","27","35","0","20","14","20","3","27","7","1","21","7","7","1","3","12","73","33","40","78","36","42","1","1","2","6","6","4","42","38","26","1","0","0","4","4","1","23","22","8","0","1","2","2","2","3","19","16","18","4","0","3","1","3","0","1","40","5","15","7","0","1","3","7","11","38","53","0","6","5","8","10"
"MULTIPOLYGON (((-37979.0549 165077.226299999,-38071.9935 165137.9164,-38076.3272 165123.659,-38080.8859 165114.3093,-38118.4729 165077.557600001,-38137.4089 165061.461100001,-38150.7943 165053.236400001,-38186.8164 165019.967499999,-38117.9455 164934.304199999,-38089.1414 164902.843599999,-38081.3007 164894.216,-38077.2868 164889.699200001,-38075.9068 164886.688300001,-38075.6568 164884.0535,-38074.6968 164876.093800001,-38027.6607 164866.883400001,-37976.0689 164859.7829,-37967.4775 164879.146199999,-37955.7433 164908.1931,-37949.9007 164923.2216,-37949.2927 164924.979499999,-37944.933 164937.588,-37936.2216 164961.723099999,-37936.2228 164981.7213,-37974.337 165071.7096,-37979.0549 165077.226299999)))","324","10977","1312","03","046","01","13120304601","007437",Porto,"199724","2011","13120304601",,"8",Subsecção,"55","42","1","2","39","13","0","54","1","0","44","8","3","0","54","0","1","0","0","0","0","0","0","0","1","54","0","0","153","153","153","0","0","125","125","17","125","123","125","121","21","77","27","0","6","65","8","0","2","30","90","125","0","89","35","69","16","108","15","2","79","35","8","8","16","31","290","116","174","296","121","175","6","8","5","8","7","25","180","155","89","3","2","0","5","4","13","79","66","32","3","6","5","3","3","12","101","89","57","5","9","3","4","11","1","7","98","29","85","34","1","18","6","17","84","105","169","0","6","78","33","72"
"MULTIPOLYGON (((-43041.1944 165054.0594,-43047.1625 165085.683,-43050.6768 165140.1746,-43113.627 165133.0288,-43208.5489 165133.610300001,-43237.1757 165136.7697,-43247.801 165117.2283,-43256.504 165055.5348,-43262.2534 165014.7885,-43273.3234 164955.709899999,-43174.5704 164931.2755,-43164.2919 164928.627800001,-43160.3863 164954.6417,-43154.5247 164974.19,-43152.1519 164979.2158,-43143.7774 164994.575300001,-43138.1947 165002.673,-43132.054 165009.6558,-43117.5388 165022.7805,-43107.2103 165030.0414,-43100.7906 165033.951300001,-43091.8581 165037.861300001,-43041.1944 165054.0594)))","325","10978","1312","06","026","01","13120602601","007437",Porto,"200154","2011","13120602601",,"8",Subsecção,"21","4","3","0","1","17","0","21","0","0","5","7","9","1","0","4","1","5","3","6","0","1","0","9","11","1","0","0","272","272","272","0","0","209","209","25","209","208","209","208","4","101","98","6","2","115","144","41","1","155","39","213","0","140","66","47","46","191","19","3","130","48","33","23","46","48","448","196","252","468","205","263","24","19","21","22","20","23","316","293","66","13","8","8","15","13","12","133","121","28","11","11","13","7","7","11","183","172","38","2","18","12","10","19","1","46","41","22","69","85","3","195","7","18","240","74","137","0","32","208","102","150"
"MULTIPOLYGON (((-41390.6224 164949.9955,-41434.9308 165144.6151,-41440.5721 165140.000800001,-41445.5789 165136.6129,-41448.2727 165134.3739,-41450.9306 165131.881,-41500.8047 165060.246099999,-41507.3733 165051.202400001,-41510.3101 165047.7105,-41508.2871 165038.390900001,-41518.4835 165019.851500001,-41524.0462 165010.580800001,-41527.445 165004.401,-41540.7312 164981.5348,-41556.1812 164957.433499999,-41565.7597 164944.1459,-41592.6774 164928.3561,-41471.0476 164918.9735,-41390.6224 164949.9955)))","326","10979","1312","07","005","04","13120700504","007437",Porto,"200233","2011","13120700504",,"8",Subsecção,"8","0","0","0","0","5","3","5","2","1","1","2","5","0","0","2","1","0","1","2","1","1","0","5","0","1","2","0","53","53","53","0","0","35","35","1","35","35","35","35","8","19","8","0","7","25","18","0","1","18","14","35","0","26","9","10","2","29","5","1","16","5","2","2","2","5","77","30","47","66","27","39","3","0","0","1","1","5","49","44","13","2","0","0","0","0","2","19","17","6","1","0","0","1","1","3","30","27","7","0","1","0","1","3","0","7","3","4","4","11","4","36","2","5","38","13","18","0","4","34","11","27"
"MULTIPOLYGON (((-41417.4826 165137.159399999,-41419.7111 165138.895199999,-41434.9308 165144.6151,-41390.6224 164949.9955,-41381.8534 164911.4922,-41336.8045 164929.1832,-41252.1089 164960.411499999,-41253.7492 164969.3817,-41250.3596 164995.011,-41246.1055 165005.696599999,-41246.0996 165005.711300001,-41287.8998 165037.0297,-41327.3202 165068.2784,-41327.362 165068.309800001,-41374.0607 165103.3367,-41417.4826 165137.159399999)))","327","10980","1312","07","006","01","13120700601","007437",Porto,"200234","2011","13120700601",,"8",Subsecção,"13","9","9","0","0","4","0","8","2","3","8","1","4","3","1","0","3","2","1","2","0","1","0","9","1","0","3","0","71","71","71","0","0","41","41","8","41","41","41","41","12","23","4","2","2","32","11","0","0","8","32","41","0","29","11","7","10","36","5","0","19","7","6","4","10","6","72","34","38","77","40","37","6","1","7","3","3","5","51","46","9","2","1","4","0","0","2","29","27","4","4","0","3","3","3","3","22","19","5","2","3","3","4","2","1","5","10","5","11","13","0","26","1","4","38","13","20","0","7","31","17","34"
"MULTIPOLYGON (((-41903.1093 165076.8609,-41902.7734 165085.6656,-41901.8409 165130.5747,-41904.3509 165144.982,-41929.5627 165129.416300001,-41931.4461 165080.2443,-41917.9127 165078.1296,-41903.1093 165076.8609)))","328","10981","1312","07","004","02","13120700402","007437",Porto,"200226","2011","13120700402",,"8",Subsecção,"1","0","0","0","0","1","0","1","0","0","0","1","0","0","0","1","0","0","0","0","0","0","0","1","0","0","0","0","24","24","24","0","0","21","21","1","21","21","21","21","7","14","0","0","0","9","0","0","0","7","14","21","0","11","8","11","2","14","3","4","14","8","1","0","2","10","53","19","34","52","19","33","0","2","1","1","1","2","35","33","13","0","0","1","1","1","0","13","13","4","0","2","0","0","0","2","22","20","9","2","3","1","1","0","0","1","23","6","3","6","0","6","1","10","16","17","22","0","6","10","6","12"
"MULTIPOLYGON (((-41873.5359 165113.162900001,-41904.3509 165144.982,-41901.8409 165130.5747,-41902.7734 165085.6656,-41903.1093 165076.8609,-41917.9127 165078.1296,-41920.083 165020.693,-41903.5207 165013.9815,-41895.4763 165045.488399999,-41881.3362 165074.2984,-41859.9464 165099.1307,-41873.5359 165113.162900001)))","329","10982","1312","07","004","03","13120700403","007437",Porto,"200227","2011","13120700403",,"8",Subsecção,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"MULTIPOLYGON (((-38687.3707 164138.3247,-38726.3665 164189.659499999,-38732.3955 164213.5045,-38787.4459 164200.627699999,-38782.2151 164194.796,-38778.7621 164176.877699999,-38780.5719 164169.814,-38778.9598 164156.588500001,-38792.8461 164147.3518,-38788.6173 164141.37,-38741.4607 164082.3476,-38691.3132 164014.866599999,-38658.5012 163966.5776,-38633.118 163942.432700001,-38616.4026 163923.8606,-38597.2111 163895.3818,-38589.3994 163889.2161,-38582.3988 163893.212,-38535.5161 163919.9332,-38633.987 164041.095799999,-38640.5388 164047.0956,-38643.4017 164049.716399999,-38685.7677 164136.2148,-38687.3707 164138.3247)))","330","11061","1312","02","043","04","13120204304","007437",Porto,"199444","2011","13120204304",,"8",Subsecção,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"MULTIPOLYGON (((-41644.0245 164167.749,-41661.0809 164181.7391,-41694.4938 164215.631200001,-41737.6899 164216.3915,-41745.8744 164197.4662,-41758.7656 164174.7119,-41723.5591 164171.4736,-41688.7345 164160.1456,-41657.8626 164138.84,-41644.0245 164167.749)))","331","11062","1312","07","015","08","13120701508","007437",Porto,"200280","2011","13120701508",,"8",Subsecção,"12","8","0","1","7","4","0","7","5","0","2","10","0","7","3","0","0","1","0","0","0","0","1","2","0","10","0","0","30","30","30","0","0","16","16","10","16","16","16","15","5","9","2","0","1","6","1","2","0","9","6","16","0","9","5","8","3","11","5","0","13","8","0","1","3","5","34","16","18","39","20","19","1","1","1","1","1","2","23","21","12","1","0","1","0","0","1","13","12","5","0","1","0","1","1","1","10","9","7","3","1","1","0","2","0","0","13","13","3","3","0","2","0","5","14","12","17","0","3","11","5","11"
