fid,OBJECTID,BGRI2021,DT21,DTMN21,DTMNFR21,DTMNFRSEC21,SECNUM21,SSNUM21,SECSSNUM21,SUBSECCAO,NUTS1,NUTS2,NUTS3,N_EDIFICIOS_CLASSICOS,N_EDIFICIOS_CLASS_CONST_1_OU_2_ALOJ,N_EDIFICIOS_CLASS_CONST_3_OU_MAIS_ALOJAMENTOS,N_EDIFICIOS_EXCLUSIV_RESID,N_EDIFICIOS_1_OU_2_PISOS,N_EDIFICIOS_3_OU_MAIS_PISOS,N_EDIFICIOS_CONSTR_ANTES_1945,N_EDIFICIOS_CONSTR_1946_1980,N_EDIFICIOS_CONSTR_1981_2000,N_EDIFICIOS_CONSTR_2001_2010,N_EDIFICIOS_CONSTR_2011_2021,N_EDIFICIOS_COM_NECESSIDADES_REPARACAO,N_ALOJAMENTOS_TOTAL,N_ALOJAMENTOS_FAMILIARES,N_ALOJAMENTOS_FAM_CLASS_RHABITUAL,N_ALOJAMENTOS_FAM_CLASS_VAGOS_OU_RESID_SECUNDARIA,N_RHABITUAL_ACESSIVEL_CADEIRAS_RODAS,N_RHABITUAL_COM_ESTACIONAMENTO,N_RHABITUAL_PROP_OCUP,N_RHABITUAL_ARRENDADOS,N_AGREGADOS_DOMESTICOS_PRIVADOS,N_ADP_1_OU_2_PESSOAS,N_ADP_3_OU_MAIS_PESSOAS,N_NUCLEOS_FAMILIARES,N_NUCLEOS_FAMILIARES_COM_FILHOS_TENDO_O_MAIS_NOVO_MENOS_DE_25,N_INDIVIDUOS,N_INDIVIDUOS_H,N_INDIVIDUOS_M,N_INDIVIDUOS_0_14,N_INDIVIDUOS_15_24,N_INDIVIDUOS_25_64,N_INDIVIDUOS_65_OU_MAIS,SHAPE_Length,SHAPE_Area,lon,lat
84,155359,13120200107,13,1312,131202,131202001,1,7,107,13120200107,1,11,11A,32,28,4,32,27,5,16,16,0,0,0,7,59,59,45,14,10,0,17,25,45,34,11,27,7,93,42,51,4,8,52,29,450.004518801897,9842.88012685555,-8.60104596845996,41.14444247746174
85,155360,13121701006,13,1312,131217,131217010,10,6,1006,13121701006,1,11,11A,37,17,20,34,3,34,30,0,1,3,3,25,135,135,30,105,2,1,3,25,30,25,5,19,3,58,28,30,2,5,30,21,468.862143276514,14260.0582631531,-8.613240659442557,41.14472935583682
86,155361,13121703003,13,1312,131217,131217030,30,3,3003,13121703003,1,11,11A,5,2,3,5,0,5,5,0,0,0,0,3,15,15,3,12,0,0,1,2,3,2,1,2,1,6,2,4,0,1,1,4,228.528616817862,2819.01366045381,-8.612148697007273,41.1449749679396
87,155362,13121703004,13,1312,131217,131217030,30,4,3004,13121703004,1,11,11A,10,6,4,10,2,8,6,1,0,2,1,2,32,32,19,13,6,7,3,16,19,15,4,9,4,34,15,19,3,2,22,7,460.194585068478,4005.09831563872,-8.611483980221747,41.14461190711139
88,155363,13121700101,13,1312,131217,131217001,1,1,101,13121700101,1,11,11A,61,48,13,59,46,15,51,1,5,4,0,6,178,178,99,79,41,42,40,52,99,85,14,45,15,168,74,94,15,9,95,49,569.278898444083,18436.7872687215,-8.60387321000249,41.144729596830544
89,155366,13120202402,13,1312,131202,131202024,24,2,2402,13120202402,1,11,11A,23,11,12,20,6,17,12,7,2,1,1,14,93,93,60,33,10,7,30,27,60,50,10,24,10,103,47,56,9,5,61,28,398.672971883475,9011.64565428016,-8.59852072699906,41.14535532482626
90,155367,13120301603,13,1312,131203,131203016,16,3,1603,13120301603,1,11,11A,38,38,0,37,38,0,33,3,2,0,0,31,42,42,23,19,2,3,16,7,23,15,8,14,4,51,27,24,0,4,27,20,705.66519738378,12207.6425868302,-8.586298363613727,41.14484359903073
91,155368,13120202501,13,1312,131202,131202025,25,1,2501,13120202501,1,11,11A,21,8,13,17,2,19,8,11,2,0,0,5,84,84,62,22,2,0,26,35,62,47,15,32,13,123,52,71,10,12,68,33,330.519296745557,6571.10244596535,-8.597702892170894,41.14552831522981
92,155597,13120301602,13,1312,131203,131203016,16,2,1602,13120301602,1,11,11A,13,12,0,13,12,1,10,2,0,1,0,11,13,12,9,3,0,1,3,5,9,7,2,5,2,35,19,16,10,10,14,1,371.018974335153,6853.42570756852,-8.58710566895221,41.14505757472191
93,155598,13120202302,13,1312,131202,131202023,23,2,2302,13120202302,1,11,11A,22,17,5,22,19,3,20,2,0,0,0,14,39,39,35,4,1,3,10,24,35,22,13,29,10,84,37,47,7,7,45,25,952.925465400981,36923.7591439086,-8.588655729434025,41.144404856610045
94,155599,13121700102,13,1312,131217,131217001,1,2,102,13121700102,1,11,11A,17,10,6,15,6,11,14,2,0,1,0,6,36,35,19,16,0,0,2,15,19,13,6,12,3,114,33,81,1,5,26,82,848.586138037592,27776.4105258453,-8.602118554762384,41.14458993937167
95,155600,13121701503,13,1312,131217,131217015,15,3,1503,13121701503,1,11,11A,17,8,9,13,2,15,16,0,0,0,1,9,37,37,12,25,0,0,1,10,12,12,0,6,2,19,7,12,1,2,11,5,235.090131082591,3102.43804073044,-8.61385490925867,41.145338934362215
96,155601,13121700103,13,1312,131217,131217001,1,3,103,13121700103,1,11,11A,10,6,4,9,0,10,8,1,0,1,0,4,33,33,23,10,12,0,7,14,23,18,5,14,4,48,23,25,8,1,24,15,578.453059576249,19613.509277478,-8.605430130154016,41.144863554505854
97,155602,13121802501,13,1312,131218,131218025,25,1,2501,13121802501,1,11,11A,8,6,2,7,2,6,4,2,0,2,0,4,50,50,33,17,16,12,9,22,33,25,8,19,10,69,35,34,8,8,45,8,1187.39928706253,30916.5723220828,-8.626040201959645,41.14505332926609
98,155603,13121701504,13,1312,131217,131217015,15,4,1504,13121701504,1,11,11A,4,1,3,3,0,4,4,0,0,0,0,3,16,16,11,5,0,0,0,11,11,10,1,4,2,16,7,9,2,1,9,4,177.249074722429,1838.81857629967,-8.613152635367895,41.14552921770608
99,155604,13121703005,13,1312,131217,131217030,30,5,3005,13121703005,1,11,11A,8,4,4,8,0,8,4,1,2,1,0,5,19,19,9,10,0,0,1,8,9,7,2,4,1,17,11,6,2,0,7,8,231.894792589935,3230.04128165859,-8.61248824912549,41.14544261879206
100,155605,13120202401,13,1312,131202,131202024,24,1,2401,13120202401,1,11,11A,34,17,16,30,12,22,29,3,2,0,0,32,85,84,55,29,4,2,14,34,56,43,13,19,8,101,42,59,6,8,58,29,733.373693009568,28855.0675779321,-8.599962621351027,41.14513268668598
101,162620,13120302210,13,1312,131203,131203022,22,10,2210,13120302210,1,11,11A,18,18,0,18,18,0,3,15,0,0,0,11,18,18,11,7,3,6,4,6,11,7,4,8,2,25,11,14,1,1,17,6,1635.29590172885,73513.9268655982,-8.571849806090928,41.17287919186534
102,162621,13121001005,13,1312,131210,131210010,10,5,1005,13121001005,1,11,11A,76,60,15,74,13,63,8,42,21,0,5,30,135,134,113,21,25,65,63,36,113,72,41,82,33,276,117,159,29,24,141,82,1104.5093904224,38624.2471333354,-8.586137431127614,41.17236248903315
103,162622,13121100601,13,1312,131211,131211006,6,1,601,13121100601,1,11,11A,5,0,5,3,0,5,0,0,5,0,0,0,221,221,192,29,178,115,130,49,192,114,78,132,76,439,195,244,54,56,269,60,712.044716722081,27310.5517151826,-8.635233186235185,41.17337406834239
104,162623,13121002402,13,1312,131210,131210024,24,2,2402,13121002402,1,11,11A,48,33,14,47,29,19,21,25,1,1,0,11,152,151,103,48,17,49,52,43,103,70,33,67,25,229,105,124,19,27,109,74,1385.67089970836,87932.7609032164,-8.614843391469392,41.17302888548891
105,162624,13121002403,13,1312,131210,131210024,24,3,2403,13121002403,1,11,11A,38,19,19,38,10,28,1,22,13,1,1,5,239,239,177,62,16,25,28,109,177,123,54,121,50,391,154,237,40,38,190,123,850.679881713288,44322.214324278,-8.611756429223373,41.173592994978414
106,164785,13121700901,13,1312,131217,131217009,9,1,901,13121700901,1,11,11A,3,0,3,3,0,3,0,0,0,3,0,0,27,27,16,11,12,16,12,2,16,11,5,11,6,35,16,19,6,3,23,3,823.420663561781,8477.57318355303,-8.606295288466947,41.14255275529127
107,164786,13121701001,13,1312,131217,131217010,10,1,1001,13121701001,1,11,11A,30,16,13,30,11,19,7,2,11,10,0,30,72,71,38,33,2,0,4,32,38,31,7,16,7,78,34,44,6,5,34,33,267.499402705363,3503.52320673027,-8.612563087719627,41.142710810690865
108,164787,13121702904,13,1312,131217,131217029,29,4,2904,13121702904,1,11,11A,37,7,30,30,5,32,37,0,0,0,0,12,120,120,66,54,8,0,10,53,66,54,12,31,9,117,50,67,11,4,68,34,412.955860145416,5840.95080194959,-8.616634604736625,41.1427893215
109,163300,13120302807,13,1312,131203,131203028,28,7,2807,13120302807,1,11,11A,28,20,7,28,17,11,28,0,0,0,0,8,60,59,40,19,3,7,17,23,40,28,12,27,11,98,32,66,8,7,48,35,1325.27947021084,75885.5084610144,-8.587919898029302,41.1565976959958
110,163301,13121703604,13,1312,131217,131217036,36,4,3604,13121703604,1,11,11A,32,23,9,31,12,20,21,8,1,0,2,15,79,79,52,27,7,4,24,20,52,36,16,31,16,114,49,65,14,11,62,27,458.2568287522,10824.3466579284,-8.608243114295211,41.15715580550126
111,163302,13121801713,13,1312,131218,131218017,17,13,1713,13121801713,1,11,11A,5,5,0,5,5,0,0,5,0,0,0,4,5,5,5,0,0,5,5,0,5,3,2,5,2,14,7,7,0,4,4,6,259.703352312682,4208.22333988167,-8.662214116042632,41.15698714009423
112,163303,13121801714,13,1312,131218,131218017,17,14,1714,13121801714,1,11,11A,17,17,0,17,9,8,0,7,5,5,0,16,17,17,15,2,4,15,12,1,15,9,6,10,4,33,17,16,1,6,19,7,433.046699274029,10398.2366131083,-8.66383255091307,41.15671122889931
113,163304,13121800603,13,1312,131218,131218006,6,3,603,13121800603,1,11,11A,10,5,5,10,5,5,5,4,1,0,0,8,28,28,22,6,8,13,9,12,22,15,7,16,8,53,22,31,8,9,22,14,339.359617808202,5428.42595362842,-8.652343075688565,41.15691231794913
114,163305,13121801901,13,1312,131218,131218019,19,1,1901,13121801901,1,11,11A,12,12,0,12,11,1,0,12,0,0,0,7,12,12,11,1,5,11,10,0,11,6,5,8,4,28,13,15,6,2,14,6,335.157001026835,6892.44927986526,-8.660391338891264,41.15687262995487
115,163306,13120201701,13,1312,131202,131202017,17,1,1701,13120201701,1,11,11A,22,20,2,21,20,2,0,21,0,0,1,6,50,50,42,8,2,1,15,24,42,38,4,22,4,72,36,36,3,1,44,24,325.211689578411,5506.05297949229,-8.60134651172901,41.15724929722042
116,163307,13120202103,13,1312,131202,131202021,21,3,2103,13120202103,1,11,11A,59,37,22,57,39,20,16,34,5,2,2,5,185,185,147,38,36,73,76,61,147,108,39,87,34,302,138,164,31,28,161,82,722.090550013255,29775.7502999206,-8.592605042368163,41.156775442054155
117,163308,13121602403,13,1312,131216,131216024,24,3,2403,13121602403,1,11,11A,9,8,1,9,0,9,2,1,0,0,6,1,14,14,2,12,1,2,1,1,2,1,1,3,1,6,3,3,1,0,1,4,657.823440381154,22006.958331009,-8.667835826668247,41.15654338689601
118,163309,13121601301,13,1312,131216,131216013,13,1,1301,13121601301,1,11,11A,24,13,11,24,10,14,6,15,1,2,0,10,70,70,61,9,7,38,35,19,61,42,19,33,19,132,57,75,25,12,54,41,538.044989218077,16087.6318687762,-8.678224529126183,41.15647781997888
119,163310,13120202104,13,1312,131202,131202021,21,4,2104,13120202104,1,11,11A,24,12,12,24,12,12,8,15,1,0,0,2,81,81,61,20,9,1,25,33,61,49,12,26,9,110,45,65,8,4,60,38,455.804359768464,7095.76598774822,-8.594039347927204,41.15684087257429
120,163311,13120201801,13,1312,131202,131202018,18,1,1801,13120201801,1,11,11A,15,11,4,15,11,4,5,9,0,1,0,2,36,36,27,9,6,11,10,17,27,24,3,10,3,43,22,21,3,0,24,16,422.700786518978,10722.1773698678,-8.599724441028771,41.15727664688782
121,163312,13121800703,13,1312,131218,131218007,7,3,703,13121800703,1,11,11A,16,10,6,15,8,8,4,6,1,5,0,3,66,66,56,10,21,44,27,24,56,42,14,30,17,109,51,58,13,9,65,22,990.923777790638,49214.7204807093,-8.649649708556918,41.15614043299363
122,163313,13121800307,13,1312,131218,131218003,3,7,307,13121800307,1,11,11A,8,6,2,7,4,4,5,3,0,0,0,8,23,23,12,11,4,5,5,6,12,10,2,6,2,21,9,12,2,0,12,7,450.859474461887,10941.1129280576,-8.631156543017369,41.1572503041146
123,163314,13120301502,13,1312,131203,131203015,15,2,1502,13120301502,1,11,11A,24,12,12,23,8,16,2,17,5,0,0,7,77,77,64,13,8,41,48,11,64,37,27,48,20,151,73,78,18,12,75,46,561.545202931679,11384.011710124,-8.57791717657785,41.15693399253945
124,163315,13121602404,13,1312,131216,131216024,24,4,2404,13121602404,1,11,11A,12,12,0,12,0,12,1,6,3,2,0,3,13,13,12,1,4,12,11,0,12,5,7,10,7,35,15,20,4,8,16,7,576.408756857764,20054.9951090501,-8.670060058804976,41.156893791082176
125,163316,13120300801,13,1312,131203,131203008,8,1,801,13120300801,1,11,11A,8,8,0,8,8,0,0,0,8,0,0,3,8,8,8,0,5,0,3,5,8,5,3,7,2,21,9,12,2,2,9,8,123.206831678746,731.035068887414,-8.59233286551278,41.15777650268205
126,163317,13121801715,13,1312,131218,131218017,17,15,1715,13121801715,1,11,11A,8,8,0,8,3,5,0,8,0,0,0,8,8,8,8,0,4,8,5,1,8,6,2,8,1,19,7,12,0,1,7,11,259.738231263038,4209.11605304762,-8.661553833406359,41.15724615513406
127,163318,13121801503,13,1312,131218,131218015,15,3,1503,13121801503,1,11,11A,8,0,8,6,0,8,0,0,2,6,0,0,225,225,156,69,145,156,112,33,156,93,63,98,60,360,168,192,81,25,213,41,600.78552946067,22948.8808828982,-8.644496492367836,41.156903159781784
128,163319,13121801716,13,1312,131218,131218017,17,16,1716,13121801716,1,11,11A,16,16,0,16,15,1,1,14,0,1,0,16,16,16,13,3,10,13,10,2,13,7,6,11,6,40,20,20,12,5,15,8,390.867319679201,8382.60822756202,-8.663057766640364,41.15698641252665
129,163320,13121601104,13,1312,131216,131216011,11,4,1104,13121601104,1,11,11A,21,3,18,20,2,19,1,11,4,4,1,8,108,108,78,30,28,51,44,24,78,57,21,36,22,157,66,91,25,16,84,32,482.297626654317,13418.7967698808,-8.680949142413843,41.15676314997694
130,163321,13120200605,13,1312,131202,131202006,6,5,605,13120200605,1,11,11A,44,31,13,42,27,17,22,16,4,2,0,42,123,123,96,27,1,34,42,43,96,71,25,52,21,189,83,106,18,15,99,57,532.697193104106,15456.5000002737,-8.597819608616982,41.156835512383594
131,163322,13120302808,13,1312,131203,131203028,28,8,2808,13120302808,1,11,11A,19,18,1,18,17,2,16,2,1,0,0,3,26,26,13,13,1,1,6,7,13,9,4,8,4,27,16,11,1,3,11,12,259.201323312877,2700.96047186966,-8.58531856300429,41.15767785355667
132,163323,13120200701,13,1312,131202,131202007,7,1,701,13120200701,1,11,11A,19,16,3,19,9,10,8,2,2,5,2,0,26,26,23,3,0,6,7,13,23,15,8,15,6,56,26,30,8,6,27,15,247.726058049551,2994.24016500122,-8.596166343239151,41.15759427613004
133,163324,13120300802,13,1312,131203,131203008,8,2,802,13120300802,1,11,11A,7,7,0,7,7,0,0,0,7,0,0,0,7,7,7,0,1,0,3,1,7,4,3,6,2,19,12,7,2,0,8,9,133.324027570064,783.882616279007,-8.592250730623126,41.15790759761821
134,163340,13120201703,13,1312,131202,131202017,17,3,1703,13120201703,1,11,11A,54,15,37,46,15,39,11,33,9,0,1,39,335,332,239,93,25,70,112,109,241,181,60,129,53,498,236,262,62,52,258,126,765.258629830382,30908.8863099463,-8.602159309311368,41.15869012670586
135,163341,13121601201,13,1312,131216,131216012,12,1,1201,13121601201,1,11,11A,30,27,3,27,8,22,1,8,10,11,0,6,42,42,34,8,7,19,27,6,34,16,18,28,14,99,46,53,13,14,48,24,861.617187814139,47449.9774117288,-8.676610459007374,41.15819157554818
136,163342,13121800802,13,1312,131218,131218008,8,2,802,13121800802,1,11,11A,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,447.938805552441,8397.35104389092,-8.649933322666781,41.15873724239684
137,163343,13120201805,13,1312,131202,131202018,18,5,1805,13120201805,1,11,11A,29,7,22,29,4,25,1,20,6,0,2,1,168,168,120,48,22,58,56,52,120,89,31,71,28,247,103,144,18,33,132,64,554.191716326473,12436.5081678107,-8.599726129054414,41.159347864125245
138,163344,13121700606,13,1312,131217,131217006,6,6,606,13121700606,1,11,11A,44,20,24,39,11,33,10,20,6,8,0,13,153,153,115,38,20,17,34,74,115,93,22,56,20,216,108,108,26,15,136,39,976.73432620141,54494.8797427829,-8.62595107786918,41.15838168791791
139,163345,13120303005,13,1312,131203,131203030,30,5,3005,13120303005,1,11,11A,10,0,10,10,0,10,0,10,0,0,0,2,123,123,107,16,3,0,1,105,107,58,49,86,43,269,129,140,45,26,141,57,574.530361906262,11946.4013441021,-8.571147345074944,41.15921224081363
140,163346,13120300301,13,1312,131203,131203003,3,1,301,13120300301,1,11,11A,9,5,4,9,5,4,0,5,4,0,0,1,38,38,34,4,3,4,24,7,34,29,5,14,5,60,27,33,2,5,28,25,399.313832417953,6635.4562227759,-8.566933577640539,41.159464776050044
141,163347,13120300604,13,1312,131203,131203006,6,4,604,13120300604,1,11,11A,40,25,15,40,7,33,1,36,2,0,1,14,140,140,126,14,3,33,37,82,126,82,44,88,33,281,127,154,32,24,130,95,668.795605438908,19523.5937368054,-8.577258322865866,41.15940699760808
142,163348,13120300901,13,1312,131203,131203009,9,1,901,13120300901,1,11,11A,15,11,4,15,8,7,6,7,2,0,0,14,41,41,37,4,0,15,11,22,37,27,10,25,10,77,40,37,7,10,30,30,785.92091860097,25574.3468817199,-8.583852764603703,41.15903592906581
143,163349,13121704101,13,1312,131217,131217041,41,1,4101,13121704101,1,11,11A,42,20,21,35,22,20,1,26,3,2,10,22,178,177,124,53,19,15,26,87,125,102,23,61,17,226,98,128,9,28,127,62,557.522514164831,14297.6144508445,-8.60758100747281,41.15930779190591
144,163350,13120300207,13,1312,131203,131203002,2,7,207,13120300207,1,11,11A,6,0,6,6,0,6,0,6,0,0,0,2,48,48,46,2,0,0,2,44,46,23,23,40,21,144,68,76,24,21,71,28,348.36076475907,5735.30704450299,-8.569745622376422,41.15966596808414
145,163351,13120200901,13,1312,131202,131202009,9,1,901,13120200901,1,11,11A,66,25,38,50,7,59,24,33,7,0,2,26,315,313,194,119,25,41,98,86,194,152,42,105,36,397,175,222,29,31,231,106,1464.22319659407,91188.0473787881,-8.603608060078656,41.15705168007467
146,163352,13121801003,13,1312,131218,131218010,10,3,1003,13121801003,1,11,11A,5,0,5,5,0,5,0,4,1,0,0,0,118,118,95,23,64,95,67,24,95,55,40,68,26,229,103,126,33,10,110,76,530.815826276529,12498.2825154479,-8.64177578979216,41.159591047467565
147,163560,13121002801,13,1312,131210,131210028,28,1,2801,13121002801,1,11,11A,27,10,17,25,10,17,0,25,2,0,0,16,207,207,137,70,27,105,87,38,137,93,44,87,34,292,120,172,25,26,162,79,659.639311553415,14369.7024340791,-8.586897187293346,41.176456768222266
148,163561,13121100801,13,1312,131211,131211008,8,1,801,13121100801,1,11,11A,15,0,15,15,0,15,0,6,5,4,0,7,428,428,367,61,197,329,280,61,367,241,126,261,105,833,383,450,102,63,442,226,791.075389147996,24827.8530061979,-8.625875516300633,41.177426274510594
149,163610,13121600404,13,1312,131216,131216004,4,4,404,13121600404,1,11,11A,50,42,7,50,23,27,0,27,17,3,3,11,80,79,73,6,17,61,55,13,73,45,28,51,27,195,81,114,28,20,76,71,1126.11377614815,30451.1232529686,-8.659812159172898,41.171530698940465
150,163611,13121102206,13,1312,131211,131211022,22,6,2206,13121102206,1,11,11A,38,29,9,38,26,12,24,10,2,1,1,17,116,116,88,28,26,53,53,28,88,63,25,63,18,190,84,106,18,6,117,49,1041.13389130742,38969.4867686191,-8.639601256180608,41.171448716633826
151,163612,13121002207,13,1312,131210,131210022,22,7,2207,13121002207,1,11,11A,20,20,0,20,13,7,0,20,0,0,0,0,20,20,16,4,10,16,12,2,16,13,3,10,2,34,13,21,2,1,15,16,355.287467198474,7260.34277821317,-8.598107454992112,41.17262374828511
152,163613,13121002501,13,1312,131210,131210025,25,1,2501,13121002501,1,11,11A,52,30,21,48,20,32,21,13,12,4,2,36,175,174,129,45,10,59,66,50,129,91,38,73,28,299,133,166,30,51,132,86,915.247892898104,49882.9376162391,-8.607569263903544,41.17197992062119
153,163614,13121102903,13,1312,131211,131211029,29,3,2903,13121102903,1,11,11A,30,27,2,30,7,23,3,22,3,1,1,12,47,46,42,4,20,41,37,1,42,23,19,30,18,123,43,80,23,15,42,43,677.449234851873,19779.0578373773,-8.655644586908952,41.17176343116331
154,163615,13121600906,13,1312,131216,131216009,9,6,906,13121600906,1,11,11A,2,0,2,2,0,2,0,2,0,0,0,0,18,18,18,0,5,0,0,18,18,8,10,16,7,47,22,25,7,4,23,13,257.032981148984,3409.54128473552,-8.666682880860822,41.17254231475797
155,163616,13121102904,13,1312,131211,131211029,29,4,2904,13121102904,1,11,11A,23,23,0,23,23,0,18,3,1,1,0,6,24,24,18,6,7,11,13,3,18,13,5,10,5,40,21,19,4,3,24,9,409.218869745308,7576.01925762979,-8.6575779647738,41.172402919624254
156,163617,13121600503,13,1312,131216,131216005,5,3,503,13121600503,1,11,11A,21,0,21,21,0,21,0,0,21,0,0,6,153,153,134,19,4,1,114,13,134,79,55,115,35,337,163,174,33,28,166,110,709.437671679243,23514.2966813095,-8.663183989823821,41.17176699828142
157,163618,13121102905,13,1312,131211,131211029,29,5,2905,13121102905,1,11,11A,10,10,0,10,10,0,7,1,1,0,1,5,10,10,7,3,3,7,4,1,7,5,2,5,1,14,5,9,1,0,6,7,256.288182632945,2978.9990206722,-8.656661502440546,41.17255583446983
158,163619,13121001004,13,1312,131210,131210010,10,4,1004,13121001004,1,11,11A,35,14,21,35,5,30,9,24,2,0,0,18,101,101,72,29,2,18,30,35,72,47,25,43,20,159,69,90,15,18,95,31,425.849463480112,9387.79113595149,-8.586912835182844,41.17273779953722
159,163620,13121001307,13,1312,131210,131210013,13,7,1307,13121001307,1,11,11A,11,11,0,11,11,0,0,11,0,0,0,1,11,11,11,0,4,7,9,0,11,7,4,9,4,25,13,12,2,2,13,8,233.247323997169,3296.68841623767,-8.599226383172061,41.17304191649449
160,163621,13121600601,13,1312,131216,131216006,6,1,601,13121600601,1,11,11A,25,25,0,25,25,0,0,25,0,0,0,0,25,25,20,5,14,4,12,7,20,12,8,14,5,45,24,21,6,1,28,10,207.933435610956,2140.01491272105,-8.665719392591447,41.17264174218205
161,163643,13120302402,13,1312,131203,131203024,24,2,2402,13120302402,1,11,11A,22,19,3,21,15,7,11,7,2,2,0,9,31,31,21,10,2,6,15,5,21,15,6,13,4,43,19,24,7,1,23,12,273.773663327966,4349.88532366373,-8.591369618923922,41.15985409110627
162,163644,13120300605,13,1312,131203,131203006,6,5,605,13120300605,1,11,11A,18,13,5,18,6,12,1,15,0,0,2,10,42,42,39,3,3,6,13,25,39,23,16,34,15,99,46,53,12,8,47,32,314.573734127025,5414.98225421409,-8.578820987013282,41.15973798980629
163,163645,13121704201,13,1312,131217,131217042,42,1,4201,13121704201,1,11,11A,73,36,37,61,22,51,17,29,1,2,24,40,264,264,172,92,28,11,48,110,172,124,48,100,28,355,161,194,28,28,209,90,829.492324585683,18006.5659793371,-8.608846370965223,41.15878852460233
164,163646,13121703801,13,1312,131217,131217038,38,1,3801,13121703801,1,11,11A,58,24,34,53,17,41,22,24,6,5,1,2,288,288,203,85,37,75,89,99,203,152,51,85,48,389,179,210,56,37,217,79,910.535767783532,32385.8076222624,-8.62711995988742,41.15939766432225
165,163647,13121704802,13,1312,131217,131217048,48,2,4802,13121704802,1,11,11A,32,16,16,27,5,27,12,8,12,0,0,25,119,119,87,32,6,27,48,26,87,64,23,46,19,173,80,93,17,15,94,47,709.475372310142,31339.9648191925,-8.634353468877395,41.159436142294716
166,163648,13120200902,13,1312,131202,131202009,9,2,902,13120200902,1,11,11A,1,0,0,1,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,10,0,10,0,0,2,8,398.865940567681,7035.49857981506,-8.603533083847807,41.15983123703488
167,163649,13121800803,13,1312,131218,131218008,8,3,803,13121800803,1,11,11A,24,24,0,24,5,19,0,24,0,0,0,0,29,29,24,5,13,13,21,2,24,15,9,15,7,56,22,34,6,7,24,19,318.603895247008,5060.08039844841,-8.651806264296598,41.15957945465339
168,163650,13120300302,13,1312,131203,131203003,3,2,302,13120300302,1,11,11A,16,16,0,16,16,0,12,4,0,0,0,5,16,16,11,5,2,1,3,8,11,7,4,6,2,24,10,14,2,6,11,5,1258.43411222374,52106.6909381547,-8.565025146618474,41.15924164179135
169,163651,13120302403,13,1312,131203,131203024,24,3,2403,13120302403,1,11,11A,15,14,1,15,11,4,1,9,3,2,0,8,21,21,18,3,1,5,13,4,18,13,5,15,5,41,18,23,3,6,19,13,258.311986719507,3742.73884964291,-8.589770129641543,41.16006724397154
170,163652,13121601307,13,1312,131216,131216013,13,7,1307,13121601307,1,11,11A,7,4,3,7,2,5,3,2,2,0,0,2,21,21,14,7,5,10,8,3,14,11,3,7,4,28,13,15,4,3,13,8,273.208620741252,4191.46664499806,-8.682192297429777,41.159709944818836
171,163653,13121704202,13,1312,131217,131217042,42,2,4202,13121704202,1,11,11A,37,20,15,36,10,27,14,19,1,0,3,32,112,110,82,28,5,4,28,48,82,66,16,42,13,173,67,106,12,15,80,66,780.557765007607,21889.1691598778,-8.60948220557281,41.15918496661841
172,163654,13121801903,13,1312,131218,131218019,19,3,1903,13121801903,1,11,11A,30,30,0,30,7,23,2,14,4,9,1,6,30,30,25,5,10,25,22,3,25,14,11,16,10,65,31,34,9,8,35,13,907.329992443245,34645.8738732626,-8.661091747378421,41.15872512619498
173,163655,13121800804,13,1312,131218,131218008,8,4,804,13121800804,1,11,11A,84,80,4,84,51,33,31,41,4,3,5,22,133,133,96,37,25,54,62,33,96,63,33,61,27,212,96,116,29,19,101,63,971.993683528061,34194.5796828641,-8.651842408246676,41.15900262511449
174,163656,13120302404,13,1312,131203,131203024,24,4,2404,13120302404,1,11,11A,12,12,0,12,12,0,9,2,1,0,0,8,12,12,12,0,2,3,7,4,12,10,2,7,1,21,7,14,1,0,11,9,198.376920276098,1963.78470874612,-8.59025267209794,41.160175407971614
175,163657,13120300208,13,1312,131203,131203002,2,8,208,13120300208,1,11,11A,4,0,4,4,0,4,0,4,0,0,0,3,54,54,51,3,2,0,1,50,51,24,27,42,24,142,71,71,35,17,73,17,291.805415866096,4318.35787845662,-8.569113400314354,41.1601522587478
176,163658,13121801804,13,1312,131218,131218018,18,4,1804,13121801804,1,11,11A,16,15,1,15,2,14,0,16,0,0,0,2,33,33,29,4,7,18,24,4,29,15,14,22,11,80,38,42,12,10,40,18,448.969164563532,10215.9743194248,-8.665063128726207,41.15962502625722
177,163659,13121700705,13,1312,131217,131217007,7,5,705,13121700705,1,11,11A,11,9,2,11,7,4,8,3,0,0,0,0,25,25,21,4,7,1,12,7,21,19,2,6,3,32,14,18,4,0,16,12,633.233192025327,26438.6940080719,-8.62180800582949,41.15954249972333
178,163660,13121801004,13,1312,131218,131218010,10,4,1004,13121801004,1,11,11A,30,13,17,30,5,25,3,19,5,3,0,0,141,141,98,43,21,56,64,29,98,55,43,62,30,230,104,126,27,24,124,55,712.308816005003,19084.1626733139,-8.643620970756508,41.15962081968975
