WKT,fid,OBJECTID,BGRI2021,DT21,DTMN21,DTMNFR21,DTMNFRSEC21,SECNUM21,SSNUM21,SECSSNUM21,SUBSECCAO,NUTS1,NUTS2,NUTS3,N_EDIFICIOS_CLASSICOS,N_EDIFICIOS_CLASS_CONST_1_OU_2_ALOJ,N_EDIFICIOS_CLASS_CONST_3_OU_MAIS_ALOJAMENTOS,N_EDIFICIOS_EXCLUSIV_RESID,N_EDIFICIOS_1_OU_2_PISOS,N_EDIFICIOS_3_OU_MAIS_PISOS,N_EDIFICIOS_CONSTR_ANTES_1945,N_EDIFICIOS_CONSTR_1946_1980,N_EDIFICIOS_CONSTR_1981_2000,N_EDIFICIOS_CONSTR_2001_2010,N_EDIFICIOS_CONSTR_2011_2021,N_EDIFICIOS_COM_NECESSIDADES_REPARACAO,N_ALOJAMENTOS_TOTAL,N_ALOJAMENTOS_FAMILIARES,N_ALOJAMENTOS_FAM_CLASS_RHABITUAL,N_ALOJAMENTOS_FAM_CLASS_VAGOS_OU_RESID_SECUNDARIA,N_RHABITUAL_ACESSIVEL_CADEIRAS_RODAS,N_RHABITUAL_COM_ESTACIONAMENTO,N_RHABITUAL_PROP_OCUP,N_RHABITUAL_ARRENDADOS,N_AGREGADOS_DOMESTICOS_PRIVADOS,N_ADP_1_OU_2_PESSOAS,N_ADP_3_OU_MAIS_PESSOAS,N_NUCLEOS_FAMILIARES,N_NUCLEOS_FAMILIARES_COM_FILHOS_TENDO_O_MAIS_NOVO_MENOS_DE_25,N_INDIVIDUOS,N_INDIVIDUOS_H,N_INDIVIDUOS_M,N_INDIVIDUOS_0_14,N_INDIVIDUOS_15_24,N_INDIVIDUOS_25_64,N_INDIVIDUOS_65_OU_MAIS,SHAPE_Length,SHAPE_Area,lon,lat,sqm_price,number_of_ev_cars
"MULTIPOLYGON (((-8.59850395444217 41.1777250961958,-8.59838970482357 41.1776914332273,-8.59795884190993 41.1775638952994,-8.5973233050788 41.1773773957962,-8.59730826967468 41.1773729821491,-8.5970642791866 41.1773021414077,-8.59627520861845 41.1770700821235,-8.59608000008152 41.1770116131399,-8.59586821654452 41.1769568022435,-8.59576114730697 41.1769320851158,-8.59569455152675 41.1769197825746,-8.59562800632193 41.1769146661385,-8.59556144851814 41.1769077569546,-8.59549017484242 41.1769062521475,-8.59541295256084 41.1769029694089,-8.59524206271559 41.1769216188248,-8.59489318255295 41.1769625200791,-8.59446829802079 41.1770073354808,-8.59434009035621 41.1770168262706,-8.59428192630726 41.1770206518993,-8.59368090652566 41.1769685942113,-8.59342402241816 41.1769463377884,-8.59343372298444 41.1768632278714,-8.59351552691771 41.1763730497047,-8.5936814085928 41.1757123770074,-8.59377198809079 41.1754658663363,-8.59406310779401 41.1755160928757,-8.59411903688727 41.1754420182861,-8.59418621585656 41.1754172495186,-8.59477902927262 41.1756447164569,-8.59489955569003 41.1756784659118,-8.59491648649563 41.175683206336,-8.59535692209272 41.1758578522085,-8.59554937817196 41.1760555717918,-8.59599191686304 41.1761139565037,-8.5962225127926 41.1760943005536,-8.59666573511325 41.1760772813534,-8.59729205502829 41.1760696696501,-8.59750934141201 41.1763988236689,-8.59758034792361 41.1764096486755,-8.59783926521737 41.1764451680975,-8.5980493019516 41.1764904162372,-8.59857846164555 41.1766395289897,-8.59914394916155 41.1768028983274,-8.59926813926995 41.1771092187964,-8.59937300532473 41.1771102350121,-8.59960190798587 41.1772185917351,-8.59923405175994 41.1779336263601,-8.59850395444217 41.1777250961958)))",1148,170358,13121001206,13,1312,131210,131210012,12,6,1206,13121001206,1,11,11A,12,12,0,12,11,1,12,0,0,0,0,11,12,12,4,8,1,1,0,3,4,3,1,2,0,7,3,4,0,0,2,5,1339.5839840895,63122.5091867871,-8.596320368495892,41.17666395205589,2848,0.032128540393521685
"MULTIPOLYGON (((-8.61734685010613 41.1776463861107,-8.61742423713735 41.1775459003394,-8.61760958265907 41.177292367917,-8.61761368514968 41.1772879025282,-8.61829701428728 41.1776047196599,-8.61803434845438 41.1779593694205,-8.61734685010613 41.1776463861107)))",1150,170360,13121004419,13,1312,131210,131210044,44,19,4419,13121004419,1,11,11A,12,12,0,12,12,0,12,0,0,0,0,3,13,13,11,2,7,8,10,1,11,9,2,7,2,21,9,12,1,1,8,11,225.441749140789,3051.1370049642,-8.617822679035148,41.17762442663021,2848,0.09179582969577625
"MULTIPOLYGON (((-8.6061790937801 41.1783240422087,-8.60464903898752 41.1771895012168,-8.60415057909607 41.1768331897454,-8.60408510047626 41.176784224609,-8.60401326331046 41.1767141991211,-8.60396631548147 41.1766534345292,-8.60393831413191 41.1765791949437,-8.60391431738984 41.1763836643228,-8.60388749244367 41.1761661125833,-8.60385691101964 41.1755376982926,-8.60384139913629 41.1752541553335,-8.60382871283805 41.1750222018691,-8.60379989822899 41.1744956064838,-8.60374977544406 41.1736894616846,-8.60454927603688 41.1736604477503,-8.60480776158709 41.1736513900082,-8.60523655046626 41.1737014269255,-8.60524772598876 41.1737027317638,-8.60546665360733 41.1737010030322,-8.60578600387159 41.1736037779674,-8.60587190927139 41.1738668351255,-8.60596491115355 41.1741587840524,-8.60599187845825 41.174241518495,-8.60601309652168 41.1742970033475,-8.60603838629617 41.1743388488398,-8.60606848099164 41.1743743895797,-8.60599826272313 41.1743983232439,-8.60594383268588 41.1744418926055,-8.60581415055319 41.174524342618,-8.60579061637924 41.1746347043126,-8.60572458254095 41.1753473151527,-8.60574480161331 41.1755056928982,-8.60580343765137 41.1757363941425,-8.60590286290808 41.1758808223213,-8.60593963875907 41.1759073673575,-8.60605382284442 41.1759898058111,-8.60630311008394 41.1760905496174,-8.60654157496647 41.1761247900537,-8.60760088359675 41.1761278802051,-8.60745430634589 41.1763849638478,-8.60731791657253 41.1765859192594,-8.60720244697652 41.1767466939707,-8.60703958192427 41.1769519180114,-8.60703380156141 41.1769616214368,-8.60703390117794 41.1769754417526,-8.60703981227772 41.1769837104054,-8.6070593912308 41.1769919309197,-8.60708284711616 41.1769973630474,-8.60709651417472 41.1769986925685,-8.60713748299884 41.1769985239623,-8.6071745261672 41.1769942196091,-8.60743135251851 41.1768908470816,-8.60745867733621 41.1768907345492,-8.60751535725933 41.1769043209277,-8.60777668348154 41.1769733905739,-8.60767946485971 41.1770953638703,-8.60754530659305 41.1772391896524,-8.60741238735611 41.177369989932,-8.60729801760933 41.1774851281178,-8.60706023758842 41.1777245257993,-8.60699101321745 41.1777942050953,-8.60680181021346 41.1779846809089,-8.60634285619821 41.178444155139,-8.6061790937801 41.1783240422087)))",1151,170362,13121003008,13,1312,131210,131210030,30,8,3008,13121003008,1,11,11A,24,10,13,23,9,15,1,19,4,0,0,7,138,137,108,29,11,20,8,96,108,77,31,59,24,229,94,135,25,17,109,78,1582.38306944994,96805.1056327752,-8.605396961056737,41.17596694532374,2848,0.9363174628969178
"MULTIPOLYGON (((-8.58664612971067 41.1784407804033,-8.58656943780681 41.1783901836639,-8.58644383745687 41.178367177726,-8.58628556398916 41.1783482269954,-8.58605108591363 41.1783491502411,-8.58562008117443 41.1783519348236,-8.58535982161872 41.178352201588,-8.58519575457564 41.1784281289993,-8.58498152142482 41.1784424761783,-8.58483466046507 41.1784228033544,-8.58474009623465 41.1784019519217,-8.58464974851688 41.1783703336251,-8.58451304131486 41.178316053905,-8.58441458526494 41.1782733648765,-8.5845443112071 41.178106390947,-8.58468483208848 41.1779217981131,-8.58481422183704 41.1777059155273,-8.58501395042584 41.1774114219506,-8.5853279550978 41.1768874184836,-8.58565153918372 41.176211965214,-8.58572581154042 41.1762612583655,-8.58590193783363 41.1764072041763,-8.58617464510939 41.1767197117485,-8.58647084123308 41.1771008894915,-8.5866883101483 41.17783474703,-8.5868115690362 41.1783086972962,-8.58688608562482 41.1784376283061,-8.58680890521281 41.1784972600086,-8.58675587020157 41.178538247665,-8.58664612971067 41.1784407804033)))",1152,170363,13121002602,13,1312,131210,131210026,26,2,2602,13121002602,1,11,11A,36,11,25,36,10,26,6,8,21,1,0,21,321,321,224,97,47,99,106,101,224,164,60,128,46,457,216,241,33,61,248,115,751.726738175626,27848.612329941,-8.585735301517458,41.177609665113536,2848,1.9460715895504566
"MULTIPOLYGON (((-8.61651477674398 41.1782339975217,-8.61624528995216 41.178188194187,-8.61579327211896 41.1780978059984,-8.61551862379064 41.1780224623309,-8.61430372473972 41.1776873029473,-8.61410768056696 41.1776309129198,-8.61412026549333 41.1764961284415,-8.61410779105321 41.1764136325677,-8.61410077836972 41.1763673004294,-8.61465246624483 41.1764122678637,-8.61486519229009 41.1763827058383,-8.61509069119261 41.1763513530376,-8.61579109252161 41.1762669876063,-8.61660380136658 41.1761526474829,-8.61663416245732 41.1763107105559,-8.61663902924036 41.1764051508017,-8.61663520897458 41.1766064862314,-8.61662354005596 41.176643361068,-8.61694389960923 41.1766861999251,-8.61740069729864 41.1768168173233,-8.617662799866 41.1768618008312,-8.61778609908679 41.1769143003473,-8.61787734155496 41.1769448110574,-8.61761368514968 41.1772879025282,-8.61760958265907 41.177292367917,-8.61742423713735 41.1775459003394,-8.61734685010613 41.1776463861107,-8.61803434845438 41.1779593694205,-8.61767425066141 41.1784423671942,-8.61651477674398 41.1782339975217)))",1153,170364,13121004420,13,1312,131210,131210044,44,20,4420,13121004420,1,11,11A,35,18,17,34,19,16,15,3,9,8,0,11,247,247,176,71,38,145,132,37,176,116,60,115,55,389,176,213,35,49,221,84,1050.88586730162,55121.6698353985,-8.615980538223333,41.17727073137749,2848,1.6247861856152397
"MULTIPOLYGON (((-8.62029502451517 41.1790321528431,-8.61941869234985 41.1787151299643,-8.61940600284793 41.1787105382183,-8.61864674073257 41.1786091708031,-8.61879278776761 41.1782599296684,-8.61937433029519 41.1775305604124,-8.61976979688725 41.1776894433199,-8.61984893461993 41.1777225842436,-8.62028479446828 41.1779140595576,-8.62063503364182 41.1780657832539,-8.62064294862171 41.1780692164108,-8.62105077203272 41.1782366318037,-8.620824646228 41.1785578090084,-8.62044588315324 41.1790911186591,-8.62029502451517 41.1790321528431)))",1156,170367,13121004506,13,1312,131210,131210045,45,6,4506,13121004506,1,11,11A,15,4,11,14,2,13,0,0,0,15,0,0,132,132,114,18,53,108,84,27,114,51,63,93,55,304,140,164,37,46,188,33,565.587800524893,18942.4255390486,-8.619841439066603,41.17832765115597,2848,1.225474326438613
"MULTIPOLYGON (((-8.58617464510939 41.1767197117485,-8.58734815392732 41.1764868615994,-8.58750926189918 41.1773809511815,-8.58771448352269 41.1773583022746,-8.58801631109885 41.1773425127579,-8.58801746484787 41.1773475263082,-8.58801325208417 41.1774653599631,-8.58799255742309 41.1775623785955,-8.58792275821569 41.1776481655582,-8.58769694492029 41.1777779223452,-8.58688608562482 41.1784376283061,-8.5868115690362 41.1783086972962,-8.5866883101483 41.17783474703,-8.58647084123308 41.1771008894915,-8.58617464510939 41.1767197117485)))",1158,170482,13121002802,13,1312,131210,131210028,28,2,2802,13121002802,1,11,11A,39,26,13,38,26,13,0,35,2,2,0,26,160,160,121,39,42,62,74,37,121,90,31,72,28,248,112,136,22,34,123,69,606.236759755863,16006.6917124095,-8.58707077468523,41.17736460958021,2848,1.0372928755622717
"MULTIPOLYGON (((-8.62063503364182 41.1780657832539,-8.62028479446828 41.1779140595576,-8.61984893461993 41.1777225842436,-8.62019522777553 41.1772642378032,-8.62028983804841 41.1771391495157,-8.62052120103974 41.1768415055087,-8.62061961234358 41.1767052445113,-8.62100970703394 41.1768085730962,-8.62150508204106 41.1769398067582,-8.62065878863255 41.1780502772212,-8.62064294862171 41.1780692164108,-8.62063503364182 41.1780657832539)))",1212,170677,13121004505,13,1312,131210,131210045,45,5,4505,13121004505,1,11,11A,7,0,7,7,0,7,0,0,0,7,0,0,74,74,70,4,54,69,55,13,70,31,39,48,38,185,88,97,48,16,111,10,430.673855595154,10617.4333079462,-8.620661955156878,41.17736207672437,2848,0.6288014334160673
"MULTIPOLYGON (((-8.6100828915288 41.1781862970727,-8.60984129788407 41.1781689060071,-8.60923113633936 41.178127589736,-8.60922944684128 41.1780968748993,-8.60918564062032 41.1773003955892,-8.61075247751174 41.1769264261627,-8.61190246419262 41.1766583687779,-8.61244040989223 41.1769755296665,-8.61221270936011 41.1773374942875,-8.61217731407213 41.1774320211466,-8.61214483415583 41.177545417016,-8.61214286851727 41.1776565879602,-8.61214667138385 41.1777970880752,-8.61221070526179 41.1778219869883,-8.61229967080279 41.1778404881245,-8.61265791474446 41.1778620598468,-8.61289232098592 41.1778729927399,-8.61284853503205 41.17827211396,-8.61278438820126 41.1783687146802,-8.6100828915288 41.1781862970727)))",1219,170684,13121004703,13,1312,131210,131210047,47,3,4703,13121004703,1,11,11A,26,6,20,21,4,22,1,20,3,2,0,9,212,212,177,35,9,19,72,99,177,117,60,131,45,408,187,221,30,46,185,147,903.809736809442,39041.3942881375,-8.611014110716962,41.17760958216084,2848,1.7349411812501712
"MULTIPOLYGON (((-8.61188857852454 41.1792111820369,-8.61168722815268 41.1791955265654,-8.61102951669991 41.1791443875089,-8.61064576266939 41.1791145424953,-8.61041713456365 41.1791024105312,-8.6100894473466 41.1790850174754,-8.61011165407964 41.1786676377205,-8.61270437317097 41.1788298805365,-8.61266180725636 41.179268892848,-8.61188857852454 41.1792111820369)))",1221,170689,13121001101,13,1312,131210,131210011,11,1,1101,13121001101,1,11,11A,12,0,12,12,0,12,0,12,0,0,0,12,94,94,75,19,0,4,22,51,75,44,31,59,22,185,91,94,16,21,94,54,530.401149791898,10248.5136404059,-8.611407032976194,41.17896138242372,2848,0.7756747609293093
"MULTIPOLYGON (((-8.60926615567451 41.1787641409113,-8.60923113633936 41.178127589736,-8.60984129788407 41.1781689060071,-8.6100828915288 41.1781862970727,-8.61278438820126 41.1783687146802,-8.61271793769749 41.1786899834712,-8.61270437317097 41.1788298805365,-8.61011165407964 41.1786676377205,-8.6100894473466 41.1790850174754,-8.61008380800024 41.1790847166744,-8.60973325429404 41.1792103733718,-8.60946943834774 41.1793071266202,-8.60929839023083 41.1793501371,-8.60926615567451 41.1787641409113)))",1224,170692,13121004704,13,1312,131210,131210047,47,4,4704,13121004704,1,11,11A,20,3,17,19,3,17,0,19,1,0,0,18,138,138,126,12,2,3,52,69,126,79,47,82,28,290,135,155,26,32,132,100,824.391017892581,19948.5145226612,-8.61068233759519,41.17858417835979,2848,1.2117049519842464
"MULTIPOLYGON (((-8.57449670201958 41.1794851608437,-8.57428157103042 41.1794164843549,-8.57394346495403 41.1793019257821,-8.57376667174748 41.1792331015844,-8.57382641504225 41.1789953840804,-8.57386999964988 41.1788147239156,-8.57397120011747 41.1785749657602,-8.57407087403037 41.1784273779703,-8.57418026066285 41.1783135722226,-8.57430676297056 41.1782286839131,-8.57446809628745 41.1780900880903,-8.57469990660998 41.1781834072581,-8.57477315976324 41.1781936344217,-8.57556416965401 41.1783936971865,-8.5765436569976 41.17864140742,-8.57663898595815 41.1786699523282,-8.57668330854219 41.178730215928,-8.57657618222549 41.1787741445231,-8.57499449210417 41.179422761082,-8.57478484729642 41.1795195215355,-8.57472696589596 41.1795462332878,-8.57449670201958 41.1794851608437)))",1225,170693,13121003503,13,1312,131210,131210035,35,3,3503,13121003503,1,11,11A,44,42,2,44,39,5,13,24,7,0,0,40,61,61,39,22,12,20,22,16,39,27,12,25,8,83,37,46,7,6,30,40,620.539344910931,21944.1033469712,-8.57496001403314,41.17882464524354,2848,0.34882415284394974
"MULTIPOLYGON (((-8.58227730375226 41.1794516660757,-8.58245330648898 41.1789146761057,-8.58248093736533 41.1788303545201,-8.58257576118288 41.1785410557536,-8.58269343897811 41.178166202295,-8.58286037670385 41.1777456413151,-8.58403993038029 41.1777167860323,-8.58467240732607 41.1777025556355,-8.58481422183704 41.1777059155273,-8.58468483208848 41.1779217981131,-8.5845443112071 41.178106390947,-8.58441458526494 41.1782733648765,-8.58413287184655 41.1786287577046,-8.58402280797588 41.1786745686179,-8.58390962509027 41.1787711381686,-8.58380223696618 41.1788629315523,-8.58367362915969 41.1789728687075,-8.58354637766047 41.1790479113844,-8.58343693564026 41.1790750542541,-8.58334249191447 41.1790805739512,-8.58326354387184 41.1791021138192,-8.58276057759215 41.1793727682455,-8.58270191796444 41.1794021253055,-8.58255325901974 41.1795187126229,-8.58227730375226 41.1794516660757)))",1226,170694,13121002901,13,1312,131210,131210029,29,1,2901,13121002901,1,11,11A,22,7,15,22,7,15,6,10,5,0,1,7,128,128,99,29,15,64,48,42,99,69,30,59,30,211,103,108,26,22,119,44,670.233620923279,22955.663070411,-8.583404373570296,41.17843423240119,2848,0.8491114246859304
"MULTIPOLYGON (((-8.61243624887042 41.1794387760815,-8.61196371094838 41.1794012478639,-8.61099313071991 41.1793241673171,-8.61049490957691 41.1792845975055,-8.61046489908255 41.1792711442877,-8.61041713456365 41.1791024105312,-8.61064576266939 41.1791145424953,-8.61102951669991 41.1791443875089,-8.61168722815268 41.1791955265654,-8.61188857852454 41.1792111820369,-8.61266180725636 41.179268892848,-8.61265126814892 41.179445999321,-8.61243624887042 41.1794387760815)))",1227,170695,13121001102,13,1312,131210,131210011,11,2,1102,13121001102,1,11,11A,7,0,7,7,0,7,0,7,0,0,0,0,70,70,67,3,1,5,0,67,67,28,39,55,31,189,80,109,32,25,97,35,412.893579885782,3778.71760213938,-8.61155401240952,41.17927616824379,2848,0.7205972631118436
"MULTIPOLYGON (((-8.57321457601657 41.1796126672835,-8.5732035935012 41.1796082043885,-8.57291646993754 41.1794990054502,-8.57267088689608 41.1794161172596,-8.57240790055134 41.1793330292961,-8.57221045631234 41.1792676013647,-8.5719969490913 41.1791880101811,-8.57186073352746 41.1791530557447,-8.57181103890421 41.1790992218259,-8.57182935628277 41.1789696717412,-8.5718727439061 41.1787751041024,-8.57187278032169 41.1787750247257,-8.57192947275633 41.1786513478102,-8.572047119234 41.1783692506847,-8.57211722935353 41.1783034266178,-8.57228449991618 41.1781890643571,-8.57265255187865 41.1779822682059,-8.57288840362171 41.1779465157703,-8.57314449138467 41.177925548974,-8.57323279367247 41.1779074685649,-8.57334337638536 41.177870219171,-8.57354757747124 41.1776924819623,-8.57356635980693 41.1776761330253,-8.57356656539787 41.1776760457976,-8.57370516218635 41.1776176116058,-8.57389780464577 41.1775551895092,-8.57410948320467 41.1775228640841,-8.57422693963416 41.1775157510983,-8.57433120926166 41.1775319124554,-8.5745318863691 41.1775837251579,-8.57473277957508 41.1776485011028,-8.57478524331623 41.1776660492466,-8.57458550537583 41.1779795819083,-8.57446809628745 41.1780900880903,-8.57430676297056 41.1782286839131,-8.57418026066285 41.1783135722226,-8.57407087403037 41.1784273779703,-8.57397120011747 41.1785749657602,-8.57386999964988 41.1788147239156,-8.57382641504225 41.1789953840804,-8.57376667174748 41.1792331015844,-8.57371200038199 41.1793989839024,-8.57326604255662 41.1794638264209,-8.57319334135898 41.1794951052015,-8.57321375601638 41.1796053616117,-8.57321474505451 41.1796106793845,-8.57321515920937 41.1796129054703,-8.57321457601657 41.1796126672835)))",1228,170696,13121003504,13,1312,131210,131210035,35,4,3504,13121003504,1,11,11A,4,2,2,4,2,2,2,0,2,0,0,4,22,22,20,2,2,15,13,6,20,14,6,15,7,43,16,27,2,6,29,6,755.182608491383,31270.0917704845,-8.573201663208005,41.17853829463463,2848,0.1881814508763413
"MULTIPOLYGON (((-8.62133718448092 41.1794052239724,-8.62044588315324 41.1790911186591,-8.620824646228 41.1785578090084,-8.62105077203272 41.1782366318037,-8.62064294862171 41.1780692164108,-8.62065878863255 41.1780502772212,-8.62150508204106 41.1769398067582,-8.62174220590568 41.1770022030903,-8.62193680776707 41.1770483123215,-8.62209157557577 41.1770884953252,-8.62242953195786 41.1771719617105,-8.62238961921864 41.1781179875208,-8.62211178732143 41.1789071239502,-8.62202634570905 41.17919574078,-8.62196762731943 41.1793268451651,-8.62189942668602 41.1793880469787,-8.62181316413705 41.1794290305771,-8.62157481938987 41.1794887065393,-8.62133718448092 41.1794052239724)))",1229,170697,13121004507,13,1312,131210,131210045,45,7,4507,13121004507,1,11,11A,4,1,3,4,0,4,0,0,0,4,0,0,119,119,88,31,58,55,11,76,88,81,7,33,12,136,63,73,10,12,105,9,760.15781258976,30461.4612586592,-8.621568978201129,41.17823848152807,2848,0.5783137270833903
"MULTIPOLYGON (((-8.61333744455129 41.1796065343697,-8.6131454718255 41.1795422028595,-8.6128325471964 41.1793046816973,-8.61266180725636 41.179268892848,-8.61270437317097 41.1788298805365,-8.61271793769749 41.1786899834712,-8.61278438820126 41.1783687146802,-8.61284853503205 41.17827211396,-8.61289232098592 41.1778729927399,-8.61293775459388 41.1775119150459,-8.6130616370692 41.1772925111879,-8.61310841043644 41.1772272799014,-8.61410768056696 41.1776309129198,-8.61408294860242 41.1777654100961,-8.61402859210044 41.1783097461484,-8.61386734342967 41.1796230085648,-8.61333744455129 41.1796065343697)))",1231,170699,13121004705,13,1312,131210,131210047,47,5,4705,13121004705,1,11,11A,23,5,18,21,5,18,0,16,3,4,0,16,227,227,161,66,13,55,82,68,161,121,40,92,33,333,143,190,29,40,148,116,663.544751425084,23788.4172195915,-8.613397635307871,41.178481222782544,2848,1.395296611375799
"MULTIPOLYGON (((-8.61061404029339 41.1796569551249,-8.61016043719862 41.1794225058423,-8.60995831703821 41.1796551795636,-8.60975679647802 41.1795540380862,-8.60950490918669 41.1794276142862,-8.60929839023083 41.1793501371,-8.60946943834774 41.1793071266202,-8.60973325429404 41.1792103733718,-8.61008380800024 41.1790847166744,-8.6100894473466 41.1790850174754,-8.61041713456365 41.1791024105312,-8.61046489908255 41.1792711442877,-8.61049490957691 41.1792845975055,-8.61099313071991 41.1793241673171,-8.61098192599313 41.1794219610194,-8.61095758473326 41.1796159356544,-8.61094275566614 41.1796743784342,-8.61092766463425 41.1796967807396,-8.61090017406019 41.1797185222406,-8.61086312285652 41.1797381342546,-8.610813647313 41.1797520350294,-8.61078127434946 41.1797579320553,-8.61075106400099 41.1797695018242,-8.61061404029339 41.1796569551249)))",1232,170700,13121001103,13,1312,131210,131210011,11,3,1103,13121001103,1,11,11A,5,4,1,5,4,1,0,5,0,0,0,2,20,20,17,3,4,6,3,13,17,10,7,11,5,42,22,20,3,3,26,10,382.625308053489,5297.69785312435,-8.610255626548714,41.17939628927415,2848,0.1790018679067637
"MULTIPOLYGON (((-8.58488209108474 41.1799912323782,-8.58438602591228 41.1799866066622,-8.58398780502718 41.179973364974,-8.583667916079 41.1799598245107,-8.58401089033034 41.1789780040565,-8.58413287184655 41.1786287577046,-8.58441458526494 41.1782733648765,-8.58451304131486 41.178316053905,-8.58464974851688 41.1783703336251,-8.58474009623465 41.1784019519217,-8.58483466046507 41.1784228033544,-8.58498152142482 41.1784424761783,-8.58519575457564 41.1784281289993,-8.58535982161872 41.178352201588,-8.58562008117443 41.1783519348236,-8.58605108591363 41.1783491502411,-8.58628556398916 41.1783482269954,-8.58644383745687 41.178367177726,-8.58656943780681 41.1783901836639,-8.58664612971067 41.1784407804033,-8.58675587020157 41.178538247665,-8.58573172386031 41.179482105241,-8.58556708611321 41.1796224766027,-8.5850717357116 41.1800447456517,-8.58488209108474 41.1799912323782)))",1234,170702,13121002902,13,1312,131210,131210029,29,2,2902,13121002902,1,11,11A,63,43,20,63,39,24,19,29,9,5,1,20,300,300,197,103,75,109,83,98,197,145,52,110,49,400,189,211,44,49,236,71,747.414430937442,31419.2332290931,-8.58504733294314,41.179108828175565,2848,1.6339657685848172
